,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,108,1,1,6,6,68,41,60
1,108,1,2,6,12,86,59,60
2,108,1,3,3,15,55,40,30
3,108,1,4,2,17,31,20,20
4,108,1,5,5,22,57,41,50
5,108,1,6,8,30,84,52,80
6,108,1,7,2,32,58,58,20
7,108,1,8,6,38,69,69,60
8,108,1,9,2,40,15,15,20
9,108,1,10,2,42,21,13,20
10,108,1,11,2,44,33,24,20
11,108,1,12,4,48,40,40,40
12,108,1,13,4,52,36,24,40
13,108,1,14,2,54,35,26,20
14,108,1,15,8,62,82,50,80
15,108,1,16,9,71,120,120,90
16,108,1,17,6,77,62,36,60
17,108,1,18,7,84,116,73,70
18,108,1,19,2,86,65,65,20
19,108,1,20,6,92,75,47,60
20,108,1,21,4,96,57,34,40
21,108,1,22,3,99,48,32,30
22,108,1,23,3,102,37,23,30
23,108,1,24,7,109,91,91,70
24,108,1,25,2,111,23,14,20
25,108,1,26,7,118,79,50,70
26,108,1,27,8,126,107,69,80
27,108,1,28,9,135,118,81,90
28,108,1,29,2,137,57,57,20
29,108,1,30,4,141,29,18,40
30,108,1,31,6,147,75,46,60
31,108,1,32,8,155,123,81,80
32,108,1,33,5,160,96,63,50
33,108,1,34,8,168,121,74,80
34,108,1,35,2,170,61,61,20
35,108,1,36,3,173,28,28,30
36,108,1,37,9,182,93,67,90
37,108,1,38,7,189,89,67,70
38,108,1,39,9,198,118,118,90
39,108,1,40,2,200,21,21,20
40,108,1,41,5,205,52,52,50
41,108,1,42,4,209,40,40,40
42,108,1,43,3,212,35,18,30
43,108,1,44,8,220,105,66,80
44,108,1,45,2,222,58,39,20
45,108,1,46,2,224,32,32,20
46,108,1,47,6,230,63,44,60
47,108,1,48,3,233,49,29,30
48,108,1,49,9,242,107,67,90
49,108,1,50,5,247,94,58,50
50,108,1,51,4,251,79,79,40
51,108,1,52,7,258,74,53,70
52,108,1,53,9,267,105,71,90
53,108,1,54,2,269,55,31,20
54,108,1,55,4,273,61,61,40
55,108,1,56,8,281,96,57,80
56,108,1,57,4,285,86,48,40
57,108,1,58,4,289,69,39,40
58,108,1,59,3,292,66,36,30
59,108,1,60,7,299,99,68,70
60,108,1,61,2,301,57,32,20
61,108,1,62,7,308,89,89,70
62,108,1,63,6,314,66,40,60
63,108,1,64,3,317,62,38,30
64,108,1,65,7,324,97,64,70
65,108,1,66,6,330,81,81,60
66,108,1,67,7,337,70,41,70
67,108,1,68,4,341,72,72,40
68,108,1,69,6,347,74,52,60
69,108,1,70,5,352,67,67,50
70,108,1,71,5,357,57,30,50
71,108,1,72,6,363,85,56,60
72,108,1,73,4,367,67,43,40
73,108,1,74,2,369,39,26,20
74,108,1,75,3,372,31,31,30
75,108,1,76,2,374,14,5,20
76,108,1,77,8,382,94,63,80
77,108,1,78,4,386,74,45,40
78,108,1,79,2,388,43,43,20
79,108,1,80,9,397,88,62,90
80,108,1,81,8,405,117,81,80
81,108,1,82,5,410,99,66,50
82,108,1,83,7,417,108,108,70
83,108,1,84,5,422,46,23,50
84,108,1,85,5,427,76,76,50
85,108,1,86,9,436,79,79,90
86,108,1,87,6,442,62,62,60
87,108,1,88,4,446,52,33,40
88,108,1,89,7,453,70,45,70
89,108,1,90,8,461,98,68,80
90,108,1,91,6,467,91,72,60
91,108,1,92,2,469,39,24,20
92,108,1,93,3,472,43,29,30
93,108,1,94,4,476,55,39,40
94,108,1,95,8,484,109,61,80
95,108,1,96,2,486,73,48,20
96,108,1,97,9,495,99,61,90
97,108,1,98,7,502,116,116,70
98,108,1,99,7,509,63,39,70
99,108,1,100,3,512,46,22,30
100,108,1,101,2,514,50,26,20
101,108,1,102,6,520,67,67,60
102,108,1,103,2,522,18,14,20
103,108,1,104,4,526,32,32,40
104,108,1,105,5,531,43,26,50
105,108,1,106,9,540,101,65,90
106,108,1,107,8,548,113,71,80
107,108,1,108,2,550,66,66,20
108,108,1,109,2,552,21,13,20
109,108,1,110,3,555,34,18,30
110,108,1,111,4,559,64,64,40
111,108,1,112,2,561,31,31,20
112,108,1,113,3,564,24,15,30
113,108,1,114,6,570,59,38,60
114,108,1,115,8,578,102,60,80
115,108,1,116,7,585,115,65,70
116,108,1,117,6,591,112,67,60
117,108,1,118,9,600,131,131,90
118,108,1,119,8,608,85,85,80
119,108,1,120,7,615,75,75,70
120,108,1,121,6,621,63,36,60
121,108,1,122,4,625,54,54,40
122,108,1,123,3,628,24,24,30
123,108,1,124,2,630,22,13,20
124,108,1,125,6,636,67,47,60
125,108,1,126,5,641,62,62,50
126,108,1,127,4,645,42,29,40
127,108,1,128,3,648,45,27,30
128,108,1,129,9,657,118,118,90
129,108,1,130,4,661,41,30,40
130,108,1,131,9,670,95,95,90
131,108,1,132,9,679,99,99,90
132,108,1,133,7,686,80,53,70
133,108,1,134,3,689,65,50,30
134,108,1,135,3,692,37,37,30
135,108,1,136,8,700,78,53,80
136,108,1,137,8,708,91,63,80
137,108,1,138,8,716,128,80,80
138,108,1,139,2,718,71,71,20
139,108,1,140,3,721,33,33,30
140,108,1,141,8,729,90,49,80
141,108,1,142,4,733,78,78,40
142,108,1,143,9,742,82,82,90
143,108,1,144,6,748,83,55,60
144,108,1,145,3,751,60,40,30
145,108,1,146,8,759,92,92,80
146,108,1,147,3,762,31,13,30
147,108,1,148,4,766,64,38,40
148,108,1,149,8,774,103,67,80
149,108,1,150,8,782,123,86,80
150,108,1,151,9,791,132,95,90
151,108,1,152,8,799,132,132,80
152,108,1,153,2,801,14,14,20
153,108,1,154,6,807,66,66,60
154,108,1,155,9,816,92,70,90
155,108,1,156,6,822,86,52,60
156,108,1,157,7,829,100,71,70
157,108,1,158,4,833,70,40,40
158,108,1,159,8,841,115,74,80
159,108,1,160,2,843,64,39,20
160,108,1,161,2,845,51,30,20
161,108,1,162,6,851,85,49,60
162,108,1,163,3,854,72,45,30
163,108,1,164,7,861,95,60,70
164,108,1,165,4,865,78,78,40
165,108,1,166,6,871,69,69,60
166,108,1,167,8,879,92,61,80
167,108,1,168,3,882,61,41,30
168,108,1,169,7,889,76,55,70
169,108,1,170,9,898,111,66,90
170,108,1,171,3,901,70,70,30
171,108,1,172,7,908,57,57,70
172,108,1,173,6,914,64,64,60
173,108,1,174,7,921,78,51,70
174,108,1,175,5,926,81,81,50
175,108,1,176,4,930,46,32,40
176,108,1,177,9,939,109,70,90
177,108,1,178,7,946,115,79,70
178,108,1,179,7,953,93,93,70
179,108,1,180,3,956,36,36,30
180,108,1,181,2,958,17,9,20
181,108,1,182,5,963,73,73,50
182,108,1,183,8,971,73,73,80
183,108,1,184,8,979,64,41,80
184,108,1,185,2,981,35,25,20
185,108,1,186,7,988,83,51,70
186,108,1,187,6,994,75,75,60
187,108,1,188,6,1000,53,28,60
188,108,1,189,2,1002,55,35,20
189,108,1,190,2,1004,42,42,20
190,108,1,191,3,1007,35,24,30
191,108,1,192,6,1013,63,63,60
192,108,1,193,3,1016,31,16,30
193,108,1,194,9,1025,105,66,90
194,108,1,195,7,1032,105,69,70
195,108,1,196,7,1039,103,59,70
196,108,1,197,4,1043,91,60,40
197,108,1,198,6,1049,84,56,60
198,108,1,199,8,1057,114,114,80
199,108,1,200,7,1064,68,68,70
200,108,1,201,2,1066,19,6,20
201,108,1,202,6,1072,73,45,60
202,108,1,203,7,1079,104,60,70
203,108,1,204,2,1081,69,35,20
204,108,1,205,6,1087,90,90,60
205,108,1,206,9,1096,82,51,90
206,108,1,207,9,1105,115,73,90
207,108,1,208,3,1108,80,80,30
208,108,1,209,5,1113,47,33,50
209,108,1,210,4,1117,48,30,40
210,108,1,211,8,1125,96,62,80
211,108,1,212,4,1129,71,51,40
212,108,1,213,5,1134,71,71,50
213,108,1,214,8,1142,94,94,80
214,108,1,215,4,1146,43,29,40
215,108,1,216,7,1153,89,51,70
216,108,1,217,3,1156,59,59,30
217,108,1,218,2,1158,17,6,20
218,108,1,219,4,1162,55,55,40
219,108,1,220,2,1164,24,12,20
220,108,1,221,2,1166,45,26,20
221,108,1,222,6,1172,87,54,60
222,108,1,223,2,1174,43,21,20
223,108,1,224,3,1177,63,63,30
224,108,1,225,9,1186,84,84,90
225,108,1,226,9,1195,79,52,90
226,108,1,227,9,1204,138,84,90
227,108,1,228,9,1213,154,109,90
228,108,1,229,7,1220,137,92,70
229,108,1,230,8,1228,105,58,80
230,108,1,231,3,1231,83,52,30
231,108,1,232,9,1240,120,78,90
232,108,1,233,7,1247,91,91,70
233,108,1,234,5,1252,45,22,50
234,108,1,235,6,1258,84,84,60
235,108,1,236,7,1265,75,51,70
236,108,1,237,2,1267,42,42,20
237,108,1,238,2,1269,19,12,20
238,108,1,239,7,1276,78,54,70
239,108,1,240,2,1278,39,26,20
240,108,1,241,3,1281,44,29,30
241,108,1,242,2,1283,43,43,20
242,108,1,243,6,1289,63,32,60
243,108,1,244,9,1298,116,72,90
244,108,1,245,6,1304,109,73,60
245,108,1,246,4,1308,79,46,40
246,108,1,247,2,1310,54,35,20
247,108,1,248,5,1315,72,52,50
248,108,1,249,8,1323,92,62,80
249,108,1,250,2,1325,43,28,20
250,108,1,251,6,1331,66,33,60
251,108,1,252,2,1333,62,38,20
252,108,1,253,9,1342,112,112,90
253,108,1,254,4,1346,32,22,40
254,108,1,255,6,1352,73,73,60
255,108,1,256,7,1359,68,68,70
256,108,1,257,9,1368,91,64,90
257,108,1,258,6,1374,92,65,60
258,108,1,259,2,1376,46,46,20
259,108,1,260,7,1383,68,43,70
260,108,1,261,7,1390,96,64,70
261,108,1,262,9,1399,119,119,90
262,108,1,263,6,1405,62,37,60
263,108,1,264,9,1414,124,76,90
264,108,1,265,3,1417,73,54,30
265,108,1,266,7,1424,105,71,70
266,108,1,267,6,1430,98,64,60
267,108,1,268,4,1434,68,52,40
268,108,1,269,3,1437,54,54,30
269,108,1,270,8,1445,69,44,80
270,108,1,271,7,1452,98,65,70
271,108,1,272,2,1454,48,26,20
272,108,1,273,6,1460,95,95,60
273,108,1,274,5,1465,60,43,50
274,108,1,275,3,1468,42,26,30
275,108,1,276,7,1475,85,53,70
276,108,1,277,4,1479,61,40,40
277,108,1,278,4,1483,59,59,40
278,108,1,279,9,1492,113,113,90
279,108,1,280,7,1499,69,48,70
280,108,1,281,7,1506,106,68,70
281,108,1,282,2,1508,50,50,20
282,108,1,283,5,1513,37,27,50
283,108,1,284,8,1521,85,57,80
284,108,1,285,3,1524,56,34,30
285,108,1,286,5,1529,80,61,50
286,108,1,287,3,1532,46,46,30
287,108,1,288,6,1538,67,37,60
288,108,1,289,5,1543,85,49,50
289,108,1,290,7,1550,116,116,70
290,108,1,291,3,1553,20,15,30
