,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,61,1,1,9,9,83,26,90
1,61,1,2,7,16,148,35,70
2,61,1,3,8,24,184,40,80
3,61,1,4,4,28,184,184,40
4,61,1,5,7,35,74,11,70
5,61,1,6,4,39,101,22,40
6,61,1,7,3,42,106,25,30
7,61,1,8,5,47,129,129,50
8,61,1,9,6,53,63,13,60
9,61,1,10,5,58,115,25,50
10,61,1,11,2,60,118,21,20
11,61,1,12,9,69,190,33,90
12,61,1,13,3,72,197,197,30
13,61,1,14,9,81,84,9,90
14,61,1,15,8,89,154,154,80
15,61,1,16,2,91,19,5,20
16,61,1,17,3,94,48,10,30
17,61,1,18,7,101,110,21,70
18,61,1,19,4,105,134,32,40
19,61,1,20,6,111,169,29,60
20,61,1,21,8,119,215,41,80
21,61,1,22,7,126,258,258,70
22,61,1,23,9,135,106,23,90
23,61,1,24,4,139,124,124,40
24,61,1,25,9,148,96,20,90
25,61,1,26,5,153,118,118,50
26,61,1,27,7,160,59,8,70
27,61,1,28,9,169,155,26,90
28,61,1,29,6,175,195,37,60
29,61,1,30,2,177,178,178,20
30,61,1,31,6,183,61,14,60
31,61,1,32,6,189,101,12,60
32,61,1,33,4,193,136,22,40
33,61,1,34,4,197,150,150,40
34,61,1,35,6,203,53,10,60
35,61,1,36,9,212,127,27,90
36,61,1,37,7,219,175,30,70
37,61,1,38,2,221,171,171,20
38,61,1,39,6,227,64,20,60
39,61,1,40,2,229,66,12,20
40,61,1,41,5,234,104,21,50
41,61,1,42,3,237,121,20,30
42,61,1,43,5,242,142,142,50
43,61,1,44,8,250,78,14,80
44,61,1,45,7,257,125,22,70
45,61,1,46,3,260,135,135,30
46,61,1,47,4,264,33,7,40
47,61,1,48,8,272,103,23,80
48,61,1,49,2,274,104,104,20
49,61,1,50,9,283,85,19,90
50,61,1,51,3,286,94,27,30
51,61,1,52,3,289,97,18,30
52,61,1,53,7,296,153,153,70
53,61,1,54,3,299,35,35,30
54,61,1,55,3,302,14,1,30
55,61,1,56,2,304,27,27,20
56,61,1,57,7,311,67,15,70
57,61,1,58,3,314,74,17,30
