,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,33,1,1,3,3,30,17,30
1,33,1,2,7,10,76,59,70
2,33,1,3,8,18,100,65,80
3,33,1,4,5,23,84,59,50
4,33,1,5,4,27,68,45,40
5,33,1,6,7,34,83,45,70
6,33,1,7,6,40,94,58,60
7,33,1,8,5,45,81,56,50
8,33,1,9,5,50,72,44,50
9,33,1,10,6,56,82,54,60
10,33,1,11,6,62,89,54,60
11,33,1,12,9,71,118,80,90
12,33,1,13,7,78,109,75,70
13,33,1,14,7,85,105,71,70
14,33,1,15,9,94,107,107,90
15,33,1,16,3,97,39,27,30
16,33,1,17,4,101,42,27,40
17,33,1,18,4,105,56,41,40
18,33,1,19,6,111,81,62,60
19,33,1,20,4,115,62,41,40
20,33,1,21,2,117,38,28,20
21,33,1,22,2,119,24,12,20
22,33,1,23,2,121,29,20,20
23,33,1,24,2,123,26,16,20
24,33,1,25,4,127,39,39,40
25,33,1,26,3,130,26,15,30
26,33,1,27,5,135,59,59,50
27,33,1,28,8,143,76,51,80
28,33,1,29,7,150,96,64,70
29,33,1,30,8,158,118,83,80
30,33,1,31,4,162,74,74,40
31,33,1,32,2,164,25,16,20
32,33,1,33,4,168,51,33,40
33,33,1,34,3,171,56,34,30
34,33,1,35,7,178,113,80,70
35,33,1,36,7,185,117,90,70
36,33,1,37,2,187,44,30,20
37,33,1,38,2,189,35,25,20
38,33,1,39,9,198,92,67,90
39,33,1,40,4,202,65,65,40
40,33,1,41,2,204,17,11,20
41,33,1,42,8,212,91,59,80
42,33,1,43,8,220,107,74,80
43,33,1,44,5,225,69,52,50
44,33,1,45,6,231,68,41,60
45,33,1,46,3,234,57,57,30
46,33,1,47,8,242,86,58,80
47,33,1,48,7,249,102,71,70
48,33,1,49,8,257,111,74,80
49,33,1,50,3,260,63,41,30
50,33,1,51,2,262,45,33,20
51,33,1,52,4,266,62,41,40
52,33,1,53,3,269,61,48,30
53,33,1,54,4,273,50,35,40
54,33,1,55,2,275,37,22,20
55,33,1,56,2,277,33,17,20
56,33,1,57,4,281,56,38,40
57,33,1,58,7,288,95,65,70
58,33,1,59,5,293,81,56,50
59,33,1,60,2,295,44,33,20
60,33,1,61,2,297,29,21,20
61,33,1,62,9,306,84,55,90
62,33,1,63,4,310,65,40,40
63,33,1,64,4,314,62,47,40
64,33,1,65,8,322,104,73,80
65,33,1,66,7,329,116,73,70
