,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,224,1,1,9,9,81,81,90
1,224,1,2,9,18,108,108,90
2,224,1,3,9,27,72,72,90
3,224,1,4,6,33,65,65,60
4,224,1,5,3,36,32,22,30
5,224,1,6,8,44,90,90,80
6,224,1,7,9,53,72,72,90
7,224,1,8,4,57,54,54,40
8,224,1,9,7,64,46,46,70
9,224,1,10,4,68,38,38,40
10,224,1,11,4,72,35,35,40
11,224,1,12,3,75,36,36,30
12,224,1,13,4,79,36,29,40
13,224,1,14,8,87,95,95,80
14,224,1,15,9,96,105,80,90
15,224,1,16,7,103,91,91,70
16,224,1,17,7,110,78,60,70
17,224,1,18,3,113,44,44,30
18,224,1,19,7,120,52,38,70
19,224,1,20,5,125,63,63,50
20,224,1,21,3,128,34,26,30
21,224,1,22,7,135,92,92,70
22,224,1,23,5,140,41,41,50
23,224,1,24,2,142,18,18,20
24,224,1,25,9,151,97,97,90
25,224,1,26,2,153,17,17,20
26,224,1,27,9,162,99,73,90
27,224,1,28,4,166,64,47,40
28,224,1,29,4,170,58,58,40
29,224,1,30,9,179,82,82,90
30,224,1,31,2,181,22,22,20
31,224,1,32,8,189,81,81,80
32,224,1,33,2,191,23,23,20
33,224,1,34,2,193,20,20,20
34,224,1,35,8,201,84,84,80
35,224,1,36,2,203,21,15,20
36,224,1,37,2,205,19,19,20
37,224,1,38,4,209,40,29,40
38,224,1,39,2,211,41,41,20
39,224,1,40,8,219,66,51,80
40,224,1,41,3,222,36,36,30
41,224,1,42,9,231,90,90,90
42,224,1,43,6,237,49,32,60
43,224,1,44,5,242,67,67,50
44,224,1,45,3,245,30,30,30
45,224,1,46,6,251,58,58,60
46,224,1,47,8,259,72,72,80
47,224,1,48,3,262,23,23,30
48,224,1,49,8,270,76,76,80
49,224,1,50,4,274,35,35,40
50,224,1,51,9,283,99,75,90
51,224,1,52,5,288,72,48,50
52,224,1,53,3,291,53,40,30
53,224,1,54,9,300,106,106,90
54,224,1,55,3,303,32,32,30
55,224,1,56,3,306,28,28,30
56,224,1,57,2,308,19,19,20
57,224,1,58,8,316,90,90,80
58,224,1,59,4,320,46,38,40
59,224,1,60,6,326,74,60,60
60,224,1,61,2,328,33,33,20
61,224,1,62,9,337,83,63,90
62,224,1,63,3,340,44,32,30
63,224,1,64,8,348,98,98,80
64,224,1,65,5,353,44,44,50
65,224,1,66,7,360,68,46,70
66,224,1,67,2,362,42,42,20
67,224,1,68,8,370,92,92,80
68,224,1,69,4,374,46,34,40
69,224,1,70,9,383,97,97,90
70,224,1,71,9,392,89,67,90
71,224,1,72,5,397,73,73,50
72,224,1,73,7,404,57,57,70
73,224,1,74,9,413,88,57,90
74,224,1,75,7,420,104,104,70
75,224,1,76,2,422,14,10,20
76,224,1,77,8,430,77,56,80
77,224,1,78,6,436,69,69,60
78,224,1,79,7,443,56,56,70
79,224,1,80,9,452,94,72,90
80,224,1,81,2,454,41,30,20
81,224,1,82,8,462,100,100,80
82,224,1,83,5,467,61,61,50
83,224,1,84,3,470,32,32,30
84,224,1,85,7,477,79,55,70
85,224,1,86,7,484,85,69,70
86,224,1,87,6,490,78,57,60
87,224,1,88,2,492,36,32,20
88,224,1,89,6,498,68,68,60
89,224,1,90,6,504,53,53,60
90,224,1,91,2,506,21,21,20
91,224,1,92,3,509,29,29,30
92,224,1,93,8,517,87,87,80
93,224,1,94,8,525,66,47,80
94,224,1,95,9,534,110,110,90
95,224,1,96,9,543,99,99,90
96,224,1,97,4,547,49,36,40
97,224,1,98,7,554,79,79,70
98,224,1,99,2,556,24,16,20
99,224,1,100,2,558,27,27,20
100,224,1,101,9,567,92,92,90
101,224,1,102,8,575,90,90,80
102,224,1,103,6,581,61,61,60
103,224,1,104,9,590,88,88,90
104,224,1,105,9,599,86,63,90
105,224,1,106,3,602,50,50,30
106,224,1,107,2,604,14,8,20
107,224,1,108,5,609,62,45,50
108,224,1,109,7,616,96,96,70
109,224,1,110,8,624,80,80,80
110,224,1,111,7,631,71,71,70
111,224,1,112,5,636,49,36,50
112,224,1,113,9,645,108,108,90
113,224,1,114,9,654,96,96,90
114,224,1,115,4,658,41,41,40
115,224,1,116,9,667,87,70,90
116,224,1,117,5,672,59,59,50
117,224,1,118,7,679,57,42,70
118,224,1,119,2,681,31,31,20
119,224,1,120,8,689,75,61,80
120,224,1,121,5,694,62,48,50
121,224,1,122,6,700,94,70,60
122,224,1,123,5,705,67,67,50
123,224,1,124,6,711,58,58,60
124,224,1,125,5,716,47,36,50
125,224,1,126,4,720,71,71,40
126,224,1,127,5,725,68,52,50
127,224,1,128,7,732,82,82,70
128,224,1,129,2,734,15,15,20
129,224,1,130,6,740,66,66,60
130,224,1,131,2,742,19,19,20
131,224,1,132,3,745,34,24,30
132,224,1,133,9,754,87,71,90
133,224,1,134,8,762,99,99,80
134,224,1,135,3,765,23,11,30
135,224,1,136,9,774,90,75,90
136,224,1,137,3,777,51,39,30
137,224,1,138,3,780,42,42,30
138,224,1,139,5,785,42,42,50
139,224,1,140,4,789,37,37,40
