,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,148,1,1,2,2,16,9,20
1,148,1,2,5,7,63,44,50
2,148,1,3,2,9,36,26,20
3,148,1,4,2,11,27,22,20
4,148,1,5,7,18,82,82,70
5,148,1,6,2,20,7,3,20
6,148,1,7,6,26,67,50,60
7,148,1,8,2,28,34,27,20
8,148,1,9,6,34,73,73,60
9,148,1,10,3,37,32,23,30
10,148,1,11,9,46,103,103,90
11,148,1,12,7,53,66,50,70
12,148,1,13,5,58,69,48,50
13,148,1,14,3,61,56,43,30
14,148,1,15,2,63,32,32,20
15,148,1,16,6,69,51,51,60
16,148,1,17,3,72,24,19,30
17,148,1,18,5,77,47,47,50
18,148,1,19,8,85,74,58,80
19,148,1,20,7,92,95,67,70
20,148,1,21,6,98,91,91,60
21,148,1,22,9,107,87,62,90
22,148,1,23,4,111,64,64,40
23,148,1,24,4,115,35,35,40
24,148,1,25,7,122,65,47,70
25,148,1,26,7,129,86,61,70
26,148,1,27,4,133,55,55,40
27,148,1,28,9,142,105,105,90
28,148,1,29,7,149,71,50,70
29,148,1,30,2,151,38,38,20
30,148,1,31,3,154,29,29,30
31,148,1,32,2,156,27,27,20
32,148,1,33,8,164,91,67,80
33,148,1,34,5,169,80,54,50
34,148,1,35,2,171,48,48,20
35,148,1,36,7,178,73,52,70
36,148,1,37,6,184,74,53,60
37,148,1,38,9,193,108,87,90
38,148,1,39,6,199,83,83,60
39,148,1,40,2,201,21,16,20
40,148,1,41,8,209,88,64,80
41,148,1,42,2,211,55,46,20
42,148,1,43,6,217,77,77,60
43,148,1,44,5,222,46,34,50
44,148,1,45,2,224,26,20,20
45,148,1,46,4,228,48,36,40
46,148,1,47,4,232,57,40,40
47,148,1,48,5,237,63,45,50
48,148,1,49,4,241,56,42,40
49,148,1,50,4,245,48,48,40
50,148,1,51,3,248,28,28,30
51,148,1,52,7,255,73,54,70
52,148,1,53,9,264,108,108,90
53,148,1,54,4,268,29,29,40
54,148,1,55,5,273,47,47,50
55,148,1,56,3,276,33,33,30
56,148,1,57,9,285,84,67,90
57,148,1,58,2,287,31,24,20
58,148,1,59,5,292,51,51,50
59,148,1,60,3,295,19,15,30
60,148,1,61,7,302,70,52,70
61,148,1,62,5,307,67,53,50
62,148,1,63,2,309,34,34,20
63,148,1,64,7,316,76,57,70
64,148,1,65,5,321,74,74,50
65,148,1,66,8,329,74,74,80
66,148,1,67,5,334,50,50,50
67,148,1,68,7,341,61,61,70
68,148,1,69,5,346,53,36,50
69,148,1,70,5,351,78,58,50
70,148,1,71,6,357,90,64,60
71,148,1,72,7,364,104,104,70
72,148,1,73,3,367,35,23,30
73,148,1,74,4,371,55,38,40
74,148,1,75,5,376,66,43,50
75,148,1,76,4,380,70,52,40
76,148,1,77,7,387,94,94,70
77,148,1,78,9,396,93,65,90
78,148,1,79,6,402,79,63,60
79,148,1,80,5,407,73,48,50
80,148,1,81,4,411,69,69,40
81,148,1,82,5,416,62,62,50
82,148,1,83,8,424,82,56,80
83,148,1,84,8,432,110,110,80
84,148,1,85,5,437,63,49,50
85,148,1,86,6,443,76,59,60
86,148,1,87,2,445,40,40,20
87,148,1,88,6,451,64,45,60
88,148,1,89,5,456,69,61,50
89,148,1,90,5,461,59,46,50
90,148,1,91,6,467,80,63,60
91,148,1,92,6,473,61,61,60
92,148,1,93,8,481,78,78,80
93,148,1,94,8,489,78,78,80
94,148,1,95,7,496,57,40,70
95,148,1,96,6,502,81,81,60
96,148,1,97,7,509,67,67,70
97,148,1,98,8,517,87,87,80
98,148,1,99,4,521,46,46,40
99,148,1,100,6,527,48,36,60
100,148,1,101,2,529,28,15,20
101,148,1,102,9,538,97,97,90
102,148,1,103,7,545,69,53,70
103,148,1,104,6,551,72,72,60
104,148,1,105,4,555,31,26,40
105,148,1,106,3,558,35,24,30
106,148,1,107,5,563,60,41,50
107,148,1,108,9,572,94,94,90
108,148,1,109,3,575,37,25,30
109,148,1,110,5,580,65,52,50
110,148,1,111,5,585,64,64,50
111,148,1,112,2,587,20,12,20
112,148,1,113,9,596,109,77,90
113,148,1,114,8,604,128,103,80
114,148,1,115,3,607,63,51,30
115,148,1,116,6,613,76,56,60
116,148,1,117,4,617,58,46,40
117,148,1,118,8,625,88,61,80
118,148,1,119,5,630,68,68,50
119,148,1,120,7,637,64,64,70
120,148,1,121,2,639,23,16,20
121,148,1,122,6,645,57,57,60
122,148,1,123,7,652,58,46,70
123,148,1,124,5,657,60,41,50
124,148,1,125,6,663,78,78,60
125,148,1,126,4,667,34,34,40
126,148,1,127,8,675,72,51,80
127,148,1,128,8,683,97,97,80
128,148,1,129,8,691,82,65,80
129,148,1,130,7,698,74,74,70
