,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,120,1,1,3,3,30,30,30
1,120,1,2,9,12,90,31,90
2,120,1,3,8,20,134,36,80
3,120,1,4,5,25,151,49,50
4,120,1,5,3,28,138,40,30
5,120,1,6,8,36,182,66,80
6,120,1,7,8,44,199,62,80
7,120,1,8,3,47,162,52,30
8,120,1,9,7,54,190,190,70
9,120,1,10,9,63,62,62,90
10,120,1,11,4,67,45,11,40
11,120,1,12,5,72,88,34,50
12,120,1,13,4,76,91,91,40
13,120,1,14,8,84,98,27,80
14,120,1,15,9,93,150,46,90
15,120,1,16,2,95,120,31,20
16,120,1,17,9,104,184,46,90
17,120,1,18,3,107,165,31,30
18,120,1,19,6,113,190,70,60
19,120,1,20,5,118,171,45,50
20,120,1,21,8,126,224,66,80
21,120,1,22,6,132,224,70,60
22,120,1,23,9,141,245,69,90
23,120,1,24,3,144,208,208,30
24,120,1,25,6,150,51,15,60
25,120,1,26,8,158,114,114,80
26,120,1,27,6,164,73,73,60
27,120,1,28,5,169,55,18,50
28,120,1,29,2,171,47,11,20
29,120,1,30,7,178,103,22,70
30,120,1,31,8,186,168,65,80
31,120,1,32,8,194,181,181,80
32,120,1,33,4,198,38,38,40
33,120,1,34,9,207,102,36,90
34,120,1,35,8,215,149,149,80
35,120,1,36,6,221,65,17,60
36,120,1,37,8,229,132,132,80
37,120,1,38,8,237,80,22,80
38,120,1,39,5,242,100,33,50
39,120,1,40,4,246,103,26,40
40,120,1,41,2,248,95,22,20
41,120,1,42,9,257,171,45,90
42,120,1,43,4,261,161,161,40
43,120,1,44,5,266,61,19,50
44,120,1,45,6,272,94,23,60
45,120,1,46,4,276,111,29,40
46,120,1,47,9,285,165,165,90
47,120,1,48,8,293,83,36,80
48,120,1,49,2,295,74,20,20
49,120,1,50,8,303,138,39,80
50,120,1,51,4,307,135,49,40
51,120,1,52,6,313,152,40,60
52,120,1,53,3,316,142,142,30
53,120,1,54,8,324,73,21,80
54,120,1,55,2,326,70,70,20
55,120,1,56,6,332,71,71,60
56,120,1,57,4,336,38,38,40
57,120,1,58,2,338,24,10,20
58,120,1,59,8,346,89,25,80
59,120,1,60,9,355,143,31,90
60,120,1,61,7,362,191,50,70
61,120,1,62,4,366,180,180,40
62,120,1,63,3,369,31,10,30
63,120,1,64,5,374,81,81,50
64,120,1,65,6,380,59,16,60
65,120,1,66,4,384,79,28,40
66,120,1,67,7,391,126,39,70
67,120,1,68,5,396,138,138,50
68,120,1,69,7,403,77,23,70
69,120,1,70,6,409,107,40,60
70,120,1,71,2,411,86,22,20
71,120,1,72,9,420,147,147,90
72,120,1,73,5,425,54,16,50
73,120,1,74,6,431,104,32,60
74,120,1,75,2,433,88,36,20
75,120,1,76,9,442,144,144,90
76,120,1,77,2,444,19,19,20
77,120,1,78,3,447,27,27,30
78,120,1,79,9,456,85,24,90
79,120,1,80,5,461,111,32,50
80,120,1,81,4,465,117,41,40
81,120,1,82,3,468,101,32,30
82,120,1,83,9,477,160,33,90
83,120,1,84,4,481,179,52,40
84,120,1,85,6,487,189,59,60
85,120,1,86,6,493,185,52,60
86,120,1,87,4,497,160,51,40
87,120,1,88,6,503,178,59,60
88,120,1,89,4,507,151,44,40
89,120,1,90,2,509,121,39,20
90,120,1,91,8,517,152,152,80
91,120,1,92,2,519,16,2,20
92,120,1,93,3,522,52,16,30
93,120,1,94,9,531,140,140,90
94,120,1,95,7,538,56,56,70
95,120,1,96,2,540,20,4,20
96,120,1,97,8,548,93,93,80
97,120,1,98,3,551,38,10,30
98,120,1,99,3,554,53,15,30
99,120,1,100,3,557,60,17,30
100,120,1,101,8,565,121,121,80
101,120,1,102,9,574,106,35,90
102,120,1,103,6,580,133,41,60
103,120,1,104,2,582,109,109,20
104,120,1,105,8,590,79,79,80
105,120,1,106,6,596,56,13,60
106,120,1,107,6,602,112,44,60
107,120,1,108,7,609,138,138,70
108,120,1,109,3,612,27,11,30
109,120,1,110,3,615,44,11,30
110,120,1,111,7,622,100,32,70
111,120,1,112,8,630,143,44,80
112,120,1,113,5,635,142,142,50
113,120,1,114,2,637,13,4,20
