,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,189,1,1,8,8,68,68,80
1,189,1,2,7,15,74,74,70
2,189,1,3,9,24,63,55,90
3,189,1,4,2,26,27,24,20
4,189,1,5,6,32,60,54,60
5,189,1,6,7,39,74,67,70
6,189,1,7,7,46,72,72,70
7,189,1,8,4,50,31,31,40
8,189,1,9,6,56,58,58,60
9,189,1,10,9,65,109,109,90
10,189,1,11,6,71,46,46,60
11,189,1,12,3,74,27,24,30
12,189,1,13,2,76,16,11,20
13,189,1,14,3,79,39,30,30
14,189,1,15,5,84,55,55,50
15,189,1,16,8,92,84,84,80
16,189,1,17,9,101,96,96,90
17,189,1,18,9,110,78,78,90
18,189,1,19,9,119,86,86,90
19,189,1,20,7,126,80,72,70
20,189,1,21,6,132,71,62,60
21,189,1,22,7,139,75,69,70
22,189,1,23,4,143,51,51,40
23,189,1,24,7,150,79,79,70
24,189,1,25,4,154,40,34,40
25,189,1,26,5,159,54,48,50
26,189,1,27,3,162,41,30,30
27,189,1,28,5,167,63,63,50
28,189,1,29,4,171,44,44,40
29,189,1,30,5,176,50,49,50
30,189,1,31,8,184,71,63,80
31,189,1,32,2,186,35,35,20
32,189,1,33,8,194,86,76,80
33,189,1,34,4,198,42,36,40
34,189,1,35,2,200,23,23,20
35,189,1,36,5,205,42,42,50
36,189,1,37,8,213,79,70,80
37,189,1,38,2,215,29,27,20
38,189,1,39,9,224,99,99,90
39,189,1,40,2,226,10,10,20
40,189,1,41,3,229,27,27,30
41,189,1,42,9,238,82,72,90
42,189,1,43,2,240,32,32,20
43,189,1,44,9,249,93,85,90
44,189,1,45,3,252,45,45,30
45,189,1,46,4,256,38,33,40
46,189,1,47,7,263,72,63,70
47,189,1,48,8,271,86,78,80
48,189,1,49,5,276,56,56,50
49,189,1,50,7,283,66,66,70
50,189,1,51,5,288,44,39,50
51,189,1,52,3,291,30,30,30
52,189,1,53,4,295,34,31,40
53,189,1,54,7,302,67,62,70
54,189,1,55,4,306,50,50,40
55,189,1,56,6,312,55,46,60
56,189,1,57,5,317,58,50,50
57,189,1,58,9,326,111,94,90
58,189,1,59,2,328,34,28,20
59,189,1,60,2,330,27,27,20
60,189,1,61,3,333,35,30,30
61,189,1,62,5,338,45,45,50
62,189,1,63,9,347,91,91,90
63,189,1,64,4,351,33,33,40
64,189,1,65,9,360,92,77,90
65,189,1,66,3,363,46,46,30
66,189,1,67,3,366,28,28,30
67,189,1,68,3,369,41,41,30
68,189,1,69,7,376,78,78,70
69,189,1,70,2,378,33,32,20
70,189,1,71,9,387,80,80,90
71,189,1,72,8,395,89,89,80
72,189,1,73,9,404,92,81,90
73,189,1,74,4,408,59,59,40
74,189,1,75,7,415,64,64,70
75,189,1,76,4,419,42,37,40
76,189,1,77,9,428,94,94,90
77,189,1,78,2,430,24,24,20
78,189,1,79,2,432,20,18,20
79,189,1,80,4,436,39,33,40
80,189,1,81,2,438,20,20,20
81,189,1,82,3,441,31,28,30
82,189,1,83,8,449,69,63,80
83,189,1,84,3,452,29,29,30
84,189,1,85,5,457,46,46,50
85,189,1,86,2,459,24,24,20
86,189,1,87,9,468,75,75,90
87,189,1,88,5,473,49,49,50
88,189,1,89,3,476,27,27,30
89,189,1,90,3,479,30,25,30
90,189,1,91,5,484,61,55,50
91,189,1,92,4,488,43,43,40
92,189,1,93,4,492,36,29,40
93,189,1,94,6,498,56,50,60
94,189,1,95,3,501,38,38,30
95,189,1,96,9,510,101,88,90
96,189,1,97,9,519,106,106,90
97,189,1,98,3,522,27,27,30
98,189,1,99,3,525,35,35,30
99,189,1,100,3,528,30,30,30
100,189,1,101,9,537,96,82,90
101,189,1,102,6,543,84,84,60
102,189,1,103,4,547,39,39,40
103,189,1,104,2,549,19,19,20
104,189,1,105,9,558,87,87,90
105,189,1,106,8,566,75,75,80
106,189,1,107,7,573,79,71,70
107,189,1,108,8,581,77,77,80
108,189,1,109,9,590,89,79,90
109,189,1,110,6,596,77,73,60
110,189,1,111,9,605,96,84,90
111,189,1,112,6,611,69,59,60
112,189,1,113,7,618,80,75,70
113,189,1,114,8,626,73,73,80
114,189,1,115,3,629,34,34,30
115,189,1,116,9,638,94,94,90
116,189,1,117,5,643,50,50,50
117,189,1,118,6,649,56,56,60
118,189,1,119,6,655,66,66,60
119,189,1,120,4,659,48,48,40
120,189,1,121,3,662,40,40,30
121,189,1,122,3,665,33,33,30
122,189,1,123,6,671,63,63,60
123,189,1,124,4,675,45,45,40
124,189,1,125,5,680,50,50,50
125,189,1,126,2,682,20,20,20
126,189,1,127,7,689,69,64,70
127,189,1,128,5,694,51,47,50
128,189,1,129,4,698,35,33,40
129,189,1,130,8,706,83,83,80
130,189,1,131,2,708,32,25,20
131,189,1,132,7,715,75,67,70
132,189,1,133,2,717,27,20,20
133,189,1,134,5,722,47,43,50
134,189,1,135,6,728,48,48,60
135,189,1,136,4,732,34,29,40
136,189,1,137,5,737,62,62,50
