,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,167,1,1,2,2,15,10,20
1,167,1,2,8,10,83,57,80
2,167,1,3,3,13,54,39,30
3,167,1,4,5,18,68,40,50
4,167,1,5,2,20,46,31,20
5,167,1,6,8,28,99,99,80
6,167,1,7,2,30,23,16,20
7,167,1,8,7,37,83,83,70
8,167,1,9,3,40,34,34,30
9,167,1,10,6,46,65,47,60
10,167,1,11,4,50,54,54,40
11,167,1,12,7,57,74,56,70
12,167,1,13,6,63,67,50,60
13,167,1,14,9,72,111,111,90
14,167,1,15,8,80,80,55,80
15,167,1,16,7,87,69,69,70
16,167,1,17,2,89,14,14,20
17,167,1,18,2,91,13,13,20
18,167,1,19,3,94,34,25,30
19,167,1,20,2,96,29,20,20
20,167,1,21,9,105,84,84,90
21,167,1,22,9,114,96,96,90
22,167,1,23,6,120,64,49,60
23,167,1,24,2,122,32,25,20
24,167,1,25,7,129,63,51,70
25,167,1,26,8,137,88,88,80
26,167,1,27,8,145,76,53,80
27,167,1,28,2,147,46,34,20
28,167,1,29,2,149,32,23,20
29,167,1,30,8,157,95,64,80
30,167,1,31,6,163,97,97,60
31,167,1,32,2,165,20,13,20
32,167,1,33,3,168,29,22,30
33,167,1,34,7,175,78,54,70
34,167,1,35,7,182,77,57,70
35,167,1,36,4,186,62,47,40
36,167,1,37,5,191,71,52,50
37,167,1,38,7,198,80,46,70
38,167,1,39,3,201,62,62,30
39,167,1,40,7,208,75,61,70
40,167,1,41,4,212,59,46,40
41,167,1,42,8,220,82,58,80
42,167,1,43,7,227,94,94,70
43,167,1,44,2,229,16,16,20
44,167,1,45,5,234,49,39,50
45,167,1,46,7,241,74,59,70
46,167,1,47,2,243,35,29,20
47,167,1,48,9,252,111,80,90
48,167,1,49,7,259,89,89,70
49,167,1,50,8,267,82,60,80
50,167,1,51,3,270,55,42,30
51,167,1,52,8,278,84,84,80
52,167,1,53,5,283,40,40,50
53,167,1,54,8,291,87,64,80
54,167,1,55,8,299,102,79,80
55,167,1,56,3,302,55,40,30
56,167,1,57,8,310,87,63,80
57,167,1,58,8,318,116,86,80
58,167,1,59,2,320,56,39,20
59,167,1,60,6,326,87,87,60
60,167,1,61,9,335,89,68,90
61,167,1,62,3,338,41,31,30
62,167,1,63,3,341,40,40,30
63,167,1,64,4,345,40,36,40
64,167,1,65,2,347,27,27,20
65,167,1,66,4,351,36,36,40
66,167,1,67,6,357,58,45,60
67,167,1,68,8,365,97,68,80
68,167,1,69,6,371,101,72,60
69,167,1,70,4,375,74,74,40
70,167,1,71,3,378,28,28,30
71,167,1,72,3,381,24,15,30
72,167,1,73,3,384,41,25,30
73,167,1,74,8,392,102,102,80
74,167,1,75,9,401,101,101,90
75,167,1,76,5,406,51,36,50
76,167,1,77,4,410,52,33,40
77,167,1,78,4,414,54,39,40
78,167,1,79,5,419,75,52,50
79,167,1,80,8,427,106,75,80
80,167,1,81,2,429,48,35,20
81,167,1,82,5,434,62,62,50
82,167,1,83,5,439,41,41,50
83,167,1,84,3,442,41,28,30
84,167,1,85,4,446,57,46,40
85,167,1,86,5,451,67,47,50
86,167,1,87,4,455,74,51,40
87,167,1,88,2,457,45,45,20
88,167,1,89,5,462,55,55,50
89,167,1,90,9,471,80,56,90
90,167,1,91,5,476,72,72,50
91,167,1,92,8,484,78,78,80
92,167,1,93,4,488,44,33,40
93,167,1,94,4,492,52,52,40
94,167,1,95,4,496,44,44,40
95,167,1,96,2,498,29,24,20
96,167,1,97,6,504,67,67,60
97,167,1,98,8,512,81,81,80
98,167,1,99,5,517,43,32,50
99,167,1,100,9,526,118,93,90
100,167,1,101,2,528,47,37,20
101,167,1,102,7,535,83,83,70
102,167,1,103,4,539,43,29,40
103,167,1,104,6,545,73,51,60
104,167,1,105,9,554,111,111,90
105,167,1,106,7,561,66,66,70
106,167,1,107,3,564,26,19,30
107,167,1,108,7,571,71,55,70
108,167,1,109,8,579,102,74,80
109,167,1,110,5,584,82,82,50
110,167,1,111,9,593,86,86,90
111,167,1,112,9,602,91,62,90
112,167,1,113,4,606,61,45,40
113,167,1,114,2,608,46,46,20
114,167,1,115,4,612,40,40,40
115,167,1,116,9,621,96,72,90
116,167,1,117,2,623,47,34,20
117,167,1,118,9,632,97,97,90
118,167,1,119,5,637,68,48,50
119,167,1,120,2,639,42,42,20
120,167,1,121,5,644,55,47,50
121,167,1,122,7,651,76,58,70
122,167,1,123,5,656,64,46,50
123,167,1,124,8,664,90,90,80
124,167,1,125,6,670,52,37,60
125,167,1,126,7,677,81,64,70
126,167,1,127,8,685,97,76,80
127,167,1,128,6,691,77,58,60
128,167,1,129,8,699,91,65,80
129,167,1,130,8,707,102,74,80
130,167,1,131,4,711,63,42,40
131,167,1,132,5,716,67,50,50
132,167,1,133,4,720,52,40,40
133,167,1,134,8,728,97,67,80
134,167,1,135,6,734,98,79,60
135,167,1,136,3,737,45,32,30
136,167,1,137,2,739,38,24,20
137,167,1,138,8,747,85,85,80
138,167,1,139,3,750,39,31,30
139,167,1,140,2,752,28,20,20
140,167,1,141,3,755,33,26,30
141,167,1,142,2,757,27,19,20
142,167,1,143,4,761,53,38,40
143,167,1,144,5,766,72,56,50
144,167,1,145,7,773,96,96,70
145,167,1,146,2,775,21,15,20
146,167,1,147,4,779,54,54,40
147,167,1,148,8,787,93,62,80
148,167,1,149,7,794,108,80,70
149,167,1,150,2,796,50,50,20
150,167,1,151,7,803,79,79,70
151,167,1,152,2,805,18,18,20
152,167,1,153,6,811,48,28,60
153,167,1,154,7,818,91,91,70
154,167,1,155,6,824,69,56,60
155,167,1,156,2,826,32,32,20
156,167,1,157,5,831,64,51,50
157,167,1,158,3,834,37,23,30
158,167,1,159,8,842,87,63,80
159,167,1,160,7,849,96,73,70
160,167,1,161,6,855,70,60,60
161,167,1,162,4,859,48,48,40
162,167,1,163,9,868,103,103,90
163,167,1,164,3,871,34,34,30
164,167,1,165,8,879,79,79,80
165,167,1,166,2,881,20,20,20
166,167,1,167,2,883,21,16,20
167,167,1,168,7,890,65,65,70
168,167,1,169,9,899,94,94,90
169,167,1,170,8,907,71,49,80
170,167,1,171,2,909,44,44,20
171,167,1,172,9,918,94,71,90
172,167,1,173,8,926,95,95,80
173,167,1,174,3,929,33,33,30
174,167,1,175,4,933,43,33,40
175,167,1,176,6,939,78,55,60
176,167,1,177,6,945,94,68,60
177,167,1,178,3,948,63,45,30
178,167,1,179,6,954,81,81,60
179,167,1,180,2,956,17,13,20
180,167,1,181,3,959,31,31,30
181,167,1,182,3,962,33,23,30
182,167,1,183,9,971,106,106,90
