,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,189,1,1,2,2,0,20
1,189,1,2,6,8,5,60
2,189,1,3,5,13,0,50
3,189,1,4,4,17,0,40
4,189,1,5,9,26,8,90
5,189,1,6,9,35,0,90
6,189,1,7,6,41,6,60
7,189,1,8,3,44,1,30
8,189,1,9,3,47,0,30
9,189,1,10,5,52,0,50
10,189,1,11,8,60,0,80
11,189,1,12,4,64,0,40
12,189,1,13,2,66,0,20
13,189,1,14,3,69,13,30
14,189,1,15,3,72,0,30
15,189,1,16,6,78,2,60
16,189,1,17,7,85,4,70
17,189,1,18,5,90,4,50
18,189,1,19,2,92,0,20
19,189,1,20,8,100,6,80
20,189,1,21,8,108,0,80
21,189,1,22,6,114,9,60
22,189,1,23,7,121,4,70
23,189,1,24,8,129,0,80
24,189,1,25,9,138,6,90
25,189,1,26,4,142,0,40
26,189,1,27,4,146,0,40
27,189,1,28,2,148,0,20
28,189,1,29,7,155,0,70
29,189,1,30,2,157,9,20
30,189,1,31,8,165,0,80
31,189,1,32,4,169,0,40
32,189,1,33,2,171,0,20
33,189,1,34,8,179,0,80
34,189,1,35,3,182,0,30
35,189,1,36,9,191,23,90
36,189,1,37,8,199,9,80
37,189,1,38,7,206,2,70
38,189,1,39,6,212,0,60
39,189,1,40,8,220,0,80
40,189,1,41,6,226,0,60
41,189,1,42,7,233,15,70
42,189,1,43,4,237,0,40
43,189,1,44,3,240,1,30
44,189,1,45,6,246,0,60
45,189,1,46,4,250,5,40
46,189,1,47,4,254,0,40
47,189,1,48,9,263,7,90
48,189,1,49,4,267,2,40
49,189,1,50,8,275,0,80
50,189,1,51,5,280,11,50
51,189,1,52,6,286,3,60
52,189,1,53,8,294,0,80
53,189,1,54,9,303,11,90
54,189,1,55,7,310,0,70
55,189,1,56,4,314,0,40
56,189,1,57,7,321,4,70
57,189,1,58,5,326,0,50
58,189,1,59,6,332,9,60
59,189,1,60,7,339,0,70
60,189,1,61,7,346,7,70
61,189,1,62,5,351,4,50
62,189,1,63,4,355,0,40
63,189,1,64,9,364,9,90
64,189,1,65,3,367,1,30
65,189,1,66,2,369,0,20
66,189,1,67,7,376,1,70
67,189,1,68,9,385,0,90
68,189,1,69,3,388,9,30
69,189,1,70,7,395,4,70
70,189,1,71,4,399,2,40
71,189,1,72,9,408,5,90
72,189,1,73,6,414,2,60
73,189,1,74,9,423,0,90
74,189,1,75,7,430,6,70
75,189,1,76,9,439,6,90
76,189,1,77,2,441,0,20
77,189,1,78,4,445,0,40
78,189,1,79,6,451,3,60
79,189,1,80,2,453,1,20
80,189,1,81,5,458,0,50
81,189,1,82,9,467,4,90
82,189,1,83,6,473,0,60
83,189,1,84,9,482,0,90
84,189,1,85,4,486,0,40
85,189,1,86,7,493,0,70
86,189,1,87,6,499,10,60
87,189,1,88,5,504,0,50
88,189,1,89,4,508,0,40
89,189,1,90,9,517,10,90
90,189,1,91,9,526,6,90
91,189,1,92,6,532,3,60
92,189,1,93,4,536,0,40
93,189,1,94,9,545,3,90
94,189,1,95,6,551,0,60
95,189,1,96,2,553,3,20
96,189,1,97,4,557,0,40
97,189,1,98,4,561,0,40
98,189,1,99,9,570,0,90
99,189,1,100,3,573,13,30
100,189,1,101,8,581,0,80
101,189,1,102,6,587,11,60
102,189,1,103,9,596,5,90
103,189,1,104,2,598,1,20
104,189,1,105,9,607,0,90
105,189,1,106,8,615,0,80
106,189,1,107,5,620,7,50
107,189,1,108,6,626,0,60
108,189,1,109,8,634,4,80
109,189,1,110,6,640,5,60
110,189,1,111,7,647,3,70
111,189,1,112,8,655,0,80
112,189,1,113,2,657,6,20
113,189,1,114,3,660,1,30
114,189,1,115,8,668,7,80
115,189,1,116,6,674,0,60
116,189,1,117,3,677,5,30
117,189,1,118,2,679,0,20
118,189,1,119,8,687,7,80
119,189,1,120,2,689,2,20
120,189,1,121,9,698,6,90
121,189,1,122,7,705,3,70
122,189,1,123,2,707,0,20
123,189,1,124,8,715,5,80
124,189,1,125,8,723,0,80
125,189,1,126,9,732,7,90
126,189,1,127,4,736,2,40
127,189,1,128,6,742,0,60
128,189,1,129,2,744,7,20
129,189,1,130,8,752,0,80
130,189,1,131,5,757,0,50
131,189,1,132,3,760,0,30
132,189,1,133,8,768,4,80
133,189,1,134,2,770,2,20
134,189,1,135,3,773,3,30
135,189,1,136,4,777,0,40
