,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,320,1,1,6,6,0,60
1,320,1,2,5,11,0,50
2,320,1,3,2,13,0,20
3,320,1,4,2,15,0,20
4,320,1,5,2,17,3,20
5,320,1,6,4,21,0,40
6,320,1,7,8,29,0,80
7,320,1,8,6,35,0,60
8,320,1,9,3,38,0,30
9,320,1,10,3,41,0,30
10,320,1,11,2,43,0,20
11,320,1,12,7,50,0,70
12,320,1,13,5,55,0,50
13,320,1,14,8,63,0,80
14,320,1,15,7,70,0,70
15,320,1,16,4,74,22,40
16,320,1,17,7,81,0,70
17,320,1,18,9,90,0,90
18,320,1,19,4,94,0,40
19,320,1,20,5,99,0,50
20,320,1,21,2,101,0,20
21,320,1,22,7,108,0,70
22,320,1,23,2,110,0,20
23,320,1,24,2,112,0,20
24,320,1,25,5,117,0,50
25,320,1,26,8,125,0,80
26,320,1,27,4,129,0,40
27,320,1,28,8,137,40,80
28,320,1,29,8,145,0,80
29,320,1,30,9,154,10,90
30,320,1,31,4,158,0,40
31,320,1,32,8,166,0,80
32,320,1,33,4,170,0,40
33,320,1,34,3,173,0,30
34,320,1,35,5,178,0,50
35,320,1,36,6,184,0,60
36,320,1,37,4,188,0,40
37,320,1,38,4,192,0,40
38,320,1,39,6,198,0,60
39,320,1,40,4,202,0,40
40,320,1,41,3,205,0,30
41,320,1,42,4,209,24,40
42,320,1,43,7,216,0,70
43,320,1,44,3,219,0,30
44,320,1,45,8,227,0,80
45,320,1,46,8,235,12,80
46,320,1,47,8,243,0,80
47,320,1,48,7,250,0,70
48,320,1,49,4,254,0,40
49,320,1,50,7,261,0,70
50,320,1,51,5,266,0,50
51,320,1,52,5,271,0,50
52,320,1,53,8,279,0,80
53,320,1,54,4,283,0,40
54,320,1,55,6,289,0,60
55,320,1,56,4,293,27,40
56,320,1,57,3,296,0,30
57,320,1,58,7,303,9,70
58,320,1,59,7,310,0,70
59,320,1,60,9,319,0,90
60,320,1,61,7,326,0,70
61,320,1,62,2,328,0,20
62,320,1,63,7,335,0,70
63,320,1,64,5,340,0,50
64,320,1,65,3,343,0,30
65,320,1,66,4,347,0,40
66,320,1,67,4,351,0,40
67,320,1,68,3,354,0,30
68,320,1,69,2,356,29,20
69,320,1,70,3,359,1,30
70,320,1,71,8,367,0,80
71,320,1,72,6,373,0,60
72,320,1,73,3,376,0,30
73,320,1,74,4,380,0,40
74,320,1,75,4,384,0,40
