,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,149,1,1,5,5,2,50
1,149,1,2,6,11,0,60
2,149,1,3,7,18,0,70
3,149,1,4,9,27,0,90
4,149,1,5,9,36,0,90
5,149,1,6,5,41,15,50
6,149,1,7,9,50,0,90
7,149,1,8,3,53,2,30
8,149,1,9,5,58,6,50
9,149,1,10,6,64,0,60
10,149,1,11,5,69,0,50
11,149,1,12,4,73,7,40
12,149,1,13,9,82,1,90
13,149,1,14,7,89,5,70
14,149,1,15,7,96,5,70
15,149,1,16,6,102,3,60
16,149,1,17,5,107,3,50
17,149,1,18,2,109,4,20
18,149,1,19,7,116,5,70
19,149,1,20,2,118,0,20
20,149,1,21,6,124,7,60
21,149,1,22,7,131,0,70
22,149,1,23,9,140,7,90
23,149,1,24,4,144,1,40
24,149,1,25,6,150,2,60
25,149,1,26,4,154,1,40
26,149,1,27,7,161,0,70
27,149,1,28,7,168,7,70
28,149,1,29,3,171,2,30
29,149,1,30,9,180,0,90
30,149,1,31,6,186,5,60
31,149,1,32,8,194,5,80
32,149,1,33,3,197,1,30
33,149,1,34,8,205,0,80
34,149,1,35,2,207,5,20
35,149,1,36,3,210,0,30
36,149,1,37,9,219,6,90
37,149,1,38,7,226,3,70
38,149,1,39,9,235,0,90
39,149,1,40,4,239,0,40
40,149,1,41,6,245,0,60
41,149,1,42,4,249,0,40
42,149,1,43,8,257,10,80
43,149,1,44,2,259,2,20
44,149,1,45,9,268,0,90
45,149,1,46,3,271,0,30
46,149,1,47,3,274,5,30
47,149,1,48,7,281,4,70
48,149,1,49,9,290,0,90
49,149,1,50,7,297,4,70
50,149,1,51,3,300,0,30
51,149,1,52,9,309,0,90
52,149,1,53,5,314,10,50
53,149,1,54,5,319,2,50
54,149,1,55,8,327,0,80
55,149,1,56,3,330,0,30
56,149,1,57,4,334,11,40
57,149,1,58,2,336,0,20
58,149,1,59,3,339,0,30
59,149,1,60,3,342,1,30
60,149,1,61,3,345,0,30
61,149,1,62,2,347,0,20
62,149,1,63,8,355,3,80
63,149,1,64,4,359,3,40
64,149,1,65,4,363,4,40
65,149,1,66,4,367,0,40
66,149,1,67,4,371,5,40
67,149,1,68,5,376,3,50
68,149,1,69,4,380,2,40
69,149,1,70,2,382,2,20
70,149,1,71,5,387,4,50
71,149,1,72,6,393,0,60
72,149,1,73,9,402,9,90
73,149,1,74,4,406,0,40
74,149,1,75,6,412,0,60
