,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,214,1,1,7,7,0,70
1,214,1,2,9,16,0,90
2,214,1,3,2,18,9,20
3,214,1,4,8,26,7,80
4,214,1,5,7,33,5,70
5,214,1,6,2,35,0,20
6,214,1,7,8,43,5,80
7,214,1,8,5,48,0,50
8,214,1,9,5,53,0,50
9,214,1,10,9,62,0,90
10,214,1,11,5,67,0,50
11,214,1,12,3,70,0,30
12,214,1,13,5,75,19,50
13,214,1,14,8,83,3,80
14,214,1,15,9,92,5,90
15,214,1,16,7,99,1,70
16,214,1,17,2,101,0,20
17,214,1,18,3,104,0,30
18,214,1,19,6,110,6,60
19,214,1,20,2,112,0,20
20,214,1,21,9,121,0,90
21,214,1,22,7,128,4,70
22,214,1,23,4,132,0,40
23,214,1,24,2,134,5,20
24,214,1,25,5,139,0,50
25,214,1,26,8,147,2,80
26,214,1,27,4,151,0,40
27,214,1,28,6,157,9,60
28,214,1,29,3,160,0,30
29,214,1,30,3,163,0,30
30,214,1,31,4,167,10,40
31,214,1,32,3,170,0,30
32,214,1,33,6,176,4,60
33,214,1,34,8,184,4,80
34,214,1,35,3,187,0,30
35,214,1,36,9,196,3,90
36,214,1,37,4,200,0,40
37,214,1,38,5,205,0,50
38,214,1,39,9,214,0,90
39,214,1,40,3,217,13,30
40,214,1,41,4,221,0,40
41,214,1,42,7,228,0,70
42,214,1,43,8,236,0,80
43,214,1,44,2,238,0,20
44,214,1,45,8,246,0,80
45,214,1,46,2,248,0,20
46,214,1,47,8,256,17,80
47,214,1,48,5,261,4,50
48,214,1,49,8,269,0,80
49,214,1,50,9,278,10,90
50,214,1,51,9,287,0,90
51,214,1,52,3,290,0,30
52,214,1,53,6,296,0,60
53,214,1,54,6,302,0,60
54,214,1,55,5,307,10,50
55,214,1,56,4,311,0,40
56,214,1,57,8,319,0,80
57,214,1,58,8,327,0,80
58,214,1,59,7,334,14,70
59,214,1,60,2,336,0,20
60,214,1,61,4,340,0,40
61,214,1,62,7,347,0,70
62,214,1,63,4,351,0,40
63,214,1,64,8,359,0,80
64,214,1,65,7,366,0,70
65,214,1,66,7,373,0,70
66,214,1,67,8,381,22,80
67,214,1,68,6,387,1,60
68,214,1,69,2,389,0,20
69,214,1,70,9,398,3,90
70,214,1,71,8,406,0,80
71,214,1,72,9,415,0,90
72,214,1,73,9,424,9,90
73,214,1,74,8,432,0,80
74,214,1,75,5,437,4,50
75,214,1,76,6,443,1,60
76,214,1,77,2,445,2,20
77,214,1,78,3,448,2,30
78,214,1,79,5,453,0,50
79,214,1,80,7,460,0,70
80,214,1,81,9,469,0,90
81,214,1,82,2,471,0,20
82,214,1,83,3,474,22,30
83,214,1,84,4,478,1,40
84,214,1,85,6,484,0,60
85,214,1,86,7,491,6,70
86,214,1,87,7,498,0,70
87,214,1,88,8,506,0,80
88,214,1,89,5,511,7,50
89,214,1,90,3,514,2,30
90,214,1,91,7,521,3,70
91,214,1,92,5,526,0,50
92,214,1,93,3,529,0,30
93,214,1,94,3,532,0,30
94,214,1,95,4,536,8,40
95,214,1,96,2,538,0,20
96,214,1,97,6,544,4,60
97,214,1,98,7,551,0,70
98,214,1,99,8,559,0,80
99,214,1,100,7,566,11,70
100,214,1,101,6,572,0,60
101,214,1,102,8,580,0,80
102,214,1,103,6,586,0,60
103,214,1,104,6,592,0,60
104,214,1,105,9,601,21,90
105,214,1,106,9,610,6,90
106,214,1,107,4,614,0,40
107,214,1,108,2,616,0,20
108,214,1,109,3,619,0,30
109,214,1,110,3,622,0,30
110,214,1,111,7,629,0,70
111,214,1,112,5,634,9,50
