,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,136,1,1,7,7,8,70
1,136,1,2,9,16,4,90
2,136,1,3,9,25,0,90
3,136,1,4,2,27,5,20
4,136,1,5,3,30,0,30
5,136,1,6,7,37,3,70
6,136,1,7,6,43,0,60
7,136,1,8,9,52,6,90
8,136,1,9,8,60,5,80
9,136,1,10,9,69,3,90
10,136,1,11,2,71,0,20
11,136,1,12,5,76,0,50
12,136,1,13,6,82,0,60
13,136,1,14,9,91,12,90
14,136,1,15,2,93,0,20
15,136,1,16,9,102,12,90
16,136,1,17,4,106,0,40
17,136,1,18,8,114,9,80
18,136,1,19,2,116,0,20
19,136,1,20,7,123,3,70
20,136,1,21,7,130,2,70
21,136,1,22,3,133,0,30
22,136,1,23,7,140,5,70
23,136,1,24,9,149,6,90
24,136,1,25,3,152,0,30
25,136,1,26,2,154,0,20
26,136,1,27,6,160,0,60
27,136,1,28,2,162,0,20
28,136,1,29,8,170,0,80
29,136,1,30,8,178,8,80
30,136,1,31,4,182,0,40
31,136,1,32,8,190,0,80
32,136,1,33,4,194,0,40
33,136,1,34,9,203,8,90
34,136,1,35,8,211,4,80
35,136,1,36,7,218,0,70
36,136,1,37,8,226,5,80
37,136,1,38,8,234,7,80
38,136,1,39,2,236,3,20
39,136,1,40,6,242,1,60
40,136,1,41,3,245,2,30
41,136,1,42,8,253,0,80
42,136,1,43,2,255,9,20
43,136,1,44,5,260,2,50
44,136,1,45,3,263,0,30
45,136,1,46,2,265,0,20
46,136,1,47,5,270,0,50
47,136,1,48,6,276,2,60
48,136,1,49,7,283,1,70
49,136,1,50,8,291,0,80
50,136,1,51,8,299,8,80
51,136,1,52,7,306,2,70
52,136,1,53,2,308,0,20
53,136,1,54,6,314,4,60
54,136,1,55,2,316,1,20
55,136,1,56,3,319,1,30
56,136,1,57,3,322,1,30
57,136,1,58,3,325,2,30
58,136,1,59,3,328,1,30
59,136,1,60,8,336,3,80
60,136,1,61,3,339,0,30
61,136,1,62,6,345,9,60
62,136,1,63,4,349,0,40
63,136,1,64,4,353,4,40
64,136,1,65,5,358,1,50
65,136,1,66,4,362,0,40
66,136,1,67,9,371,0,90
67,136,1,68,5,376,0,50
68,136,1,69,5,381,15,50
69,136,1,70,5,386,1,50
70,136,1,71,5,391,5,50
71,136,1,72,9,400,0,90
72,136,1,73,9,409,10,90
73,136,1,74,7,416,0,70
74,136,1,75,4,420,0,40
75,136,1,76,4,424,7,40
76,136,1,77,5,429,3,50
77,136,1,78,2,431,1,20
78,136,1,79,9,440,4,90
79,136,1,80,3,443,0,30
80,136,1,81,8,451,0,80
81,136,1,82,6,457,8,60
82,136,1,83,4,461,3,40
83,136,1,84,3,464,2,30
84,136,1,85,8,472,0,80
85,136,1,86,2,474,3,20
86,136,1,87,7,481,3,70
87,136,1,88,5,486,0,50
88,136,1,89,4,490,2,40
89,136,1,90,4,494,0,40
90,136,1,91,9,503,0,90
91,136,1,92,9,512,10,90
92,136,1,93,9,521,11,90
93,136,1,94,8,529,2,80
94,136,1,95,7,536,0,70
95,136,1,96,6,542,0,60
96,136,1,97,8,550,0,80
97,136,1,98,9,559,0,90
98,136,1,99,8,567,0,80
99,136,1,100,7,574,0,70
100,136,1,101,9,583,34,90
101,136,1,102,7,590,0,70
102,136,1,103,2,592,2,20
103,136,1,104,5,597,3,50
104,136,1,105,7,604,4,70
105,136,1,106,7,611,0,70
106,136,1,107,7,618,3,70
107,136,1,108,5,623,0,50
108,136,1,109,4,627,0,40
109,136,1,110,2,629,0,20
110,136,1,111,3,632,0,30
111,136,1,112,8,640,0,80
112,136,1,113,4,644,0,40
113,136,1,114,9,653,19,90
114,136,1,115,3,656,2,30
115,136,1,116,8,664,0,80
116,136,1,117,2,666,0,20
117,136,1,118,7,673,0,70
118,136,1,119,9,682,16,90
119,136,1,120,6,688,1,60
120,136,1,121,3,691,3,30
121,136,1,122,9,700,5,90
122,136,1,123,3,703,0,30
123,136,1,124,6,709,0,60
124,136,1,125,3,712,7,30
125,136,1,126,7,719,4,70
126,136,1,127,9,728,0,90
127,136,1,128,3,731,0,30
128,136,1,129,9,740,0,90
129,136,1,130,9,749,0,90
130,136,1,131,7,756,0,70
131,136,1,132,5,761,0,50
132,136,1,133,2,763,0,20
133,136,1,134,9,772,34,90
134,136,1,135,9,781,4,90
135,136,1,136,3,784,3,30
136,136,1,137,9,793,6,90
137,136,1,138,5,798,3,50
138,136,1,139,9,807,0,90
139,136,1,140,8,815,7,80
140,136,1,141,7,822,4,70
141,136,1,142,6,828,0,60
142,136,1,143,3,831,4,30
143,136,1,144,6,837,3,60
144,136,1,145,9,846,4,90
145,136,1,146,4,850,0,40
146,136,1,147,8,858,0,80
147,136,1,148,7,865,7,70
148,136,1,149,3,868,0,30
149,136,1,150,6,874,7,60
150,136,1,151,9,883,4,90
151,136,1,152,3,886,2,30
152,136,1,153,8,894,2,80
153,136,1,154,2,896,1,20
154,136,1,155,3,899,1,30
155,136,1,156,3,902,1,30
156,136,1,157,4,906,3,40
157,136,1,158,4,910,2,40
158,136,1,159,4,914,5,40
159,136,1,160,4,918,5,40
160,136,1,161,5,923,0,50
161,136,1,162,4,927,2,40
162,136,1,163,4,931,4,40
163,136,1,164,6,937,3,60
164,136,1,165,6,943,0,60
165,136,1,166,8,951,8,80
166,136,1,167,8,959,0,80
167,136,1,168,3,962,3,30
168,136,1,169,9,971,0,90
169,136,1,170,2,973,0,20
170,136,1,171,2,975,0,20
171,136,1,172,7,982,0,70
172,136,1,173,6,988,13,60
173,136,1,174,4,992,1,40
174,136,1,175,9,1001,0,90
175,136,1,176,3,1004,6,30
