,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,37,1,1,3,3,0,30
1,37,1,2,4,7,2,40
2,37,1,3,7,14,2,70
3,37,1,4,4,18,0,40
4,37,1,5,3,21,6,30
5,37,1,6,8,29,7,80
6,37,1,7,7,36,3,70
7,37,1,8,2,38,1,20
8,37,1,9,5,43,1,50
9,37,1,10,7,50,3,70
10,37,1,11,8,58,5,80
11,37,1,12,8,66,3,80
12,37,1,13,5,71,0,50
13,37,1,14,9,80,3,90
14,37,1,15,9,89,3,90
15,37,1,16,6,95,6,60
16,37,1,17,3,98,2,30
17,37,1,18,4,102,0,40
18,37,1,19,6,108,0,60
19,37,1,20,3,111,4,30
20,37,1,21,7,118,2,70
21,37,1,22,7,125,3,70
22,37,1,23,2,127,1,20
23,37,1,24,3,130,2,30
24,37,1,25,9,139,6,90
25,37,1,26,5,144,3,50
26,37,1,27,8,152,2,80
27,37,1,28,2,154,2,20
28,37,1,29,8,162,0,80
29,37,1,30,8,170,6,80
30,37,1,31,8,178,2,80
31,37,1,32,8,186,2,80
32,37,1,33,3,189,1,30
33,37,1,34,5,194,2,50
34,37,1,35,4,198,4,40
35,37,1,36,9,207,5,90
36,37,1,37,7,214,4,70
37,37,1,38,8,222,4,80
38,37,1,39,3,225,0,30
39,37,1,40,4,229,0,40
40,37,1,41,6,235,5,60
41,37,1,42,8,243,3,80
42,37,1,43,3,246,1,30
43,37,1,44,6,252,3,60
44,37,1,45,4,256,0,40
45,37,1,46,6,262,5,60
46,37,1,47,7,269,0,70
47,37,1,48,8,277,6,80
48,37,1,49,7,284,5,70
49,37,1,50,3,287,2,30
50,37,1,51,6,293,1,60
51,37,1,52,6,299,2,60
52,37,1,53,6,305,2,60
53,37,1,54,2,307,1,20
54,37,1,55,9,316,3,90
55,37,1,56,4,320,3,40
56,37,1,57,4,324,2,40
57,37,1,58,4,328,3,40
58,37,1,59,8,336,5,80
59,37,1,60,5,341,2,50
60,37,1,61,9,350,6,90
61,37,1,62,9,359,1,90
62,37,1,63,5,364,4,50
63,37,1,64,2,366,1,20
64,37,1,65,7,373,0,70
65,37,1,66,6,379,7,60
66,37,1,67,6,385,3,60
67,37,1,68,5,390,1,50
68,37,1,69,7,397,5,70
69,37,1,70,4,401,1,40
70,37,1,71,3,404,0,30
71,37,1,72,4,408,0,40
72,37,1,73,4,412,3,40
73,37,1,74,7,419,4,70
74,37,1,75,5,424,3,50
75,37,1,76,4,428,1,40
76,37,1,77,5,433,4,50
77,37,1,78,8,441,0,80
78,37,1,79,7,448,0,70
79,37,1,80,7,455,7,70
80,37,1,81,3,458,1,30
81,37,1,82,6,464,3,60
82,37,1,83,4,468,0,40
83,37,1,84,8,476,4,80
84,37,1,85,7,483,2,70
85,37,1,86,5,488,4,50
86,37,1,87,9,497,5,90
