,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,110,1,1,2,2,19,20
1,110,1,2,6,8,0,60
2,110,1,3,9,17,134,90
3,110,1,4,7,24,71,70
4,110,1,5,6,30,0,60
5,110,1,6,9,39,164,90
6,110,1,7,3,42,0,30
7,110,1,8,2,44,51,20
8,110,1,9,9,53,105,90
9,110,1,10,9,62,97,90
10,110,1,11,8,70,77,80
11,110,1,12,4,74,44,40
12,110,1,13,5,79,42,50
13,110,1,14,6,85,55,60
14,110,1,15,5,90,52,50
15,110,1,16,9,99,101,90
16,110,1,17,4,103,41,40
17,110,1,18,9,112,95,90
18,110,1,19,3,115,40,30
19,110,1,20,5,120,0,50
20,110,1,21,3,123,77,30
21,110,1,22,3,126,0,30
22,110,1,23,5,131,0,50
23,110,1,24,4,135,0,40
24,110,1,25,2,137,128,20
25,110,1,26,8,145,67,80
26,110,1,27,2,147,21,20
27,110,1,28,8,155,77,80
28,110,1,29,4,159,51,40
29,110,1,30,8,167,81,80
30,110,1,31,6,173,58,60
31,110,1,32,7,180,0,70
32,110,1,33,5,185,0,50
33,110,1,34,3,188,147,30
34,110,1,35,2,190,16,20
35,110,1,36,3,193,31,30
36,110,1,37,9,202,86,90
37,110,1,38,3,205,26,30
38,110,1,39,5,210,52,50
39,110,1,40,8,218,0,80
40,110,1,41,7,225,158,70
41,110,1,42,2,227,20,20
42,110,1,43,3,230,0,30
43,110,1,44,5,235,76,50
44,110,1,45,3,238,0,30
45,110,1,46,8,246,110,80
46,110,1,47,9,255,87,90
47,110,1,48,4,259,0,40
48,110,1,49,6,265,93,60
49,110,1,50,4,269,0,40
50,110,1,51,9,278,141,90
51,110,1,52,6,284,0,60
52,110,1,53,7,291,0,70
53,110,1,54,4,295,0,40
54,110,1,55,4,299,200,40
55,110,1,56,2,301,0,20
56,110,1,57,3,304,0,30
57,110,1,58,5,309,0,50
58,110,1,59,2,311,109,20
59,110,1,60,7,318,0,70
60,110,1,61,9,327,150,90
61,110,1,62,4,331,37,40
62,110,1,63,8,339,72,80
63,110,1,64,4,343,36,40
64,110,1,65,3,346,0,30
65,110,1,66,6,352,0,60
66,110,1,67,5,357,129,50
67,110,1,68,3,360,35,30
68,110,1,69,6,366,60,60
69,110,1,70,7,373,64,70
70,110,1,71,3,376,42,30
71,110,1,72,9,385,0,90
72,110,1,73,6,391,163,60
73,110,1,74,7,398,64,70
74,110,1,75,2,400,31,20
75,110,1,76,8,408,0,80
76,110,1,77,9,417,179,90
77,110,1,78,8,425,84,80
78,110,1,79,5,430,44,50
79,110,1,80,7,437,72,70
80,110,1,81,9,446,86,90
81,110,1,82,4,450,46,40
82,110,1,83,7,457,75,70
83,110,1,84,9,466,101,90
84,110,1,85,8,474,74,80
85,110,1,86,9,483,0,90
86,110,1,87,3,486,130,30
87,110,1,88,7,493,70,70
88,110,1,89,6,499,62,60
89,110,1,90,8,507,65,80
90,110,1,91,7,514,76,70
91,110,1,92,3,517,36,30
92,110,1,93,5,522,0,50
93,110,1,94,9,531,150,90
94,110,1,95,7,538,0,70
95,110,1,96,6,544,0,60
96,110,1,97,4,548,184,40
97,110,1,98,8,556,0,80
98,110,1,99,8,564,163,80
99,110,1,100,5,569,64,50
100,110,1,101,8,577,85,80
101,110,1,102,8,585,83,80
102,110,1,103,6,591,68,60
103,110,1,104,9,600,80,90
104,110,1,105,9,609,91,90
105,110,1,106,6,615,53,60
106,110,1,107,2,617,22,20
107,110,1,108,3,620,23,30
108,110,1,109,7,627,71,70
109,110,1,110,5,632,61,50
110,110,1,111,3,635,36,30
111,110,1,112,5,640,55,50
112,110,1,113,2,642,21,20
113,110,1,114,7,649,66,70
114,110,1,115,7,656,67,70
115,110,1,116,2,658,19,20
116,110,1,117,8,666,68,80
117,110,1,118,5,671,44,50
118,110,1,119,7,678,0,70
119,110,1,120,6,684,129,60
120,110,1,121,5,689,44,50
121,110,1,122,9,698,102,90
122,110,1,123,7,705,0,70
123,110,1,124,7,712,120,70
124,110,1,125,4,716,45,40
125,110,1,126,2,718,0,20
126,110,1,127,7,725,76,70
127,110,1,128,6,731,52,60
128,110,1,129,5,736,59,50
129,110,1,130,2,738,21,20
130,110,1,131,3,741,31,30
131,110,1,132,8,749,81,80
132,110,1,133,2,751,18,20
133,110,1,134,8,759,0,80
134,110,1,135,3,762,118,30
135,110,1,136,6,768,64,60
136,110,1,137,4,772,44,40
137,110,1,138,6,778,61,60
138,110,1,139,8,786,79,80
139,110,1,140,8,794,0,80
140,110,1,141,9,803,173,90
141,110,1,142,6,809,0,60
142,110,1,143,6,815,112,60
143,110,1,144,2,817,0,20
144,110,1,145,7,824,112,70
145,110,1,146,8,832,83,80
146,110,1,147,2,834,22,20
147,110,1,148,6,840,0,60
148,110,1,149,5,845,110,50
149,110,1,150,8,853,81,80
150,110,1,151,3,856,25,30
151,110,1,152,6,862,0,60
152,110,1,153,2,864,87,20
153,110,1,154,8,872,0,80
154,110,1,155,5,877,113,50
155,110,1,156,2,879,0,20
156,110,1,157,5,884,72,50
157,110,1,158,7,891,73,70
158,110,1,159,5,896,45,50
159,110,1,160,5,901,51,50
160,110,1,161,4,905,0,40
161,110,1,162,4,909,82,40
162,110,1,163,7,916,84,70
163,110,1,164,7,923,75,70
164,110,1,165,9,932,82,90
165,110,1,166,4,936,0,40
166,110,1,167,3,939,78,30
167,110,1,168,8,947,104,80
168,110,1,169,8,955,80,80
169,110,1,170,3,958,19,30
170,110,1,171,7,965,82,70
171,110,1,172,6,971,64,60
172,110,1,173,9,980,74,90
173,110,1,174,7,987,85,70
174,110,1,175,6,993,57,60
175,110,1,176,5,998,0,50
176,110,1,177,4,1002,84,40
177,110,1,178,8,1010,85,80
178,110,1,179,8,1018,78,80
179,110,1,180,3,1021,0,30
180,110,1,181,9,1030,0,90
181,110,1,182,7,1037,0,70
182,110,1,183,8,1045,260,80
183,110,1,184,9,1054,0,90
184,110,1,185,5,1059,140,50
185,110,1,186,9,1068,0,90
186,110,1,187,8,1076,179,80
187,110,1,188,3,1079,29,30
188,110,1,189,6,1085,0,60
189,110,1,190,4,1089,125,40
190,110,1,191,3,1092,25,30
191,110,1,192,3,1095,32,30
192,110,1,193,7,1102,68,70
193,110,1,194,6,1108,63,60
194,110,1,195,5,1113,46,50
195,110,1,196,7,1120,0,70
196,110,1,197,5,1125,132,50
197,110,1,198,4,1129,41,40
198,110,1,199,4,1133,50,40
199,110,1,200,8,1141,76,80
200,110,1,201,3,1144,34,30
201,110,1,202,2,1146,18,20
202,110,1,203,4,1150,42,40
203,110,1,204,2,1152,26,20
204,110,1,205,4,1156,0,40
205,110,1,206,5,1161,94,50
206,110,1,207,3,1164,34,30
207,110,1,208,9,1173,87,90
208,110,1,209,6,1179,0,60
209,110,1,210,4,1183,0,40
210,110,1,211,6,1189,0,60
211,110,1,212,9,1198,244,90
212,110,1,213,2,1200,35,20
213,110,1,214,5,1205,48,50
214,110,1,215,3,1208,0,30
215,110,1,216,4,1212,0,40
216,110,1,217,2,1214,86,20
217,110,1,218,2,1216,23,20
218,110,1,219,4,1220,31,40
219,110,1,220,2,1222,0,20
220,110,1,221,2,1224,36,20
221,110,1,222,5,1229,48,50
222,110,1,223,9,1238,97,90
223,110,1,224,5,1243,51,50
224,110,1,225,8,1251,93,80
225,110,1,226,8,1259,78,80
226,110,1,227,3,1262,27,30
227,110,1,228,5,1267,0,50
228,110,1,229,7,1274,104,70
229,110,1,230,8,1282,0,80
230,110,1,231,2,1284,104,20
231,110,1,232,2,1286,16,20
232,110,1,233,7,1293,72,70
233,110,1,234,7,1300,77,70
234,110,1,235,9,1309,103,90
235,110,1,236,9,1318,105,90
236,110,1,237,2,1320,15,20
