,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,220,1,1,6,6,62,60
1,220,1,2,6,12,0,60
2,220,1,3,6,18,112,60
3,220,1,4,9,27,91,90
4,220,1,5,6,33,43,60
5,220,1,6,9,42,93,90
6,220,1,7,4,46,31,40
7,220,1,8,6,52,0,60
8,220,1,9,6,58,96,60
9,220,1,10,9,67,0,90
10,220,1,11,8,75,178,80
11,220,1,12,5,80,67,50
12,220,1,13,3,83,35,30
13,220,1,14,3,86,0,30
14,220,1,15,2,88,47,20
15,220,1,16,8,96,0,80
16,220,1,17,6,102,0,60
17,220,1,18,3,105,0,30
18,220,1,19,7,112,0,70
19,220,1,20,5,117,311,50
20,220,1,21,9,126,0,90
21,220,1,22,8,134,175,80
22,220,1,23,9,143,0,90
23,220,1,24,8,151,0,80
24,220,1,25,6,157,0,60
25,220,1,26,4,161,0,40
26,220,1,27,3,164,280,30
27,220,1,28,6,170,0,60
28,220,1,29,5,175,119,50
29,220,1,30,8,183,68,80
30,220,1,31,7,190,66,70
31,220,1,32,3,193,0,30
32,220,1,33,8,201,122,80
33,220,1,34,9,210,0,90
34,220,1,35,7,217,0,70
35,220,1,36,7,224,259,70
36,220,1,37,8,232,73,80
37,220,1,38,4,236,0,40
38,220,1,39,9,245,118,90
39,220,1,40,9,254,100,90
40,220,1,41,5,259,0,50
41,220,1,42,3,262,0,30
42,220,1,43,9,271,0,90
43,220,1,44,6,277,237,60
44,220,1,45,4,281,0,40
45,220,1,46,2,283,0,20
46,220,1,47,4,287,80,40
47,220,1,48,6,293,0,60
48,220,1,49,9,302,131,90
49,220,1,50,2,304,23,20
50,220,1,51,7,311,71,70
51,220,1,52,6,317,0,60
52,220,1,53,2,319,0,20
53,220,1,54,7,326,0,70
54,220,1,55,9,335,242,90
55,220,1,56,3,338,0,30
56,220,1,57,4,342,65,40
57,220,1,58,3,345,0,30
58,220,1,59,4,349,72,40
59,220,1,60,6,355,0,60
60,220,1,61,3,358,0,30
61,220,1,62,9,367,0,90
62,220,1,63,8,375,247,80
63,220,1,64,4,379,0,40
64,220,1,65,8,387,100,80
65,220,1,66,5,392,53,50
66,220,1,67,7,399,0,70
67,220,1,68,5,404,123,50
68,220,1,69,8,412,94,80
69,220,1,70,3,415,0,30
70,220,1,71,6,421,84,60
71,220,1,72,9,430,92,90
72,220,1,73,4,434,40,40
73,220,1,74,3,437,0,30
74,220,1,75,2,439,0,20
75,220,1,76,3,442,74,30
76,220,1,77,6,448,0,60
77,220,1,78,9,457,0,90
78,220,1,79,6,463,0,60
79,220,1,80,7,470,0,70
80,220,1,81,2,472,0,20
81,220,1,82,4,476,0,40
82,220,1,83,4,480,0,40
83,220,1,84,9,489,460,90
84,220,1,85,2,491,0,20
85,220,1,86,9,500,101,90
86,220,1,87,5,505,0,50
87,220,1,88,6,511,0,60
88,220,1,89,6,517,0,60
89,220,1,90,9,526,263,90
90,220,1,91,4,530,0,40
91,220,1,92,6,536,112,60
92,220,1,93,5,541,59,50
93,220,1,94,7,548,79,70
94,220,1,95,9,557,85,90
95,220,1,96,4,561,0,40
96,220,1,97,9,570,0,90
97,220,1,98,6,576,206,60
98,220,1,99,9,585,102,90
99,220,1,100,2,587,0,20
100,220,1,101,9,596,119,90
101,220,1,102,4,600,0,40
102,220,1,103,4,604,77,40
103,220,1,104,3,607,0,30
104,220,1,105,3,610,49,30
105,220,1,106,7,617,0,70
106,220,1,107,4,621,0,40
107,220,1,108,2,623,128,20
108,220,1,109,6,629,0,60
109,220,1,110,5,634,0,50
110,220,1,111,3,637,0,30
111,220,1,112,6,643,192,60
112,220,1,113,9,652,0,90
113,220,1,114,9,661,179,90
114,220,1,115,3,664,0,30
115,220,1,116,6,670,0,60
116,220,1,117,2,672,110,20
117,220,1,118,2,674,25,20
118,220,1,119,6,680,0,60
119,220,1,120,6,686,138,60
120,220,1,121,9,695,88,90
121,220,1,122,3,698,0,30
122,220,1,123,7,705,0,70
123,220,1,124,3,708,134,30
124,220,1,125,7,715,63,70
125,220,1,126,7,722,0,70
126,220,1,127,4,726,120,40
127,220,1,128,4,730,0,40
128,220,1,129,3,733,0,30
129,220,1,130,6,739,0,60
130,220,1,131,3,742,0,30
131,220,1,132,2,744,0,20
132,220,1,133,7,751,259,70
133,220,1,134,5,756,45,50
134,220,1,135,8,764,80,80
135,220,1,136,8,772,78,80
136,220,1,137,4,776,0,40
137,220,1,138,4,780,0,40
138,220,1,139,8,788,0,80
139,220,1,140,7,795,240,70
140,220,1,141,7,802,83,70
141,220,1,142,3,805,30,30
142,220,1,143,6,811,0,60
143,220,1,144,4,815,99,40
144,220,1,145,2,817,0,20
145,220,1,146,8,825,0,80
146,220,1,147,3,828,0,30
