,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,186,1,1,9,9,0,90
1,186,1,2,2,11,0,20
2,186,1,3,2,13,121,20
3,186,1,4,7,20,68,70
4,186,1,5,3,23,0,30
5,186,1,6,4,27,0,40
6,186,1,7,4,31,134,40
7,186,1,8,4,35,45,40
8,186,1,9,3,38,0,30
9,186,1,10,6,44,97,60
10,186,1,11,7,51,0,70
11,186,1,12,8,59,0,80
12,186,1,13,3,62,0,30
13,186,1,14,2,64,222,20
14,186,1,15,9,73,0,90
15,186,1,16,3,76,0,30
16,186,1,17,5,81,0,50
17,186,1,18,2,83,0,20
18,186,1,19,5,88,228,50
19,186,1,20,5,93,0,50
20,186,1,21,4,97,0,40
21,186,1,22,4,101,133,40
22,186,1,23,3,104,0,30
23,186,1,24,6,110,0,60
24,186,1,25,2,112,129,20
25,186,1,26,3,115,20,30
26,186,1,27,7,122,0,70
27,186,1,28,7,129,0,70
28,186,1,29,9,138,0,90
29,186,1,30,8,146,0,80
30,186,1,31,6,152,0,60
31,186,1,32,3,155,389,30
32,186,1,33,3,158,0,30
33,186,1,34,7,165,0,70
34,186,1,35,8,173,0,80
35,186,1,36,4,177,0,40
36,186,1,37,4,181,262,40
37,186,1,38,7,188,0,70
38,186,1,39,9,197,0,90
39,186,1,40,9,206,256,90
40,186,1,41,6,212,54,60
41,186,1,42,7,219,0,70
42,186,1,43,9,228,0,90
43,186,1,44,6,234,0,60
44,186,1,45,4,238,0,40
45,186,1,46,4,242,0,40
46,186,1,47,9,251,400,90
47,186,1,48,6,257,0,60
48,186,1,49,6,263,0,60
49,186,1,50,5,268,151,50
50,186,1,51,6,274,69,60
51,186,1,52,7,281,0,70
52,186,1,53,5,286,123,50
53,186,1,54,5,291,0,50
54,186,1,55,6,297,105,60
55,186,1,56,3,300,35,30
56,186,1,57,2,302,18,20
57,186,1,58,5,307,0,50
58,186,1,59,8,315,0,80
59,186,1,60,2,317,0,20
60,186,1,61,6,323,0,60
61,186,1,62,5,328,253,50
62,186,1,63,6,334,0,60
63,186,1,64,7,341,130,70
64,186,1,65,7,348,59,70
65,186,1,66,3,351,31,30
66,186,1,67,5,356,53,50
67,186,1,68,3,359,23,30
68,186,1,69,3,362,0,30
69,186,1,70,7,369,0,70
70,186,1,71,4,373,0,40
71,186,1,72,4,377,158,40
72,186,1,73,2,379,20,20
73,186,1,74,5,384,0,50
74,186,1,75,7,391,0,70
75,186,1,76,6,397,174,60
76,186,1,77,3,400,0,30
77,186,1,78,6,406,97,60
78,186,1,79,6,412,0,60
79,186,1,80,5,417,110,50
80,186,1,81,4,421,43,40
81,186,1,82,7,428,0,70
82,186,1,83,5,433,0,50
83,186,1,84,9,442,0,90
84,186,1,85,4,446,251,40
85,186,1,86,4,450,0,40
86,186,1,87,3,453,65,30
87,186,1,88,5,458,0,50
88,186,1,89,3,461,95,30
89,186,1,90,3,464,29,30
90,186,1,91,7,471,82,70
91,186,1,92,6,477,0,60
92,186,1,93,6,483,0,60
93,186,1,94,6,489,179,60
94,186,1,95,5,494,46,50
95,186,1,96,8,502,0,80
96,186,1,97,8,510,0,80
97,186,1,98,4,514,0,40
98,186,1,99,5,519,257,50
99,186,1,100,3,522,0,30
100,186,1,101,3,525,0,30
101,186,1,102,7,532,0,70
102,186,1,103,5,537,0,50
103,186,1,104,4,541,0,40
104,186,1,105,5,546,0,50
105,186,1,106,3,549,0,30
106,186,1,107,7,556,377,70
107,186,1,108,2,558,0,20
108,186,1,109,8,566,94,80
109,186,1,110,8,574,84,80
110,186,1,111,2,576,13,20
111,186,1,112,6,582,64,60
112,186,1,113,5,587,0,50
113,186,1,114,2,589,82,20
114,186,1,115,6,595,61,60
115,186,1,116,3,598,28,30
116,186,1,117,6,604,69,60
117,186,1,118,7,611,0,70
118,186,1,119,9,620,146,90
119,186,1,120,4,624,0,40
120,186,1,121,9,633,0,90
121,186,1,122,7,640,203,70
122,186,1,123,5,645,54,50
123,186,1,124,2,647,0,20
124,186,1,125,9,656,103,90
125,186,1,126,3,659,0,30
126,186,1,127,9,668,0,90
127,186,1,128,7,675,175,70
128,186,1,129,9,684,0,90
129,186,1,130,3,687,0,30
130,186,1,131,7,694,181,70
131,186,1,132,3,697,27,30
132,186,1,133,6,703,0,60
133,186,1,134,9,712,149,90
134,186,1,135,2,714,19,20
135,186,1,136,5,719,67,50
136,186,1,137,3,722,0,30
137,186,1,138,5,727,0,50
138,186,1,139,8,735,176,80
139,186,1,140,3,738,39,30
140,186,1,141,9,747,0,90
141,186,1,142,5,752,0,50
142,186,1,143,4,756,194,40
143,186,1,144,2,758,0,20
144,186,1,145,6,764,78,60
145,186,1,146,9,773,0,90
146,186,1,147,7,780,0,70
147,186,1,148,4,784,0,40
148,186,1,149,5,789,254,50
149,186,1,150,9,798,66,90
150,186,1,151,8,806,0,80
151,186,1,152,4,810,144,40
152,186,1,153,4,814,41,40
153,186,1,154,9,823,0,90
154,186,1,155,7,830,158,70
155,186,1,156,3,833,0,30
156,186,1,157,7,840,89,70
157,186,1,158,7,847,64,70
158,186,1,159,4,851,0,40
159,186,1,160,4,855,76,40
160,186,1,161,6,861,69,60
161,186,1,162,4,865,0,40
162,186,1,163,8,873,103,80
163,186,1,164,3,876,0,30
164,186,1,165,6,882,0,60
165,186,1,166,3,885,0,30
166,186,1,167,2,887,125,20
167,186,1,168,4,891,0,40
168,186,1,169,3,894,0,30
169,186,1,170,7,901,0,70
170,186,1,171,4,905,0,40
171,186,1,172,7,912,280,70
172,186,1,173,4,916,39,40
173,186,1,174,5,921,0,50
174,186,1,175,3,924,0,30
175,186,1,176,7,931,159,70
176,186,1,177,6,937,61,60
177,186,1,178,8,945,0,80
178,186,1,179,5,950,133,50
179,186,1,180,4,954,44,40
180,186,1,181,7,961,65,70
181,186,1,182,2,963,0,20
182,186,1,183,3,966,0,30
183,186,1,184,9,975,151,90
184,186,1,185,8,983,0,80
185,186,1,186,3,986,0,30
186,186,1,187,2,988,0,20
187,186,1,188,2,990,0,20
188,186,1,189,7,997,0,70
189,186,1,190,2,999,244,20
190,186,1,191,4,1003,0,40
191,186,1,192,2,1005,0,20
192,186,1,193,9,1014,154,90
193,186,1,194,4,1018,49,40
194,186,1,195,5,1023,0,50
195,186,1,196,2,1025,63,20
196,186,1,197,7,1032,66,70
197,186,1,198,6,1038,0,60
198,186,1,199,5,1043,101,50
199,186,1,200,4,1047,0,40
200,186,1,201,6,1053,0,60
201,186,1,202,9,1062,0,90
202,186,1,203,8,1070,257,80
203,186,1,204,9,1079,84,90
204,186,1,205,7,1086,0,70
205,186,1,206,7,1093,0,70
206,186,1,207,4,1097,0,40
207,186,1,208,5,1102,228,50
208,186,1,209,7,1109,82,70
209,186,1,210,6,1115,0,60
210,186,1,211,3,1118,99,30
211,186,1,212,7,1125,0,70
212,186,1,213,9,1134,166,90
213,186,1,214,5,1139,47,50
214,186,1,215,5,1144,0,50
215,186,1,216,9,1153,158,90
216,186,1,217,9,1162,73,90
217,186,1,218,9,1171,0,90
218,186,1,219,2,1173,132,20
219,186,1,220,5,1178,44,50
