,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,123,1,1,5,5,1,50
1,123,1,2,9,14,1,90
2,123,1,3,9,23,5,90
3,123,1,4,3,26,6,30
4,123,1,5,7,33,1,70
5,123,1,6,2,35,2,20
6,123,1,7,9,44,6,90
7,123,1,8,7,51,2,70
8,123,1,9,6,57,4,60
9,123,1,10,7,64,9,70
10,123,1,11,8,72,5,80
11,123,1,12,9,81,6,90
12,123,1,13,4,85,1,40
13,123,1,14,8,93,0,80
14,123,1,15,7,100,3,70
15,123,1,16,7,107,5,70
16,123,1,17,4,111,3,40
17,123,1,18,4,115,2,40
18,123,1,19,8,123,1,80
19,123,1,20,4,127,1,40
20,123,1,21,3,130,5,30
21,123,1,22,2,132,3,20
22,123,1,23,9,141,3,90
23,123,1,24,8,149,2,80
24,123,1,25,2,151,1,20
25,123,1,26,6,157,1,60
26,123,1,27,5,162,5,50
27,123,1,28,9,171,5,90
28,123,1,29,7,178,2,70
29,123,1,30,6,184,1,60
30,123,1,31,9,193,3,90
31,123,1,32,4,197,1,40
32,123,1,33,3,200,6,30
33,123,1,34,7,207,1,70
34,123,1,35,2,209,1,20
35,123,1,36,7,216,3,70
36,123,1,37,6,222,5,60
37,123,1,38,3,225,1,30
38,123,1,39,7,232,1,70
39,123,1,40,9,241,1,90
40,123,1,41,4,245,4,40
41,123,1,42,3,248,1,30
42,123,1,43,6,254,3,60
43,123,1,44,8,262,1,80
44,123,1,45,7,269,1,70
45,123,1,46,9,278,11,90
46,123,1,47,5,283,6,50
47,123,1,48,8,291,6,80
48,123,1,49,2,293,3,20
49,123,1,50,6,299,2,60
50,123,1,51,2,301,4,20
51,123,1,52,3,304,1,30
52,123,1,53,9,313,2,90
53,123,1,54,6,319,1,60
54,123,1,55,6,325,1,60
55,123,1,56,3,328,1,30
56,123,1,57,7,335,2,70
57,123,1,58,5,340,1,50
58,123,1,59,8,348,6,80
59,123,1,60,7,355,3,70
60,123,1,61,7,362,4,70
61,123,1,62,8,370,2,80
62,123,1,63,2,372,1,20
63,123,1,64,5,377,4,50
64,123,1,65,3,380,1,30
65,123,1,66,3,383,5,30
66,123,1,67,3,386,5,30
67,123,1,68,4,390,0,40
68,123,1,69,7,397,1,70
69,123,1,70,2,399,2,20
70,123,1,71,2,401,1,20
71,123,1,72,9,410,1,90
72,123,1,73,6,416,4,60
73,123,1,74,3,419,4,30
74,123,1,75,5,424,1,50
75,123,1,76,2,426,1,20
76,123,1,77,9,435,1,90
77,123,1,78,4,439,6,40
78,123,1,79,7,446,1,70
79,123,1,80,8,454,3,80
80,123,1,81,2,456,4,20
81,123,1,82,5,461,1,50
82,123,1,83,7,468,1,70
83,123,1,84,9,477,1,90
84,123,1,85,8,485,1,80
85,123,1,86,4,489,6,40
86,123,1,87,9,498,10,90
87,123,1,88,2,500,4,20
88,123,1,89,5,505,2,50
89,123,1,90,3,508,1,30
90,123,1,91,6,514,4,60
91,123,1,92,9,523,1,90
92,123,1,93,9,532,1,90
93,123,1,94,8,540,4,80
94,123,1,95,2,542,1,20
95,123,1,96,3,545,1,30
96,123,1,97,5,550,5,50
97,123,1,98,2,552,7,20
98,123,1,99,6,558,1,60
99,123,1,100,3,561,1,30
100,123,1,101,4,565,5,40
101,123,1,102,4,569,1,40
102,123,1,103,3,572,1,30
103,123,1,104,7,579,1,70
104,123,1,105,6,585,1,60
105,123,1,106,9,594,2,90
106,123,1,107,7,601,4,70
107,123,1,108,6,607,1,60
108,123,1,109,6,613,3,60
109,123,1,110,7,620,2,70
110,123,1,111,3,623,2,30
111,123,1,112,3,626,1,30
112,123,1,113,9,635,3,90
113,123,1,114,5,640,5,50
114,123,1,115,6,646,4,60
115,123,1,116,7,653,1,70
116,123,1,117,5,658,2,50
117,123,1,118,9,667,3,90
118,123,1,119,7,674,3,70
119,123,1,120,3,677,2,30
120,123,1,121,5,682,2,50
121,123,1,122,9,691,1,90
122,123,1,123,2,693,1,20
123,123,1,124,2,695,1,20
124,123,1,125,7,702,1,70
125,123,1,126,4,706,1,40
126,123,1,127,6,712,9,60
127,123,1,128,3,715,1,30
128,123,1,129,3,718,4,30
129,123,1,130,4,722,2,40
130,123,1,131,2,724,0,20
131,123,1,132,3,727,4,30
132,123,1,133,2,729,1,20
133,123,1,134,8,737,1,80
134,123,1,135,8,745,1,80
135,123,1,136,5,750,5,50
136,123,1,137,5,755,2,50
137,123,1,138,3,758,2,30
138,123,1,139,8,766,3,80
139,123,1,140,6,772,2,60
140,123,1,141,2,774,1,20
141,123,1,142,7,781,1,70
142,123,1,143,7,788,1,70
143,123,1,144,9,797,5,90
144,123,1,145,3,800,2,30
145,123,1,146,2,802,1,20
146,123,1,147,7,809,4,70
147,123,1,148,6,815,1,60
148,123,1,149,3,818,1,30
149,123,1,150,6,824,1,60
150,123,1,151,2,826,3,20
151,123,1,152,6,832,1,60
152,123,1,153,6,838,1,60
153,123,1,154,9,847,4,90
154,123,1,155,4,851,1,40
155,123,1,156,6,857,4,60
156,123,1,157,3,860,2,30
157,123,1,158,5,865,1,50
158,123,1,159,7,872,1,70
159,123,1,160,2,874,2,20
160,123,1,161,2,876,1,20
161,123,1,162,2,878,1,20
162,123,1,163,9,887,3,90
163,123,1,164,7,894,2,70
164,123,1,165,3,897,2,30
165,123,1,166,3,900,3,30
166,123,1,167,6,906,5,60
167,123,1,168,3,909,1,30
