,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,221,1,1,9,9,1,90
1,221,1,2,7,16,4,70
2,221,1,3,6,22,1,60
3,221,1,4,2,24,1,20
4,221,1,5,3,27,5,30
5,221,1,6,3,30,4,30
6,221,1,7,9,39,1,90
7,221,1,8,4,43,1,40
8,221,1,9,5,48,1,50
9,221,1,10,8,56,1,80
10,221,1,11,9,65,1,90
11,221,1,12,6,71,1,60
12,221,1,13,8,79,1,80
13,221,1,14,3,82,12,30
14,221,1,15,6,88,1,60
15,221,1,16,2,90,1,20
16,221,1,17,6,96,1,60
17,221,1,18,5,101,1,50
18,221,1,19,7,108,9,70
19,221,1,20,7,115,1,70
20,221,1,21,4,119,1,40
21,221,1,22,6,125,5,60
22,221,1,23,7,132,1,70
23,221,1,24,2,134,7,20
24,221,1,25,3,137,3,30
25,221,1,26,9,146,1,90
26,221,1,27,4,150,3,40
27,221,1,28,8,158,1,80
28,221,1,29,2,160,5,20
29,221,1,30,7,167,1,70
30,221,1,31,2,169,3,20
31,221,1,32,8,177,1,80
32,221,1,33,4,181,1,40
33,221,1,34,7,188,2,70
34,221,1,35,3,191,1,30
35,221,1,36,6,197,1,60
36,221,1,37,2,199,1,20
37,221,1,38,2,201,1,20
38,221,1,39,9,210,1,90
39,221,1,40,9,219,8,90
40,221,1,41,4,223,1,40
41,221,1,42,6,229,1,60
42,221,1,43,8,237,5,80
43,221,1,44,4,241,8,40
44,221,1,45,5,246,1,50
45,221,1,46,3,249,1,30
46,221,1,47,3,252,1,30
47,221,1,48,7,259,1,70
48,221,1,49,2,261,1,20
49,221,1,50,3,264,1,30
50,221,1,51,9,273,2,90
51,221,1,52,2,275,1,20
52,221,1,53,4,279,1,40
53,221,1,54,8,287,8,80
54,221,1,55,7,294,5,70
55,221,1,56,3,297,4,30
56,221,1,57,4,301,1,40
57,221,1,58,7,308,1,70
58,221,1,59,7,315,1,70
59,221,1,60,6,321,1,60
60,221,1,61,2,323,1,20
61,221,1,62,3,326,1,30
62,221,1,63,2,328,1,20
63,221,1,64,5,333,1,50
64,221,1,65,9,342,1,90
65,221,1,66,5,347,1,50
66,221,1,67,9,356,20,90
67,221,1,68,3,359,4,30
68,221,1,69,5,364,1,50
69,221,1,70,7,371,3,70
70,221,1,71,5,376,1,50
71,221,1,72,9,385,1,90
72,221,1,73,8,393,1,80
73,221,1,74,5,398,1,50
74,221,1,75,9,407,20,90
75,221,1,76,3,410,1,30
76,221,1,77,8,418,11,80
77,221,1,78,4,422,1,40
78,221,1,79,7,429,1,70
79,221,1,80,6,435,9,60
80,221,1,81,4,439,5,40
81,221,1,82,5,444,0,50
