,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,290,1,1,6,6,0,60
1,290,1,2,9,15,1,90
2,290,1,3,8,23,1,80
3,290,1,4,7,30,1,70
4,290,1,5,8,38,6,80
5,290,1,6,5,43,1,50
6,290,1,7,9,52,1,90
7,290,1,8,6,58,7,60
8,290,1,9,8,66,1,80
9,290,1,10,2,68,1,20
10,290,1,11,8,76,1,80
11,290,1,12,3,79,1,30
12,290,1,13,5,84,7,50
13,290,1,14,9,93,1,90
14,290,1,15,4,97,4,40
15,290,1,16,3,100,1,30
16,290,1,17,8,108,1,80
17,290,1,18,6,114,1,60
18,290,1,19,4,118,4,40
19,290,1,20,7,125,5,70
20,290,1,21,8,133,1,80
21,290,1,22,5,138,1,50
22,290,1,23,8,146,1,80
23,290,1,24,2,148,1,20
24,290,1,25,2,150,1,20
25,290,1,26,8,158,1,80
26,290,1,27,3,161,1,30
27,290,1,28,3,164,1,30
28,290,1,29,5,169,1,50
29,290,1,30,6,175,8,60
30,290,1,31,4,179,1,40
31,290,1,32,3,182,1,30
32,290,1,33,4,186,1,40
33,290,1,34,9,195,1,90
34,290,1,35,6,201,8,60
35,290,1,36,6,207,6,60
36,290,1,37,7,214,1,70
37,290,1,38,4,218,5,40
38,290,1,39,3,221,1,30
39,290,1,40,4,225,1,40
40,290,1,41,9,234,1,90
41,290,1,42,9,243,6,90
42,290,1,43,3,246,1,30
43,290,1,44,3,249,1,30
44,290,1,45,8,257,1,80
45,290,1,46,5,262,1,50
46,290,1,47,5,267,1,50
47,290,1,48,6,273,1,60
48,290,1,49,3,276,13,30
49,290,1,50,6,282,1,60
50,290,1,51,6,288,1,60
51,290,1,52,9,297,1,90
52,290,1,53,3,300,1,30
53,290,1,54,6,306,1,60
54,290,1,55,5,311,1,50
55,290,1,56,3,314,1,30
56,290,1,57,9,323,1,90
57,290,1,58,4,327,1,40
58,290,1,59,4,331,1,40
59,290,1,60,4,335,13,40
60,290,1,61,9,344,1,90
61,290,1,62,9,353,18,90
62,290,1,63,9,362,1,90
63,290,1,64,7,369,5,70
64,290,1,65,6,375,9,60
65,290,1,66,8,383,1,80
66,290,1,67,2,385,1,20
67,290,1,68,2,387,1,20
68,290,1,69,7,394,1,70
69,290,1,70,6,400,1,60
70,290,1,71,2,402,4,20
71,290,1,72,6,408,1,60
72,290,1,73,7,415,1,70
73,290,1,74,3,418,7,30
74,290,1,75,8,426,1,80
75,290,1,76,7,433,1,70
76,290,1,77,6,439,3,60
77,290,1,78,4,443,1,40
78,290,1,79,7,450,1,70
79,290,1,80,4,454,1,40
80,290,1,81,6,460,1,60
81,290,1,82,7,467,1,70
82,290,1,83,5,472,1,50
83,290,1,84,9,481,1,90
84,290,1,85,8,489,1,80
85,290,1,86,8,497,1,80
86,290,1,87,5,502,15,50
87,290,1,88,8,510,1,80
88,290,1,89,7,517,1,70
89,290,1,90,8,525,1,80
90,290,1,91,6,531,1,60
91,290,1,92,6,537,1,60
92,290,1,93,4,541,1,40
93,290,1,94,2,543,1,20
94,290,1,95,5,548,15,50
95,290,1,96,5,553,1,50
96,290,1,97,4,557,1,40
97,290,1,98,8,565,1,80
98,290,1,99,3,568,1,30
99,290,1,100,8,576,1,80
100,290,1,101,4,580,1,40
101,290,1,102,7,587,14,70
102,290,1,103,5,592,1,50
103,290,1,104,6,598,1,60
104,290,1,105,6,604,1,60
105,290,1,106,4,608,1,40
106,290,1,107,4,612,1,40
107,290,1,108,6,618,1,60
108,290,1,109,3,621,1,30
109,290,1,110,5,626,1,50
110,290,1,111,8,634,1,80
111,290,1,112,5,639,1,50
112,290,1,113,5,644,1,50
113,290,1,114,7,651,1,70
114,290,1,115,2,653,1,20
115,290,1,116,8,661,1,80
116,290,1,117,3,664,16,30
117,290,1,118,5,669,1,50
118,290,1,119,9,678,1,90
119,290,1,120,2,680,15,20
120,290,1,121,4,684,12,40
121,290,1,122,4,688,6,40
122,290,1,123,8,696,13,80
123,290,1,124,5,701,1,50
124,290,1,125,2,703,13,20
125,290,1,126,3,706,11,30
126,290,1,127,8,714,4,80
127,290,1,128,8,722,1,80
128,290,1,129,8,730,1,80
129,290,1,130,2,732,1,20
130,290,1,131,8,740,1,80
131,290,1,132,4,744,1,40
132,290,1,133,7,751,1,70
133,290,1,134,7,758,1,70
134,290,1,135,4,762,1,40
135,290,1,136,2,764,5,20
136,290,1,137,3,767,1,30
137,290,1,138,6,773,1,60
138,290,1,139,4,777,14,40
139,290,1,140,6,783,1,60
140,290,1,141,9,792,1,90
141,290,1,142,5,797,1,50
142,290,1,143,7,804,10,70
143,290,1,144,5,809,1,50
144,290,1,145,2,811,1,20
145,290,1,146,5,816,1,50
146,290,1,147,2,818,1,20
147,290,1,148,2,820,1,20
148,290,1,149,4,824,1,40
149,290,1,150,6,830,0,60
150,290,1,151,5,835,1,50
151,290,1,152,3,838,1,30
152,290,1,153,3,841,1,30
153,290,1,154,6,847,1,60
154,290,1,155,8,855,1,80
155,290,1,156,8,863,11,80
156,290,1,157,6,869,1,60
157,290,1,158,2,871,1,20
158,290,1,159,2,873,1,20
159,290,1,160,2,875,1,20
160,290,1,161,9,884,1,90
161,290,1,162,6,890,1,60
162,290,1,163,4,894,1,40
163,290,1,164,8,902,1,80
164,290,1,165,3,905,1,30
165,290,1,166,4,909,1,40
166,290,1,167,6,915,1,60
167,290,1,168,3,918,1,30
168,290,1,169,2,920,1,20
169,290,1,170,5,925,12,50
170,290,1,171,2,927,1,20
171,290,1,172,3,930,1,30
172,290,1,173,8,938,1,80
173,290,1,174,4,942,7,40
174,290,1,175,7,949,1,70
175,290,1,176,2,951,7,20
176,290,1,177,8,959,10,80
177,290,1,178,2,961,1,20
178,290,1,179,8,969,1,80
179,290,1,180,9,978,1,90
180,290,1,181,3,981,1,30
181,290,1,182,8,989,1,80
182,290,1,183,3,992,1,30
183,290,1,184,5,997,1,50
184,290,1,185,4,1001,1,40
185,290,1,186,8,1009,1,80
186,290,1,187,3,1012,11,30
187,290,1,188,7,1019,1,70
188,290,1,189,7,1026,1,70
189,290,1,190,6,1032,1,60
190,290,1,191,6,1038,1,60
191,290,1,192,6,1044,1,60
192,290,1,193,4,1048,1,40
193,290,1,194,5,1053,1,50
194,290,1,195,7,1060,1,70
195,290,1,196,8,1068,1,80
196,290,1,197,8,1076,1,80
197,290,1,198,7,1083,1,70
198,290,1,199,5,1088,1,50
199,290,1,200,7,1095,1,70
200,290,1,201,6,1101,1,60
201,290,1,202,6,1107,1,60
202,290,1,203,5,1112,17,50
203,290,1,204,8,1120,1,80
204,290,1,205,9,1129,12,90
205,290,1,206,7,1136,1,70
206,290,1,207,5,1141,1,50
207,290,1,208,9,1150,1,90
208,290,1,209,4,1154,1,40
209,290,1,210,4,1158,13,40
210,290,1,211,2,1160,1,20
211,290,1,212,5,1165,9,50
212,290,1,213,4,1169,1,40
213,290,1,214,3,1172,1,30
214,290,1,215,8,1180,1,80
215,290,1,216,2,1182,6,20
216,290,1,217,5,1187,1,50
217,290,1,218,3,1190,4,30
218,290,1,219,2,1192,1,20
219,290,1,220,2,1194,1,20
220,290,1,221,3,1197,1,30
221,290,1,222,3,1200,1,30
222,290,1,223,3,1203,1,30
223,290,1,224,2,1205,1,20
224,290,1,225,7,1212,4,70
225,290,1,226,2,1214,1,20
226,290,1,227,5,1219,1,50
227,290,1,228,4,1223,1,40
228,290,1,229,3,1226,1,30
229,290,1,230,5,1231,1,50
230,290,1,231,5,1236,1,50
231,290,1,232,3,1239,1,30
232,290,1,233,8,1247,8,80
233,290,1,234,9,1256,1,90
234,290,1,235,2,1258,1,20
235,290,1,236,9,1267,1,90
236,290,1,237,5,1272,1,50
237,290,1,238,5,1277,1,50
238,290,1,239,7,1284,1,70
239,290,1,240,7,1291,1,70
240,290,1,241,5,1296,1,50
241,290,1,242,9,1305,1,90
242,290,1,243,7,1312,1,70
243,290,1,244,5,1317,1,50
244,290,1,245,2,1319,1,20
245,290,1,246,2,1321,1,20
246,290,1,247,3,1324,15,30
247,290,1,248,2,1326,1,20
248,290,1,249,5,1331,1,50
249,290,1,250,7,1338,14,70
250,290,1,251,7,1345,1,70
251,290,1,252,6,1351,1,60
252,290,1,253,3,1354,1,30
253,290,1,254,6,1360,1,60
254,290,1,255,5,1365,4,50
255,290,1,256,8,1373,1,80
256,290,1,257,3,1376,8,30
257,290,1,258,2,1378,1,20
258,290,1,259,7,1385,1,70
259,290,1,260,6,1391,1,60
260,290,1,261,7,1398,1,70
261,290,1,262,4,1402,1,40
262,290,1,263,5,1407,1,50
263,290,1,264,4,1411,1,40
264,290,1,265,9,1420,1,90
265,290,1,266,6,1426,1,60
266,290,1,267,9,1435,1,90
267,290,1,268,8,1443,1,80
268,290,1,269,4,1447,1,40
269,290,1,270,5,1452,1,50
270,290,1,271,6,1458,13,60
271,290,1,272,2,1460,14,20
272,290,1,273,7,1467,1,70
273,290,1,274,8,1475,1,80
274,290,1,275,8,1483,1,80
275,290,1,276,5,1488,1,50
276,290,1,277,7,1495,1,70
277,290,1,278,9,1504,1,90
278,290,1,279,2,1506,1,20
279,290,1,280,3,1509,1,30
280,290,1,281,7,1516,1,70
281,290,1,282,4,1520,19,40
282,290,1,283,6,1526,11,60
283,290,1,284,4,1530,1,40
284,290,1,285,6,1536,9,60
285,290,1,286,5,1541,1,50
286,290,1,287,7,1548,5,70
287,290,1,288,9,1557,1,90
288,290,1,289,4,1561,1,40
289,290,1,290,6,1567,1,60
290,290,1,291,6,1573,1,60
291,290,1,292,3,1576,1,30
292,290,1,293,8,1584,1,80
293,290,1,294,9,1593,1,90
294,290,1,295,9,1602,13,90
295,290,1,296,6,1608,12,60
296,290,1,297,7,1615,9,70
297,290,1,298,9,1624,1,90
298,290,1,299,2,1626,1,20
299,290,1,300,3,1629,9,30
300,290,1,301,9,1638,1,90
301,290,1,302,7,1645,6,70
302,290,1,303,5,1650,1,50
303,290,1,304,5,1655,1,50
304,290,1,305,3,1658,1,30
305,290,1,306,4,1662,1,40
306,290,1,307,4,1666,5,40
307,290,1,308,7,1673,1,70
308,290,1,309,5,1678,6,50
309,290,1,310,6,1684,1,60
310,290,1,311,2,1686,1,20
311,290,1,312,2,1688,6,20
312,290,1,313,7,1695,1,70
313,290,1,314,8,1703,1,80
314,290,1,315,4,1707,1,40
315,290,1,316,7,1714,7,70
316,290,1,317,5,1719,1,50
317,290,1,318,4,1723,6,40
318,290,1,319,7,1730,6,70
319,290,1,320,7,1737,1,70
320,290,1,321,7,1744,1,70
321,290,1,322,2,1746,1,20
322,290,1,323,2,1748,1,20
323,290,1,324,3,1751,2,30
324,290,1,325,2,1753,6,20
325,290,1,326,3,1756,1,30
326,290,1,327,4,1760,1,40
327,290,1,328,3,1763,1,30
328,290,1,329,5,1768,1,50
329,290,1,330,6,1774,1,60
330,290,1,331,3,1777,5,30
331,290,1,332,9,1786,1,90
332,290,1,333,9,1795,1,90
333,290,1,334,7,1802,7,70
334,290,1,335,6,1808,1,60
335,290,1,336,6,1814,1,60
336,290,1,337,6,1820,6,60
337,290,1,338,3,1823,1,30
338,290,1,339,5,1828,1,50
339,290,1,340,8,1836,1,80
340,290,1,341,6,1842,1,60
341,290,1,342,4,1846,1,40
342,290,1,343,4,1850,6,40
343,290,1,344,3,1853,1,30
344,290,1,345,8,1861,1,80
345,290,1,346,6,1867,6,60
346,290,1,347,2,1869,1,20
347,290,1,348,3,1872,3,30
348,290,1,349,4,1876,1,40
349,290,1,350,3,1879,1,30
350,290,1,351,7,1886,1,70
351,290,1,352,3,1889,1,30
352,290,1,353,6,1895,1,60
353,290,1,354,7,1902,1,70
354,290,1,355,2,1904,1,20
355,290,1,356,7,1911,1,70
356,290,1,357,6,1917,1,60
