,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,49,1,1,9,9,0,90
1,49,1,2,7,16,1,70
2,49,1,3,6,22,11,60
3,49,1,4,4,26,3,40
4,49,1,5,3,29,1,30
5,49,1,6,3,32,1,30
6,49,1,7,9,41,4,90
7,49,1,8,2,43,6,20
8,49,1,9,4,47,5,40
9,49,1,10,3,50,1,30
10,49,1,11,4,54,1,40
11,49,1,12,9,63,3,90
12,49,1,13,8,71,1,80
13,49,1,14,4,75,4,40
14,49,1,15,6,81,1,60
15,49,1,16,4,85,6,40
16,49,1,17,3,88,1,30
17,49,1,18,4,92,3,40
18,49,1,19,9,101,5,90
19,49,1,20,3,104,2,30
20,49,1,21,7,111,3,70
21,49,1,22,8,119,4,80
22,49,1,23,4,123,2,40
23,49,1,24,4,127,2,40
24,49,1,25,8,135,4,80
25,49,1,26,7,142,6,70
26,49,1,27,4,146,1,40
27,49,1,28,6,152,5,60
28,49,1,29,5,157,2,50
29,49,1,30,8,165,1,80
30,49,1,31,4,169,3,40
31,49,1,32,6,175,2,60
32,49,1,33,6,181,7,60
33,49,1,34,7,188,2,70
34,49,1,35,5,193,1,50
35,49,1,36,8,201,2,80
36,49,1,37,7,208,3,70
37,49,1,38,2,210,1,20
38,49,1,39,8,218,1,80
39,49,1,40,3,221,2,30
40,49,1,41,2,223,1,20
41,49,1,42,7,230,6,70
42,49,1,43,8,238,3,80
43,49,1,44,6,244,5,60
44,49,1,45,2,246,1,20
45,49,1,46,4,250,2,40
46,49,1,47,4,254,1,40
47,49,1,48,2,256,3,20
48,49,1,49,9,265,4,90
49,49,1,50,5,270,2,50
50,49,1,51,7,277,3,70
51,49,1,52,2,279,1,20
52,49,1,53,6,285,3,60
53,49,1,54,4,289,1,40
54,49,1,55,4,293,1,40
55,49,1,56,7,300,5,70
56,49,1,57,3,303,0,30
57,49,1,58,5,308,1,50
58,49,1,59,6,314,1,60
59,49,1,60,2,316,1,20
60,49,1,61,2,318,2,20
61,49,1,62,4,322,3,40
62,49,1,63,4,326,3,40
63,49,1,64,3,329,2,30
64,49,1,65,6,335,2,60
65,49,1,66,7,342,1,70
66,49,1,67,2,344,4,20
67,49,1,68,4,348,0,40
68,49,1,69,9,357,9,90
69,49,1,70,6,363,6,60
70,49,1,71,5,368,6,50
71,49,1,72,6,374,2,60
72,49,1,73,6,380,4,60
73,49,1,74,6,386,1,60
74,49,1,75,6,392,0,60
75,49,1,76,5,397,1,50
76,49,1,77,4,401,1,40
77,49,1,78,8,409,1,80
78,49,1,79,4,413,1,40
79,49,1,80,4,417,0,40
80,49,1,81,4,421,2,40
81,49,1,82,6,427,3,60
82,49,1,83,9,436,5,90
83,49,1,84,5,441,1,50
84,49,1,85,5,446,2,50
85,49,1,86,5,451,5,50
86,49,1,87,9,460,2,90
87,49,1,88,4,464,3,40
88,49,1,89,2,466,0,20
89,49,1,90,8,474,3,80
90,49,1,91,2,476,2,20
91,49,1,92,5,481,4,50
92,49,1,93,3,484,2,30
93,49,1,94,2,486,2,20
94,49,1,95,5,491,2,50
95,49,1,96,4,495,1,40
96,49,1,97,7,502,3,70
97,49,1,98,4,506,3,40
98,49,1,99,7,513,0,70
99,49,1,100,8,521,1,80
100,49,1,101,4,525,3,40
101,49,1,102,7,532,0,70
102,49,1,103,7,539,2,70
103,49,1,104,4,543,1,40
104,49,1,105,8,551,6,80
105,49,1,106,7,558,5,70
106,49,1,107,6,564,6,60
107,49,1,108,3,567,1,30
108,49,1,109,3,570,1,30
109,49,1,110,7,577,4,70
110,49,1,111,5,582,5,50
111,49,1,112,4,586,2,40
112,49,1,113,2,588,1,20
113,49,1,114,2,590,2,20
114,49,1,115,8,598,3,80
115,49,1,116,4,602,3,40
116,49,1,117,5,607,2,50
117,49,1,118,4,611,2,40
118,49,1,119,3,614,3,30
119,49,1,120,5,619,1,50
120,49,1,121,4,623,4,40
121,49,1,122,4,627,2,40
122,49,1,123,7,634,2,70
123,49,1,124,4,638,5,40
124,49,1,125,9,647,2,90
125,49,1,126,3,650,3,30
126,49,1,127,5,655,1,50
127,49,1,128,7,662,3,70
128,49,1,129,4,666,3,40
129,49,1,130,2,668,0,20
130,49,1,131,3,671,2,30
131,49,1,132,2,673,2,20
132,49,1,133,6,679,2,60
133,49,1,134,6,685,1,60
134,49,1,135,8,693,2,80
135,49,1,136,4,697,1,40
136,49,1,137,8,705,3,80
137,49,1,138,4,709,2,40
138,49,1,139,6,715,3,60
139,49,1,140,3,718,4,30
140,49,1,141,4,722,4,40
141,49,1,142,2,724,1,20
142,49,1,143,4,728,3,40
143,49,1,144,6,734,1,60
144,49,1,145,7,741,2,70
145,49,1,146,7,748,5,70
146,49,1,147,8,756,1,80
147,49,1,148,7,763,3,70
148,49,1,149,8,771,6,80
149,49,1,150,7,778,2,70
150,49,1,151,5,783,3,50
151,49,1,152,6,789,2,60
152,49,1,153,6,795,6,60
153,49,1,154,9,804,4,90
154,49,1,155,2,806,0,20
155,49,1,156,9,815,3,90
156,49,1,157,5,820,1,50
157,49,1,158,5,825,5,50
158,49,1,159,8,833,2,80
159,49,1,160,6,839,3,60
160,49,1,161,5,844,4,50
161,49,1,162,2,846,4,20
162,49,1,163,8,854,3,80
163,49,1,164,7,861,7,70
164,49,1,165,9,870,3,90
165,49,1,166,3,873,1,30
166,49,1,167,5,878,2,50
167,49,1,168,6,884,2,60
168,49,1,169,6,890,1,60
169,49,1,170,9,899,3,90
170,49,1,171,3,902,3,30
171,49,1,172,7,909,1,70
172,49,1,173,5,914,2,50
173,49,1,174,8,922,1,80
174,49,1,175,8,930,6,80
175,49,1,176,3,933,3,30
176,49,1,177,5,938,5,50
177,49,1,178,6,944,4,60
178,49,1,179,4,948,3,40
179,49,1,180,7,955,1,70
180,49,1,181,9,964,5,90
181,49,1,182,8,972,5,80
182,49,1,183,2,974,2,20
183,49,1,184,6,980,1,60
184,49,1,185,9,989,1,90
185,49,1,186,8,997,1,80
186,49,1,187,7,1004,3,70
187,49,1,188,7,1011,4,70
188,49,1,189,9,1020,8,90
189,49,1,190,9,1029,4,90
190,49,1,191,8,1037,5,80
191,49,1,192,8,1045,4,80
192,49,1,193,9,1054,1,90
193,49,1,194,6,1060,6,60
194,49,1,195,2,1062,1,20
195,49,1,196,8,1070,5,80
196,49,1,197,4,1074,3,40
197,49,1,198,5,1079,4,50
198,49,1,199,7,1086,10,70
199,49,1,200,8,1094,4,80
200,49,1,201,7,1101,5,70
201,49,1,202,3,1104,3,30
202,49,1,203,4,1108,3,40
203,49,1,204,5,1113,1,50
204,49,1,205,6,1119,5,60
205,49,1,206,9,1128,8,90
206,49,1,207,4,1132,1,40
207,49,1,208,2,1134,1,20
208,49,1,209,5,1139,2,50
209,49,1,210,8,1147,1,80
210,49,1,211,5,1152,4,50
211,49,1,212,3,1155,6,30
212,49,1,213,6,1161,2,60
213,49,1,214,3,1164,1,30
214,49,1,215,8,1172,3,80
215,49,1,216,3,1175,1,30
216,49,1,217,7,1182,3,70
217,49,1,218,6,1188,3,60
218,49,1,219,7,1195,3,70
219,49,1,220,8,1203,7,80
220,49,1,221,2,1205,5,20
221,49,1,222,9,1214,1,90
222,49,1,223,3,1217,5,30
223,49,1,224,7,1224,2,70
224,49,1,225,5,1229,4,50
225,49,1,226,6,1235,2,60
226,49,1,227,8,1243,5,80
227,49,1,228,5,1248,2,50
228,49,1,229,8,1256,1,80
229,49,1,230,4,1260,2,40
230,49,1,231,3,1263,2,30
231,49,1,232,6,1269,4,60
232,49,1,233,2,1271,3,20
233,49,1,234,7,1278,0,70
234,49,1,235,3,1281,3,30
235,49,1,236,4,1285,1,40
236,49,1,237,4,1289,3,40
237,49,1,238,2,1291,1,20
238,49,1,239,8,1299,1,80
239,49,1,240,8,1307,4,80
240,49,1,241,2,1309,2,20
241,49,1,242,6,1315,1,60
242,49,1,243,7,1322,6,70
243,49,1,244,5,1327,3,50
244,49,1,245,4,1331,6,40
245,49,1,246,6,1337,3,60
246,49,1,247,9,1346,4,90
247,49,1,248,6,1352,1,60
248,49,1,249,7,1359,6,70
249,49,1,250,5,1364,2,50
250,49,1,251,5,1369,3,50
251,49,1,252,6,1375,2,60
252,49,1,253,4,1379,5,40
253,49,1,254,2,1381,0,20
254,49,1,255,7,1388,4,70
255,49,1,256,6,1394,3,60
256,49,1,257,3,1397,1,30
257,49,1,258,5,1402,5,50
258,49,1,259,8,1410,4,80
259,49,1,260,3,1413,2,30
260,49,1,261,5,1418,1,50
261,49,1,262,2,1420,2,20
262,49,1,263,4,1424,3,40
263,49,1,264,2,1426,1,20
264,49,1,265,8,1434,1,80
265,49,1,266,5,1439,3,50
266,49,1,267,6,1445,4,60
267,49,1,268,4,1449,2,40
268,49,1,269,7,1456,5,70
269,49,1,270,9,1465,2,90
270,49,1,271,4,1469,5,40
271,49,1,272,5,1474,3,50
272,49,1,273,4,1478,1,40
273,49,1,274,8,1486,4,80
274,49,1,275,3,1489,1,30
275,49,1,276,5,1494,1,50
276,49,1,277,2,1496,3,20
277,49,1,278,3,1499,2,30
278,49,1,279,9,1508,7,90
279,49,1,280,5,1513,1,50
280,49,1,281,4,1517,1,40
281,49,1,282,5,1522,0,50
282,49,1,283,4,1526,4,40
283,49,1,284,3,1529,2,30
284,49,1,285,6,1535,2,60
285,49,1,286,4,1539,3,40
286,49,1,287,6,1545,5,60
287,49,1,288,7,1552,3,70
288,49,1,289,2,1554,1,20
289,49,1,290,6,1560,1,60
290,49,1,291,4,1564,3,40
291,49,1,292,5,1569,1,50
292,49,1,293,9,1578,0,90
293,49,1,294,5,1583,1,50
294,49,1,295,8,1591,5,80
295,49,1,296,2,1593,4,20
296,49,1,297,7,1600,1,70
297,49,1,298,8,1608,6,80
298,49,1,299,8,1616,5,80
299,49,1,300,5,1621,1,50
300,49,1,301,5,1626,4,50
301,49,1,302,9,1635,5,90
302,49,1,303,6,1641,5,60
303,49,1,304,5,1646,3,50
304,49,1,305,4,1650,0,40
305,49,1,306,2,1652,2,20
306,49,1,307,3,1655,1,30
307,49,1,308,8,1663,1,80
308,49,1,309,3,1666,1,30
309,49,1,310,2,1668,5,20
310,49,1,311,8,1676,5,80
311,49,1,312,9,1685,1,90
312,49,1,313,2,1687,5,20
313,49,1,314,3,1690,1,30
314,49,1,315,4,1694,4,40
315,49,1,316,4,1698,2,40
316,49,1,317,8,1706,1,80
317,49,1,318,7,1713,1,70
318,49,1,319,9,1722,3,90
319,49,1,320,8,1730,1,80
320,49,1,321,6,1736,3,60
321,49,1,322,7,1743,1,70
322,49,1,323,4,1747,2,40
323,49,1,324,6,1753,1,60
324,49,1,325,9,1762,3,90
325,49,1,326,5,1767,1,50
326,49,1,327,9,1776,6,90
327,49,1,328,5,1781,1,50
328,49,1,329,8,1789,3,80
329,49,1,330,4,1793,1,40
330,49,1,331,7,1800,7,70
331,49,1,332,4,1804,5,40
332,49,1,333,6,1810,1,60
333,49,1,334,9,1819,6,90
334,49,1,335,4,1823,4,40
335,49,1,336,9,1832,4,90
336,49,1,337,8,1840,1,80
