,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,29,1,1,6,6,0,60
1,29,1,2,5,11,1,50
2,29,1,3,8,19,3,80
3,29,1,4,2,21,0,20
4,29,1,5,3,24,1,30
5,29,1,6,8,32,7,80
6,29,1,7,8,40,8,80
7,29,1,8,5,45,6,50
8,29,1,9,9,54,6,90
9,29,1,10,2,56,5,20
10,29,1,11,5,61,3,50
11,29,1,12,3,64,3,30
12,29,1,13,8,72,6,80
13,29,1,14,9,81,4,90
14,29,1,15,3,84,1,30
15,29,1,16,4,88,2,40
16,29,1,17,7,95,3,70
17,29,1,18,6,101,3,60
18,29,1,19,2,103,3,20
19,29,1,20,6,109,2,60
20,29,1,21,2,111,3,20
21,29,1,22,2,113,2,20
22,29,1,23,5,118,4,50
23,29,1,24,7,125,4,70
24,29,1,25,8,133,6,80
25,29,1,26,8,141,3,80
26,29,1,27,4,145,3,40
27,29,1,28,5,150,1,50
28,29,1,29,8,158,2,80
29,29,1,30,6,164,1,60
30,29,1,31,7,171,0,70
31,29,1,32,3,174,0,30
32,29,1,33,9,183,4,90
33,29,1,34,6,189,1,60
34,29,1,35,2,191,1,20
35,29,1,36,9,200,2,90
36,29,1,37,4,204,3,40
37,29,1,38,2,206,1,20
38,29,1,39,7,213,1,70
39,29,1,40,8,221,2,80
40,29,1,41,8,229,2,80
41,29,1,42,3,232,4,30
42,29,1,43,8,240,3,80
43,29,1,44,7,247,3,70
44,29,1,45,5,252,3,50
45,29,1,46,4,256,0,40
46,29,1,47,2,258,0,20
47,29,1,48,8,266,5,80
48,29,1,49,4,270,4,40
49,29,1,50,7,277,3,70
50,29,1,51,2,279,2,20
51,29,1,52,9,288,3,90
52,29,1,53,8,296,5,80
53,29,1,54,9,305,5,90
54,29,1,55,9,314,6,90
55,29,1,56,4,318,1,40
56,29,1,57,3,321,8,30
57,29,1,58,8,329,5,80
58,29,1,59,4,333,6,40
59,29,1,60,7,340,1,70
60,29,1,61,7,347,3,70
61,29,1,62,4,351,2,40
62,29,1,63,7,358,2,70
63,29,1,64,9,367,1,90
64,29,1,65,4,371,0,40
65,29,1,66,3,374,4,30
66,29,1,67,2,376,3,20
67,29,1,68,4,380,1,40
68,29,1,69,4,384,3,40
69,29,1,70,9,393,1,90
70,29,1,71,9,402,5,90
71,29,1,72,6,408,1,60
72,29,1,73,9,417,4,90
73,29,1,74,3,420,4,30
74,29,1,75,9,429,3,90
75,29,1,76,4,433,1,40
76,29,1,77,5,438,2,50
77,29,1,78,8,446,4,80
78,29,1,79,3,449,0,30
79,29,1,80,7,456,3,70
80,29,1,81,6,462,1,60
81,29,1,82,7,469,3,70
82,29,1,83,3,472,0,30
