,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,235,1,1,9,9,1,90
1,235,1,2,7,16,4,70
2,235,1,3,6,22,2,60
3,235,1,4,4,26,2,40
4,235,1,5,2,28,2,20
5,235,1,6,2,30,0,20
6,235,1,7,8,38,1,80
7,235,1,8,5,43,1,50
8,235,1,9,7,50,7,70
9,235,1,10,4,54,2,40
10,235,1,11,4,58,1,40
11,235,1,12,5,63,1,50
12,235,1,13,4,67,1,40
13,235,1,14,6,73,5,60
14,235,1,15,9,82,5,90
15,235,1,16,5,87,5,50
16,235,1,17,9,96,0,90
17,235,1,18,7,103,1,70
18,235,1,19,6,109,1,60
19,235,1,20,4,113,1,40
20,235,1,21,6,119,1,60
21,235,1,22,7,126,3,70
22,235,1,23,7,133,5,70
23,235,1,24,3,136,1,30
24,235,1,25,5,141,1,50
25,235,1,26,3,144,1,30
26,235,1,27,4,148,1,40
27,235,1,28,9,157,1,90
28,235,1,29,5,162,6,50
29,235,1,30,3,165,4,30
30,235,1,31,8,173,1,80
31,235,1,32,8,181,2,80
32,235,1,33,7,188,4,70
33,235,1,34,9,197,1,90
34,235,1,35,6,203,1,60
35,235,1,36,8,211,4,80
36,235,1,37,8,219,1,80
37,235,1,38,9,228,1,90
38,235,1,39,5,233,9,50
39,235,1,40,3,236,7,30
40,235,1,41,8,244,1,80
41,235,1,42,3,247,1,30
42,235,1,43,3,250,1,30
43,235,1,44,8,258,1,80
44,235,1,45,8,266,6,80
45,235,1,46,2,268,1,20
46,235,1,47,5,273,1,50
47,235,1,48,3,276,1,30
48,235,1,49,3,279,1,30
49,235,1,50,8,287,1,80
50,235,1,51,6,293,1,60
51,235,1,52,4,297,1,40
52,235,1,53,4,301,1,40
53,235,1,54,7,308,1,70
54,235,1,55,4,312,1,40
55,235,1,56,5,317,1,50
56,235,1,57,7,324,9,70
57,235,1,58,3,327,13,30
58,235,1,59,4,331,1,40
59,235,1,60,4,335,4,40
60,235,1,61,6,341,1,60
61,235,1,62,7,348,1,70
62,235,1,63,4,352,1,40
63,235,1,64,7,359,1,70
64,235,1,65,7,366,1,70
65,235,1,66,4,370,12,40
66,235,1,67,6,376,12,60
67,235,1,68,9,385,9,90
68,235,1,69,5,390,1,50
69,235,1,70,7,397,3,70
70,235,1,71,7,404,1,70
71,235,1,72,7,411,7,70
72,235,1,73,9,420,1,90
73,235,1,74,3,423,1,30
74,235,1,75,2,425,3,20
75,235,1,76,8,433,4,80
76,235,1,77,3,436,2,30
77,235,1,78,6,442,1,60
78,235,1,79,4,446,1,40
79,235,1,80,3,449,4,30
80,235,1,81,2,451,1,20
81,235,1,82,3,454,1,30
82,235,1,83,4,458,1,40
83,235,1,84,2,460,1,20
84,235,1,85,2,462,1,20
85,235,1,86,6,468,1,60
86,235,1,87,2,470,1,20
87,235,1,88,6,476,1,60
88,235,1,89,3,479,4,30
89,235,1,90,4,483,1,40
90,235,1,91,3,486,1,30
91,235,1,92,7,493,1,70
92,235,1,93,9,502,7,90
93,235,1,94,8,510,1,80
94,235,1,95,9,519,1,90
95,235,1,96,7,526,7,70
96,235,1,97,2,528,1,20
97,235,1,98,6,534,11,60
98,235,1,99,2,536,6,20
99,235,1,100,5,541,1,50
100,235,1,101,3,544,1,30
101,235,1,102,7,551,4,70
102,235,1,103,8,559,1,80
103,235,1,104,8,567,5,80
104,235,1,105,6,573,10,60
105,235,1,106,8,581,1,80
106,235,1,107,7,588,1,70
107,235,1,108,2,590,3,20
