,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,229,1,1,6,6,1,60
1,229,1,2,7,13,1,70
2,229,1,3,3,16,0,30
3,229,1,4,9,25,1,90
4,229,1,5,8,33,0,80
5,229,1,6,4,37,1,40
6,229,1,7,6,43,0,60
7,229,1,8,4,47,1,40
8,229,1,9,9,56,1,90
9,229,1,10,7,63,1,70
10,229,1,11,5,68,1,50
11,229,1,12,5,73,1,50
12,229,1,13,7,80,1,70
13,229,1,14,6,86,2,60
14,229,1,15,2,88,1,20
15,229,1,16,9,97,1,90
16,229,1,17,9,106,1,90
17,229,1,18,4,110,1,40
18,229,1,19,7,117,1,70
19,229,1,20,2,119,2,20
20,229,1,21,7,126,4,70
21,229,1,22,5,131,3,50
22,229,1,23,8,139,1,80
23,229,1,24,8,147,1,80
24,229,1,25,8,155,2,80
25,229,1,26,2,157,1,20
26,229,1,27,6,163,3,60
27,229,1,28,2,165,2,20
28,229,1,29,7,172,1,70
29,229,1,30,8,180,2,80
30,229,1,31,5,185,2,50
31,229,1,32,9,194,0,90
32,229,1,33,7,201,1,70
33,229,1,34,6,207,1,60
34,229,1,35,2,209,1,20
35,229,1,36,2,211,1,20
36,229,1,37,2,213,6,20
37,229,1,38,5,218,1,50
38,229,1,39,5,223,1,50
39,229,1,40,2,225,1,20
40,229,1,41,7,232,1,70
41,229,1,42,4,236,6,40
42,229,1,43,7,243,1,70
43,229,1,44,7,250,1,70
44,229,1,45,5,255,1,50
45,229,1,46,5,260,4,50
46,229,1,47,6,266,1,60
47,229,1,48,6,272,1,60
48,229,1,49,9,281,3,90
49,229,1,50,7,288,1,70
50,229,1,51,6,294,6,60
51,229,1,52,5,299,1,50
52,229,1,53,8,307,3,80
53,229,1,54,9,316,1,90
54,229,1,55,3,319,1,30
55,229,1,56,9,328,1,90
56,229,1,57,4,332,1,40
57,229,1,58,7,339,1,70
58,229,1,59,7,346,1,70
59,229,1,60,2,348,1,20
60,229,1,61,7,355,1,70
61,229,1,62,6,361,6,60
62,229,1,63,4,365,2,40
63,229,1,64,8,373,9,80
64,229,1,65,7,380,1,70
65,229,1,66,3,383,1,30
66,229,1,67,7,390,7,70
67,229,1,68,9,399,1,90
68,229,1,69,3,402,4,30
69,229,1,70,7,409,1,70
70,229,1,71,3,412,1,30
71,229,1,72,4,416,6,40
72,229,1,73,3,419,1,30
73,229,1,74,2,421,1,20
74,229,1,75,4,425,1,40
75,229,1,76,2,427,1,20
76,229,1,77,6,433,1,60
77,229,1,78,3,436,1,30
78,229,1,79,6,442,1,60
79,229,1,80,8,450,5,80
80,229,1,81,3,453,1,30
81,229,1,82,9,462,1,90
82,229,1,83,2,464,1,20
83,229,1,84,5,469,1,50
84,229,1,85,3,472,4,30
85,229,1,86,5,477,1,50
86,229,1,87,5,482,7,50
87,229,1,88,6,488,1,60
88,229,1,89,7,495,0,70
89,229,1,90,2,497,1,20
90,229,1,91,3,500,2,30
91,229,1,92,7,507,1,70
92,229,1,93,6,513,3,60
93,229,1,94,5,518,1,50
94,229,1,95,3,521,4,30
95,229,1,96,9,530,1,90
96,229,1,97,5,535,1,50
97,229,1,98,4,539,1,40
98,229,1,99,8,547,1,80
99,229,1,100,4,551,1,40
100,229,1,101,7,558,1,70
101,229,1,102,3,561,1,30
102,229,1,103,5,566,1,50
103,229,1,104,3,569,1,30
104,229,1,105,6,575,1,60
105,229,1,106,2,577,1,20
106,229,1,107,3,580,1,30
107,229,1,108,2,582,1,20
108,229,1,109,3,585,5,30
109,229,1,110,4,589,4,40
110,229,1,111,8,597,1,80
111,229,1,112,6,603,1,60
112,229,1,113,3,606,1,30
113,229,1,114,6,612,11,60
114,229,1,115,6,618,5,60
115,229,1,116,4,622,1,40
116,229,1,117,7,629,1,70
117,229,1,118,7,636,1,70
118,229,1,119,8,644,1,80
119,229,1,120,8,652,1,80
120,229,1,121,5,657,9,50
121,229,1,122,5,662,1,50
122,229,1,123,2,664,1,20
123,229,1,124,3,667,4,30
124,229,1,125,7,674,1,70
125,229,1,126,8,682,1,80
126,229,1,127,9,691,7,90
127,229,1,128,3,694,1,30
128,229,1,129,2,696,1,20
129,229,1,130,5,701,6,50
130,229,1,131,5,706,3,50
131,229,1,132,9,715,1,90
132,229,1,133,5,720,1,50
133,229,1,134,9,729,1,90
134,229,1,135,6,735,1,60
135,229,1,136,4,739,1,40
136,229,1,137,5,744,1,50
137,229,1,138,5,749,1,50
138,229,1,139,5,754,7,50
139,229,1,140,4,758,1,40
140,229,1,141,4,762,5,40
141,229,1,142,4,766,1,40
142,229,1,143,5,771,1,50
143,229,1,144,6,777,1,60
144,229,1,145,3,780,1,30
145,229,1,146,7,787,1,70
146,229,1,147,5,792,13,50
147,229,1,148,4,796,4,40
148,229,1,149,4,800,4,40
149,229,1,150,3,803,1,30
150,229,1,151,6,809,1,60
151,229,1,152,3,812,5,30
152,229,1,153,7,819,1,70
153,229,1,154,8,827,1,80
154,229,1,155,7,834,7,70
155,229,1,156,3,837,1,30
156,229,1,157,9,846,4,90
157,229,1,158,5,851,6,50
158,229,1,159,9,860,5,90
159,229,1,160,8,868,2,80
160,229,1,161,3,871,1,30
161,229,1,162,3,874,1,30
162,229,1,163,9,883,1,90
163,229,1,164,5,888,1,50
164,229,1,165,9,897,1,90
165,229,1,166,5,902,1,50
166,229,1,167,6,908,4,60
167,229,1,168,6,914,3,60
168,229,1,169,4,918,1,40
169,229,1,170,6,924,4,60
170,229,1,171,2,926,7,20
171,229,1,172,8,934,2,80
172,229,1,173,4,938,7,40
173,229,1,174,2,940,1,20
174,229,1,175,2,942,1,20
175,229,1,176,9,951,1,90
176,229,1,177,8,959,1,80
177,229,1,178,7,966,1,70
