,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,198,1,1,7,7,1,70
1,198,1,2,8,15,0,80
2,198,1,3,2,17,2,20
3,198,1,4,2,19,0,20
4,198,1,5,4,23,1,40
5,198,1,6,3,26,1,30
6,198,1,7,4,30,1,40
7,198,1,8,2,32,1,20
8,198,1,9,3,35,0,30
9,198,1,10,3,38,1,30
10,198,1,11,7,45,1,70
11,198,1,12,4,49,1,40
12,198,1,13,6,55,1,60
13,198,1,14,2,57,1,20
14,198,1,15,8,65,10,80
15,198,1,16,4,69,1,40
16,198,1,17,8,77,1,80
17,198,1,18,8,85,13,80
18,198,1,19,5,90,1,50
19,198,1,20,5,95,7,50
20,198,1,21,8,103,1,80
21,198,1,22,6,109,1,60
22,198,1,23,6,115,1,60
23,198,1,24,3,118,1,30
24,198,1,25,6,124,6,60
25,198,1,26,5,129,4,50
26,198,1,27,7,136,3,70
27,198,1,28,6,142,4,60
28,198,1,29,3,145,1,30
29,198,1,30,8,153,5,80
30,198,1,31,5,158,6,50
31,198,1,32,6,164,4,60
32,198,1,33,5,169,2,50
33,198,1,34,5,174,8,50
34,198,1,35,5,179,1,50
35,198,1,36,3,182,1,30
36,198,1,37,4,186,1,40
37,198,1,38,4,190,1,40
38,198,1,39,7,197,5,70
39,198,1,40,8,205,4,80
40,198,1,41,5,210,3,50
41,198,1,42,7,217,1,70
42,198,1,43,4,221,0,40
43,198,1,44,3,224,5,30
44,198,1,45,3,227,1,30
45,198,1,46,5,232,1,50
46,198,1,47,8,240,1,80
47,198,1,48,7,247,1,70
48,198,1,49,9,256,1,90
49,198,1,50,6,262,1,60
50,198,1,51,8,270,7,80
51,198,1,52,7,277,2,70
52,198,1,53,4,281,3,40
53,198,1,54,7,288,1,70
54,198,1,55,8,296,1,80
55,198,1,56,5,301,1,50
56,198,1,57,6,307,7,60
57,198,1,58,4,311,5,40
58,198,1,59,3,314,1,30
59,198,1,60,6,320,5,60
60,198,1,61,4,324,1,40
61,198,1,62,7,331,10,70
62,198,1,63,3,334,1,30
63,198,1,64,8,342,8,80
64,198,1,65,7,349,1,70
65,198,1,66,9,358,1,90
66,198,1,67,2,360,8,20
67,198,1,68,3,363,1,30
68,198,1,69,8,371,1,80
69,198,1,70,5,376,1,50
70,198,1,71,8,384,10,80
71,198,1,72,7,391,1,70
72,198,1,73,9,400,4,90
73,198,1,74,3,403,1,30
74,198,1,75,5,408,1,50
75,198,1,76,2,410,1,20
76,198,1,77,2,412,3,20
77,198,1,78,9,421,1,90
78,198,1,79,5,426,1,50
79,198,1,80,2,428,1,20
80,198,1,81,3,431,1,30
81,198,1,82,4,435,1,40
82,198,1,83,4,439,1,40
83,198,1,84,7,446,1,70
84,198,1,85,2,448,2,20
85,198,1,86,9,457,0,90
86,198,1,87,8,465,4,80
87,198,1,88,6,471,1,60
88,198,1,89,5,476,1,50
89,198,1,90,2,478,7,20
90,198,1,91,7,485,1,70
91,198,1,92,2,487,5,20
92,198,1,93,2,489,4,20
