,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,147,1,1,9,9,3,90
1,147,1,2,4,13,1,40
2,147,1,3,8,21,6,80
3,147,1,4,4,25,4,40
4,147,1,5,3,28,1,30
5,147,1,6,9,37,5,90
6,147,1,7,9,46,1,90
7,147,1,8,6,52,5,60
8,147,1,9,3,55,2,30
9,147,1,10,6,61,1,60
10,147,1,11,3,64,6,30
11,147,1,12,7,71,1,70
12,147,1,13,8,79,1,80
13,147,1,14,7,86,7,70
14,147,1,15,9,95,7,90
15,147,1,16,9,104,1,90
16,147,1,17,3,107,1,30
17,147,1,18,3,110,2,30
18,147,1,19,8,118,2,80
19,147,1,20,8,126,1,80
20,147,1,21,9,135,1,90
21,147,1,22,7,142,1,70
22,147,1,23,6,148,1,60
23,147,1,24,2,150,1,20
24,147,1,25,7,157,21,70
25,147,1,26,4,161,2,40
26,147,1,27,7,168,1,70
27,147,1,28,6,174,1,60
28,147,1,29,4,178,9,40
29,147,1,30,2,180,1,20
30,147,1,31,3,183,1,30
31,147,1,32,3,186,2,30
32,147,1,33,9,195,1,90
33,147,1,34,6,201,1,60
34,147,1,35,7,208,1,70
35,147,1,36,6,214,7,60
36,147,1,37,2,216,6,20
37,147,1,38,9,225,2,90
38,147,1,39,2,227,4,20
39,147,1,40,9,236,1,90
40,147,1,41,7,243,1,70
41,147,1,42,2,245,1,20
42,147,1,43,7,252,1,70
43,147,1,44,2,254,2,20
44,147,1,45,6,260,4,60
45,147,1,46,5,265,0,50
46,147,1,47,5,270,1,50
47,147,1,48,3,273,5,30
48,147,1,49,7,280,1,70
49,147,1,50,9,289,6,90
50,147,1,51,5,294,1,50
51,147,1,52,5,299,1,50
52,147,1,53,8,307,6,80
53,147,1,54,2,309,5,20
54,147,1,55,3,312,2,30
55,147,1,56,8,320,4,80
56,147,1,57,5,325,2,50
57,147,1,58,5,330,6,50
58,147,1,59,2,332,2,20
59,147,1,60,3,335,3,30
60,147,1,61,8,343,5,80
61,147,1,62,6,349,1,60
62,147,1,63,8,357,3,80
63,147,1,64,5,362,2,50
64,147,1,65,4,366,2,40
65,147,1,66,4,370,2,40
66,147,1,67,4,374,1,40
67,147,1,68,2,376,2,20
68,147,1,69,8,384,1,80
69,147,1,70,7,391,1,70
70,147,1,71,6,397,3,60
71,147,1,72,5,402,2,50
72,147,1,73,8,410,3,80
73,147,1,74,4,414,1,40
74,147,1,75,3,417,5,30
75,147,1,76,3,420,3,30
76,147,1,77,8,428,1,80
77,147,1,78,2,430,1,20
78,147,1,79,6,436,1,60
79,147,1,80,9,445,1,90
80,147,1,81,5,450,7,50
81,147,1,82,9,459,2,90
82,147,1,83,7,466,5,70
83,147,1,84,7,473,3,70
84,147,1,85,8,481,3,80
85,147,1,86,6,487,2,60
86,147,1,87,2,489,1,20
87,147,1,88,4,493,1,40
88,147,1,89,2,495,1,20
89,147,1,90,2,497,0,20
