,Scenario,Trial,Inspection,Interval,Time,Defects,Rate
0,322,1,1,8,8,1,80
1,322,1,2,8,16,1,80
2,322,1,3,2,18,6,20
3,322,1,4,3,21,1,30
4,322,1,5,9,30,5,90
5,322,1,6,7,37,2,70
6,322,1,7,6,43,1,60
7,322,1,8,4,47,4,40
8,322,1,9,8,55,1,80
9,322,1,10,3,58,1,30
10,322,1,11,7,65,1,70
11,322,1,12,8,73,1,80
12,322,1,13,5,78,10,50
13,322,1,14,6,84,1,60
14,322,1,15,2,86,1,20
15,322,1,16,5,91,1,50
16,322,1,17,3,94,1,30
17,322,1,18,3,97,1,30
18,322,1,19,3,100,1,30
19,322,1,20,3,103,1,30
20,322,1,21,9,112,1,90
21,322,1,22,6,118,1,60
22,322,1,23,7,125,1,70
23,322,1,24,8,133,1,80
24,322,1,25,6,139,1,60
25,322,1,26,5,144,1,50
26,322,1,27,7,151,1,70
27,322,1,28,8,159,1,80
28,322,1,29,6,165,1,60
29,322,1,30,8,173,1,80
30,322,1,31,8,181,1,80
31,322,1,32,9,190,1,90
32,322,1,33,3,193,1,30
33,322,1,34,2,195,1,20
34,322,1,35,5,200,1,50
35,322,1,36,3,203,1,30
36,322,1,37,7,210,1,70
37,322,1,38,2,212,1,20
38,322,1,39,5,217,1,50
39,322,1,40,9,226,1,90
40,322,1,41,5,231,1,50
41,322,1,42,3,234,1,30
42,322,1,43,2,236,40,20
43,322,1,44,5,241,1,50
44,322,1,45,8,249,1,80
45,322,1,46,5,254,1,50
46,322,1,47,4,258,1,40
47,322,1,48,3,261,7,30
48,322,1,49,3,264,1,30
49,322,1,50,2,266,1,20
50,322,1,51,4,270,1,40
51,322,1,52,9,279,1,90
52,322,1,53,6,285,1,60
53,322,1,54,4,289,1,40
54,322,1,55,3,292,11,30
55,322,1,56,2,294,1,20
56,322,1,57,4,298,1,40
57,322,1,58,4,302,0,40
58,322,1,59,9,311,1,90
59,322,1,60,7,318,1,70
60,322,1,61,9,327,1,90
61,322,1,62,5,332,1,50
62,322,1,63,5,337,1,50
63,322,1,64,2,339,1,20
64,322,1,65,6,345,1,60
65,322,1,66,3,348,14,30
66,322,1,67,4,352,1,40
67,322,1,68,2,354,1,20
68,322,1,69,5,359,1,50
69,322,1,70,9,368,1,90
70,322,1,71,5,373,1,50
