,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,288,1,1,6,6,2,2,60
1,288,1,2,6,12,3,3,60
2,288,1,3,2,14,0,0,20
3,288,1,4,7,21,3,3,70
4,288,1,5,7,28,2,1,70
5,288,1,6,8,36,6,6,80
6,288,1,7,2,38,0,0,20
7,288,1,8,9,47,4,0,90
8,288,1,9,6,53,6,6,60
9,288,1,10,7,60,6,6,70
10,288,1,11,3,63,3,3,30
11,288,1,12,3,66,3,3,30
12,288,1,13,7,73,4,4,70
13,288,1,14,3,76,2,0,30
14,288,1,15,9,85,5,5,90
15,288,1,16,4,89,4,4,40
16,288,1,17,2,91,0,0,20
17,288,1,18,7,98,2,2,70
18,288,1,19,2,100,0,0,20
19,288,1,20,5,105,0,0,50
20,288,1,21,2,107,1,1,20
21,288,1,22,5,112,2,2,50
22,288,1,23,7,119,1,1,70
23,288,1,24,8,127,7,7,80
24,288,1,25,2,129,2,2,20
25,288,1,26,8,137,5,5,80
26,288,1,27,2,139,2,2,20
27,288,1,28,5,144,0,0,50
28,288,1,29,5,149,4,0,50
29,288,1,30,2,151,8,8,20
30,288,1,31,9,160,3,3,90
31,288,1,32,9,169,3,3,90
32,288,1,33,5,174,2,2,50
33,288,1,34,5,179,5,5,50
34,288,1,35,2,181,0,0,20
35,288,1,36,7,188,1,1,70
36,288,1,37,9,197,5,1,90
37,288,1,38,7,204,5,5,70
38,288,1,39,8,212,5,5,80
39,288,1,40,8,220,5,0,80
40,288,1,41,5,225,5,5,50
41,288,1,42,2,227,2,2,20
42,288,1,43,7,234,6,6,70
43,288,1,44,3,237,1,1,30
44,288,1,45,9,246,2,2,90
45,288,1,46,2,248,0,0,20
46,288,1,47,9,257,7,7,90
47,288,1,48,2,259,2,2,20
48,288,1,49,5,264,0,0,50
49,288,1,50,4,268,2,2,40
50,288,1,51,2,270,0,0,20
51,288,1,52,6,276,3,3,60
52,288,1,53,3,279,2,2,30
53,288,1,54,8,287,1,1,80
54,288,1,55,7,294,4,4,70
55,288,1,56,7,301,5,5,70
56,288,1,57,6,307,2,2,60
57,288,1,58,7,314,3,3,70
58,288,1,59,4,318,3,3,40
59,288,1,60,6,324,3,3,60
