,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,201,1,1,5,5,5,4,50
1,201,1,2,9,14,5,1,90
2,201,1,3,6,20,7,3,60
3,201,1,4,8,28,10,6,80
4,201,1,5,9,37,10,10,90
5,201,1,6,6,43,3,3,60
6,201,1,7,8,51,6,6,80
7,201,1,8,5,56,5,4,50
8,201,1,9,8,64,6,3,80
9,201,1,10,2,66,3,2,20
10,201,1,11,9,75,7,7,90
11,201,1,12,5,80,5,2,50
12,201,1,13,5,85,5,2,50
13,201,1,14,6,91,6,4,60
14,201,1,15,3,94,2,2,30
15,201,1,16,7,101,5,1,70
16,201,1,17,2,103,4,4,20
17,201,1,18,6,109,5,5,60
18,201,1,19,4,113,1,1,40
19,201,1,20,5,118,3,3,50
20,201,1,21,5,123,1,0,50
21,201,1,22,2,125,3,3,20
22,201,1,23,6,131,4,4,60
23,201,1,24,5,136,2,2,50
24,201,1,25,6,142,4,4,60
25,201,1,26,3,145,1,1,30
26,201,1,27,7,152,4,4,70
27,201,1,28,6,158,3,3,60
28,201,1,29,2,160,0,0,20
29,201,1,30,8,168,4,2,80
30,201,1,31,2,170,2,2,20
31,201,1,32,2,172,1,0,20
32,201,1,33,3,175,2,1,30
33,201,1,34,9,184,7,7,90
34,201,1,35,8,192,4,4,80
35,201,1,36,7,199,5,5,70
36,201,1,37,7,206,3,3,70
37,201,1,38,7,213,2,2,70
38,201,1,39,3,216,0,0,30
39,201,1,40,8,224,4,2,80
40,201,1,41,3,227,3,1,30
41,201,1,42,7,234,5,5,70
42,201,1,43,4,238,5,4,40
43,201,1,44,3,241,2,0,30
44,201,1,45,7,248,5,2,70
45,201,1,46,9,257,6,3,90
46,201,1,47,6,263,7,7,60
47,201,1,48,2,265,3,3,20
48,201,1,49,8,273,9,9,80
49,201,1,50,9,282,10,6,90
50,201,1,51,9,291,5,5,90
51,201,1,52,9,300,5,5,90
52,201,1,53,3,303,1,0,30
53,201,1,54,2,305,2,2,20
54,201,1,55,3,308,1,1,30
55,201,1,56,8,316,6,4,80
56,201,1,57,3,319,5,5,30
57,201,1,58,9,328,5,5,90
58,201,1,59,5,333,3,3,50
59,201,1,60,4,337,2,0,40
60,201,1,61,7,344,7,7,70
61,201,1,62,4,348,3,3,40
62,201,1,63,6,354,3,3,60
63,201,1,64,8,362,5,5,80
64,201,1,65,9,371,6,6,90
65,201,1,66,9,380,6,6,90
66,201,1,67,8,388,2,0,80
67,201,1,68,2,390,2,0,20
68,201,1,69,4,394,3,3,40
69,201,1,70,5,399,3,1,50
70,201,1,71,3,402,4,1,30
71,201,1,72,2,404,4,4,20
72,201,1,73,8,412,6,6,80
73,201,1,74,4,416,4,2,40
74,201,1,75,9,425,5,5,90
75,201,1,76,3,428,0,0,30
76,201,1,77,4,432,4,4,40
77,201,1,78,6,438,4,1,60
78,201,1,79,6,444,6,6,60
79,201,1,80,9,453,8,8,90
80,201,1,81,9,462,5,5,90
81,201,1,82,6,468,1,1,60
82,201,1,83,5,473,0,0,50
83,201,1,84,3,476,4,4,30
84,201,1,85,2,478,0,0,20
85,201,1,86,5,483,2,2,50
86,201,1,87,6,489,4,0,60
87,201,1,88,7,496,8,8,70
88,201,1,89,6,502,5,5,60
89,201,1,90,9,511,2,2,90
90,201,1,91,6,517,0,0,60
91,201,1,92,7,524,2,2,70
92,201,1,93,9,533,7,2,90
93,201,1,94,7,540,7,3,70
94,201,1,95,8,548,6,4,80
95,201,1,96,2,550,2,2,20
96,201,1,97,9,559,6,6,90
