,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,221,1,1,3,3,2,2,30
1,221,1,2,6,9,2,2,60
2,221,1,3,9,18,5,2,90
3,221,1,4,8,26,11,8,80
4,221,1,5,9,35,4,4,90
5,221,1,6,9,44,4,4,90
6,221,1,7,9,53,5,5,90
7,221,1,8,9,62,7,3,90
8,221,1,9,4,66,6,3,40
9,221,1,10,5,71,6,6,50
10,221,1,11,2,73,1,0,20
11,221,1,12,8,81,3,1,80
12,221,1,13,2,83,2,2,20
13,221,1,14,4,87,0,0,40
14,221,1,15,9,96,6,5,90
15,221,1,16,5,101,4,1,50
16,221,1,17,5,106,4,2,50
17,221,1,18,2,108,3,1,20
18,221,1,19,7,115,4,4,70
19,221,1,20,5,120,2,0,50
20,221,1,21,4,124,2,2,40
21,221,1,22,5,129,6,4,50
22,221,1,23,4,133,3,3,40
23,221,1,24,5,138,4,3,50
24,221,1,25,3,141,4,3,30
25,221,1,26,6,147,4,4,60
26,221,1,27,6,153,3,3,60
27,221,1,28,8,161,4,2,80
28,221,1,29,6,167,5,5,60
29,221,1,30,2,169,0,0,20
30,221,1,31,6,175,4,3,60
31,221,1,32,6,181,4,4,60
32,221,1,33,8,189,5,5,80
33,221,1,34,4,193,2,0,40
34,221,1,35,7,200,4,4,70
35,221,1,36,8,208,6,6,80
36,221,1,37,2,210,1,1,20
37,221,1,38,7,217,3,3,70
38,221,1,39,7,224,3,3,70
39,221,1,40,2,226,0,0,20
40,221,1,41,9,235,5,2,90
41,221,1,42,7,242,4,4,70
42,221,1,43,9,251,2,0,90
43,221,1,44,5,256,6,6,50
44,221,1,45,3,259,3,3,30
45,221,1,46,6,265,4,2,60
46,221,1,47,2,267,5,5,20
47,221,1,48,2,269,0,0,20
48,221,1,49,9,278,5,5,90
49,221,1,50,5,283,3,1,50
50,221,1,51,7,290,4,4,70
51,221,1,52,5,295,4,2,50
52,221,1,53,8,303,10,3,80
53,221,1,54,2,305,8,8,20
54,221,1,55,8,313,6,6,80
55,221,1,56,7,320,3,3,70
56,221,1,57,4,324,3,3,40
57,221,1,58,7,331,6,6,70
58,221,1,59,4,335,1,1,40
59,221,1,60,2,337,0,0,20
60,221,1,61,8,345,9,9,80
61,221,1,62,2,347,0,0,20
62,221,1,63,9,356,3,1,90
63,221,1,64,7,363,5,5,70
64,221,1,65,5,368,3,3,50
65,221,1,66,4,372,3,3,40
66,221,1,67,7,379,2,0,70
67,221,1,68,7,386,6,6,70
68,221,1,69,7,393,2,2,70
69,221,1,70,4,397,1,0,40
70,221,1,71,5,402,1,1,50
