,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,189,1,1,5,5,4,2,50
1,189,1,2,9,14,8,8,90
2,189,1,3,4,18,3,1,40
3,189,1,4,4,22,2,2,40
4,189,1,5,5,27,4,3,50
5,189,1,6,5,32,4,4,50
6,189,1,7,6,38,3,3,60
7,189,1,8,8,46,4,4,80
8,189,1,9,9,55,4,3,90
9,189,1,10,9,64,5,4,90
10,189,1,11,8,72,7,7,80
11,189,1,12,8,80,6,5,80
12,189,1,13,9,89,7,6,90
13,189,1,14,6,95,9,8,60
14,189,1,15,2,97,1,1,20
15,189,1,16,3,100,3,2,30
16,189,1,17,7,107,3,2,70
17,189,1,18,5,112,5,3,50
18,189,1,19,5,117,6,6,50
19,189,1,20,6,123,1,0,60
20,189,1,21,7,130,9,8,70
21,189,1,22,5,135,4,3,50
22,189,1,23,2,137,2,1,20
23,189,1,24,3,140,4,4,30
24,189,1,25,7,147,4,4,70
25,189,1,26,7,154,4,4,70
26,189,1,27,7,161,3,1,70
27,189,1,28,9,170,10,7,90
28,189,1,29,7,177,6,6,70
29,189,1,30,3,180,0,0,30
30,189,1,31,6,186,3,2,60
31,189,1,32,7,193,4,3,70
32,189,1,33,6,199,3,3,60
33,189,1,34,9,208,3,1,90
34,189,1,35,6,214,3,2,60
35,189,1,36,9,223,8,6,90
36,189,1,37,7,230,6,6,70
37,189,1,38,8,238,5,5,80
38,189,1,39,5,243,2,1,50
39,189,1,40,2,245,3,2,20
40,189,1,41,2,247,2,2,20
41,189,1,42,8,255,4,4,80
42,189,1,43,2,257,1,0,20
43,189,1,44,8,265,2,2,80
44,189,1,45,7,272,3,3,70
45,189,1,46,9,281,3,3,90
46,189,1,47,3,284,5,5,30
47,189,1,48,8,292,7,5,80
48,189,1,49,3,295,2,1,30
49,189,1,50,6,301,3,2,60
50,189,1,51,6,307,4,2,60
51,189,1,52,2,309,5,5,20
52,189,1,53,3,312,2,1,30
53,189,1,54,2,314,1,1,20
54,189,1,55,3,317,0,0,30
55,189,1,56,3,320,1,0,30
56,189,1,57,6,326,4,4,60
57,189,1,58,8,334,7,7,80
58,189,1,59,3,337,0,0,30
59,189,1,60,7,344,4,4,70
60,189,1,61,9,353,2,1,90
61,189,1,62,2,355,1,1,20
62,189,1,63,7,362,7,6,70
63,189,1,64,7,369,5,5,70
