,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,335,1,1,6,6,3,3,60
1,335,1,2,4,10,2,2,40
2,335,1,3,6,16,1,1,60
3,335,1,4,5,21,3,3,50
4,335,1,5,2,23,3,1,20
5,335,1,6,3,26,2,2,30
6,335,1,7,5,31,5,5,50
7,335,1,8,5,36,2,2,50
8,335,1,9,9,45,7,7,90
9,335,1,10,2,47,1,1,20
10,335,1,11,6,53,4,4,60
11,335,1,12,9,62,4,4,90
12,335,1,13,9,71,4,4,90
13,335,1,14,5,76,2,2,50
14,335,1,15,7,83,6,6,70
15,335,1,16,6,89,8,8,60
16,335,1,17,5,94,4,4,50
17,335,1,18,8,102,5,5,80
18,335,1,19,5,107,0,0,50
19,335,1,20,3,110,2,2,30
20,335,1,21,4,114,1,1,40
21,335,1,22,8,122,5,5,80
22,335,1,23,8,130,4,4,80
23,335,1,24,8,138,1,1,80
24,335,1,25,8,146,0,0,80
25,335,1,26,2,148,2,2,20
26,335,1,27,8,156,2,2,80
27,335,1,28,9,165,7,7,90
28,335,1,29,5,170,7,7,50
29,335,1,30,3,173,3,3,30
30,335,1,31,9,182,6,6,90
31,335,1,32,5,187,3,3,50
32,335,1,33,5,192,2,2,50
33,335,1,34,9,201,4,2,90
34,335,1,35,5,206,4,4,50
35,335,1,36,2,208,1,1,20
36,335,1,37,6,214,3,3,60
37,335,1,38,8,222,2,2,80
38,335,1,39,4,226,3,3,40
39,335,1,40,2,228,0,0,20
40,335,1,41,6,234,4,4,60
41,335,1,42,7,241,6,6,70
42,335,1,43,4,245,1,0,40
43,335,1,44,8,253,4,4,80
44,335,1,45,4,257,3,3,40
45,335,1,46,7,264,5,5,70
46,335,1,47,9,273,6,6,90
47,335,1,48,5,278,4,4,50
48,335,1,49,3,281,0,0,30
49,335,1,50,2,283,3,3,20
50,335,1,51,8,291,9,9,80
51,335,1,52,3,294,1,0,30
52,335,1,53,5,299,3,3,50
53,335,1,54,3,302,1,1,30
54,335,1,55,5,307,3,3,50
55,335,1,56,5,312,4,4,50
56,335,1,57,8,320,4,4,80
57,335,1,58,4,324,2,1,40
58,335,1,59,7,331,3,3,70
59,335,1,60,4,335,1,1,40
60,335,1,61,7,342,5,2,70
61,335,1,62,6,348,5,5,60
62,335,1,63,5,353,3,3,50
63,335,1,64,4,357,1,1,40
64,335,1,65,9,366,4,4,90
65,335,1,66,2,368,2,2,20
66,335,1,67,7,375,3,3,70
67,335,1,68,7,382,3,3,70
68,335,1,69,4,386,2,0,40
69,335,1,70,6,392,5,5,60
70,335,1,71,2,394,2,2,20
71,335,1,72,7,401,3,3,70
72,335,1,73,2,403,0,0,20
73,335,1,74,7,410,8,8,70
74,335,1,75,6,416,6,6,60
75,335,1,76,6,422,5,5,60
76,335,1,77,6,428,5,5,60
77,335,1,78,9,437,4,4,90
78,335,1,79,6,443,4,4,60
79,335,1,80,3,446,2,0,30
80,335,1,81,3,449,3,3,30
81,335,1,82,7,456,4,4,70
82,335,1,83,7,463,6,6,70
83,335,1,84,9,472,4,4,90
84,335,1,85,2,474,0,0,20
85,335,1,86,7,481,2,2,70
86,335,1,87,5,486,5,5,50
87,335,1,88,2,488,3,3,20
88,335,1,89,3,491,1,1,30
89,335,1,90,3,494,3,3,30
90,335,1,91,9,503,4,4,90
91,335,1,92,4,507,2,2,40
92,335,1,93,4,511,1,0,40
93,335,1,94,8,519,6,6,80
94,335,1,95,6,525,0,0,60
95,335,1,96,6,531,1,1,60
96,335,1,97,9,540,2,2,90
97,335,1,98,4,544,1,1,40
98,335,1,99,6,550,4,4,60
99,335,1,100,4,554,3,3,40
100,335,1,101,5,559,2,2,50
101,335,1,102,4,563,1,1,40
102,335,1,103,5,568,3,1,50
103,335,1,104,6,574,4,4,60
104,335,1,105,5,579,1,1,50
105,335,1,106,4,583,0,0,40
106,335,1,107,8,591,3,1,80
107,335,1,108,9,600,6,6,90
108,335,1,109,5,605,1,1,50
109,335,1,110,3,608,0,0,30
110,335,1,111,5,613,6,6,50
111,335,1,112,6,619,6,6,60
112,335,1,113,4,623,3,1,40
113,335,1,114,7,630,6,6,70
114,335,1,115,2,632,0,0,20
115,335,1,116,6,638,3,3,60
116,335,1,117,7,645,3,3,70
117,335,1,118,5,650,3,3,50
118,335,1,119,5,655,2,2,50
119,335,1,120,2,657,3,2,20
120,335,1,121,2,659,3,3,20
121,335,1,122,3,662,3,3,30
122,335,1,123,3,665,2,2,30
123,335,1,124,9,674,4,4,90
124,335,1,125,2,676,2,2,20
125,335,1,126,3,679,3,3,30
126,335,1,127,8,687,9,9,80
127,335,1,128,4,691,3,3,40
128,335,1,129,8,699,7,7,80
129,335,1,130,2,701,1,1,20
130,335,1,131,7,708,3,3,70
131,335,1,132,7,715,6,6,70
132,335,1,133,4,719,2,2,40
133,335,1,134,2,721,1,1,20
134,335,1,135,5,726,0,0,50
135,335,1,136,5,731,2,2,50
136,335,1,137,9,740,2,2,90
137,335,1,138,8,748,6,6,80
138,335,1,139,3,751,2,2,30
139,335,1,140,5,756,4,4,50
140,335,1,141,7,763,4,2,70
141,335,1,142,6,769,5,5,60
142,335,1,143,8,777,6,6,80
143,335,1,144,5,782,1,1,50
144,335,1,145,7,789,3,3,70
145,335,1,146,7,796,6,6,70
146,335,1,147,6,802,4,4,60
147,335,1,148,3,805,1,1,30
148,335,1,149,9,814,10,10,90
149,335,1,150,9,823,6,6,90
150,335,1,151,6,829,2,2,60
151,335,1,152,5,834,1,1,50
