,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,343,1,1,4,4,0,0,40
1,343,1,2,3,7,1,1,30
2,343,1,3,6,13,3,3,60
3,343,1,4,2,15,2,2,20
4,343,1,5,5,20,2,2,50
5,343,1,6,9,29,3,3,90
6,343,1,7,9,38,5,5,90
7,343,1,8,8,46,5,5,80
8,343,1,9,4,50,1,1,40
9,343,1,10,9,59,6,6,90
10,343,1,11,7,66,3,3,70
11,343,1,12,7,73,2,2,70
12,343,1,13,5,78,4,4,50
13,343,1,14,9,87,4,4,90
14,343,1,15,5,92,3,3,50
15,343,1,16,4,96,1,1,40
16,343,1,17,6,102,2,2,60
17,343,1,18,4,106,1,1,40
18,343,1,19,5,111,2,2,50
19,343,1,20,5,116,2,2,50
20,343,1,21,4,120,1,1,40
21,343,1,22,7,127,1,1,70
22,343,1,23,2,129,0,0,20
23,343,1,24,4,133,6,6,40
24,343,1,25,7,140,5,5,70
25,343,1,26,8,148,4,4,80
26,343,1,27,7,155,1,1,70
27,343,1,28,2,157,0,0,20
28,343,1,29,5,162,4,4,50
29,343,1,30,5,167,3,3,50
30,343,1,31,4,171,2,2,40
31,343,1,32,2,173,2,0,20
32,343,1,33,2,175,3,3,20
33,343,1,34,3,178,3,3,30
34,343,1,35,7,185,6,6,70
35,343,1,36,9,194,2,2,90
36,343,1,37,9,203,8,8,90
37,343,1,38,4,207,2,2,40
38,343,1,39,2,209,1,1,20
39,343,1,40,8,217,6,6,80
40,343,1,41,5,222,1,1,50
41,343,1,42,6,228,3,3,60
42,343,1,43,6,234,2,0,60
43,343,1,44,9,243,4,4,90
44,343,1,45,6,249,0,0,60
45,343,1,46,9,258,5,5,90
46,343,1,47,6,264,2,2,60
47,343,1,48,2,266,2,2,20
48,343,1,49,2,268,2,2,20
49,343,1,50,6,274,4,4,60
50,343,1,51,4,278,0,0,40
51,343,1,52,5,283,3,3,50
52,343,1,53,2,285,2,2,20
53,343,1,54,7,292,1,1,70
54,343,1,55,6,298,3,3,60
55,343,1,56,4,302,1,1,40
56,343,1,57,8,310,8,8,80
57,343,1,58,6,316,3,3,60
58,343,1,59,2,318,2,2,20
59,343,1,60,9,327,7,7,90
60,343,1,61,8,335,3,3,80
61,343,1,62,5,340,2,2,50
62,343,1,63,3,343,1,1,30
63,343,1,64,2,345,1,1,20
64,343,1,65,8,353,4,4,80
65,343,1,66,8,361,6,6,80
66,343,1,67,2,363,1,1,20
67,343,1,68,8,371,3,3,80
68,343,1,69,8,379,4,4,80
69,343,1,70,7,386,4,4,70
70,343,1,71,3,389,0,0,30
71,343,1,72,5,394,5,5,50
72,343,1,73,3,397,0,0,30
73,343,1,74,2,399,0,0,20
74,343,1,75,4,403,2,2,40
75,343,1,76,5,408,5,5,50
76,343,1,77,3,411,1,1,30
77,343,1,78,3,414,1,1,30
78,343,1,79,7,421,3,3,70
79,343,1,80,2,423,0,0,20
80,343,1,81,5,428,2,0,50
81,343,1,82,9,437,5,5,90
82,343,1,83,2,439,0,0,20
83,343,1,84,6,445,5,5,60
84,343,1,85,3,448,4,4,30
85,343,1,86,9,457,5,5,90
86,343,1,87,6,463,2,2,60
87,343,1,88,2,465,3,3,20
88,343,1,89,2,467,3,3,20
89,343,1,90,9,476,4,4,90
90,343,1,91,7,483,4,4,70
91,343,1,92,8,491,4,4,80
92,343,1,93,6,497,5,5,60
93,343,1,94,7,504,5,5,70
94,343,1,95,2,506,0,0,20
95,343,1,96,9,515,4,4,90
96,343,1,97,7,522,4,4,70
97,343,1,98,8,530,3,3,80
98,343,1,99,6,536,3,3,60
99,343,1,100,8,544,2,2,80
100,343,1,101,2,546,1,1,20
101,343,1,102,7,553,0,0,70
102,343,1,103,3,556,2,2,30
103,343,1,104,8,564,4,4,80
104,343,1,105,5,569,2,2,50
105,343,1,106,6,575,5,5,60
106,343,1,107,4,579,3,3,40
107,343,1,108,4,583,0,0,40
108,343,1,109,3,586,2,2,30
109,343,1,110,8,594,2,2,80
110,343,1,111,6,600,4,4,60
111,343,1,112,6,606,3,3,60
112,343,1,113,7,613,3,3,70
113,343,1,114,4,617,1,1,40
114,343,1,115,2,619,3,3,20
115,343,1,116,4,623,5,5,40
116,343,1,117,2,625,1,1,20
117,343,1,118,6,631,3,3,60
118,343,1,119,9,640,6,6,90
119,343,1,120,2,642,1,1,20
120,343,1,121,9,651,3,3,90
121,343,1,122,6,657,2,2,60
122,343,1,123,7,664,3,3,70
123,343,1,124,8,672,5,5,80
124,343,1,125,6,678,2,2,60
125,343,1,126,3,681,3,3,30
126,343,1,127,5,686,1,1,50
127,343,1,128,3,689,1,1,30
128,343,1,129,7,696,2,0,70
129,343,1,130,5,701,7,7,50
130,343,1,131,7,708,5,5,70
131,343,1,132,4,712,0,0,40
132,343,1,133,5,717,2,2,50
133,343,1,134,5,722,2,2,50
134,343,1,135,7,729,6,6,70
135,343,1,136,8,737,7,7,80
136,343,1,137,2,739,1,1,20
137,343,1,138,3,742,2,2,30
138,343,1,139,6,748,4,4,60
139,343,1,140,6,754,3,0,60
140,343,1,141,5,759,6,6,50
141,343,1,142,5,764,6,6,50
142,343,1,143,7,771,5,5,70
143,343,1,144,5,776,4,4,50
144,343,1,145,9,785,5,5,90
145,343,1,146,6,791,2,2,60
146,343,1,147,8,799,5,5,80
147,343,1,148,5,804,1,1,50
148,343,1,149,2,806,1,1,20
149,343,1,150,4,810,1,1,40
150,343,1,151,3,813,1,1,30
151,343,1,152,5,818,1,1,50
152,343,1,153,6,824,4,4,60
153,343,1,154,9,833,5,5,90
154,343,1,155,5,838,1,1,50
155,343,1,156,9,847,6,6,90
156,343,1,157,6,853,5,5,60
157,343,1,158,2,855,1,1,20
158,343,1,159,6,861,5,5,60
159,343,1,160,7,868,2,2,70
160,343,1,161,8,876,6,0,80
161,343,1,162,3,879,8,8,30
162,343,1,163,4,883,2,2,40
163,343,1,164,5,888,2,2,50
164,343,1,165,9,897,4,4,90
165,343,1,166,9,906,6,6,90
166,343,1,167,5,911,0,0,50
167,343,1,168,9,920,1,1,90
168,343,1,169,6,926,5,0,60
169,343,1,170,4,930,8,8,40
170,343,1,171,2,932,1,1,20
171,343,1,172,7,939,5,5,70
172,343,1,173,2,941,1,1,20
173,343,1,174,8,949,5,5,80
174,343,1,175,2,951,2,2,20
175,343,1,176,6,957,1,1,60
176,343,1,177,9,966,8,8,90
177,343,1,178,4,970,1,1,40
178,343,1,179,4,974,2,2,40
179,343,1,180,6,980,2,2,60
180,343,1,181,4,984,3,3,40
181,343,1,182,9,993,1,1,90
182,343,1,183,2,995,2,2,20
183,343,1,184,9,1004,6,6,90
184,343,1,185,6,1010,0,0,60
185,343,1,186,8,1018,2,2,80
186,343,1,187,4,1022,3,3,40
187,343,1,188,5,1027,2,2,50
188,343,1,189,8,1035,8,8,80
189,343,1,190,3,1038,3,3,30
190,343,1,191,8,1046,10,10,80
191,343,1,192,4,1050,0,0,40
192,343,1,193,4,1054,1,1,40
193,343,1,194,4,1058,4,4,40
194,343,1,195,9,1067,4,0,90
195,343,1,196,4,1071,6,6,40
196,343,1,197,8,1079,2,2,80
197,343,1,198,6,1085,1,1,60
198,343,1,199,5,1090,2,2,50
199,343,1,200,3,1093,2,2,30
200,343,1,201,8,1101,7,7,80
201,343,1,202,8,1109,3,3,80
202,343,1,203,6,1115,6,6,60
203,343,1,204,7,1122,5,5,70
204,343,1,205,9,1131,4,4,90
205,343,1,206,4,1135,2,2,40
206,343,1,207,4,1139,1,1,40
207,343,1,208,6,1145,2,2,60
208,343,1,209,4,1149,4,4,40
209,343,1,210,3,1152,0,0,30
210,343,1,211,5,1157,4,4,50
211,343,1,212,8,1165,3,3,80
212,343,1,213,9,1174,6,6,90
213,343,1,214,6,1180,1,1,60
214,343,1,215,4,1184,1,1,40
215,343,1,216,6,1190,4,4,60
216,343,1,217,4,1194,2,2,40
217,343,1,218,5,1199,4,4,50
218,343,1,219,6,1205,3,3,60
219,343,1,220,8,1213,3,0,80
220,343,1,221,6,1219,5,5,60
221,343,1,222,8,1227,5,5,80
222,343,1,223,9,1236,8,8,90
223,343,1,224,5,1241,1,1,50
224,343,1,225,8,1249,4,4,80
225,343,1,226,2,1251,1,1,20
226,343,1,227,9,1260,5,5,90
227,343,1,228,4,1264,3,3,40
228,343,1,229,8,1272,4,4,80
229,343,1,230,6,1278,2,2,60
230,343,1,231,3,1281,3,3,30
231,343,1,232,8,1289,5,5,80
232,343,1,233,5,1294,5,5,50
233,343,1,234,4,1298,2,2,40
234,343,1,235,2,1300,0,0,20
235,343,1,236,3,1303,2,2,30
236,343,1,237,2,1305,0,0,20
237,343,1,238,3,1308,0,0,30
238,343,1,239,8,1316,2,2,80
239,343,1,240,7,1323,6,6,70
240,343,1,241,8,1331,7,7,80
241,343,1,242,8,1339,3,3,80
242,343,1,243,7,1346,6,6,70
243,343,1,244,5,1351,3,3,50
244,343,1,245,5,1356,4,0,50
245,343,1,246,4,1360,8,8,40
246,343,1,247,5,1365,5,5,50
247,343,1,248,2,1367,2,2,20
248,343,1,249,6,1373,2,2,60
249,343,1,250,7,1380,5,5,70
250,343,1,251,4,1384,1,1,40
251,343,1,252,8,1392,4,4,80
252,343,1,253,8,1400,5,5,80
253,343,1,254,3,1403,3,3,30
254,343,1,255,2,1405,0,0,20
255,343,1,256,6,1411,3,3,60
256,343,1,257,9,1420,5,5,90
257,343,1,258,9,1429,8,8,90
258,343,1,259,6,1435,4,4,60
259,343,1,260,9,1444,5,5,90
260,343,1,261,2,1446,0,0,20
261,343,1,262,8,1454,4,4,80
262,343,1,263,6,1460,8,8,60
263,343,1,264,9,1469,5,5,90
264,343,1,265,7,1476,1,1,70
265,343,1,266,3,1479,1,1,30
266,343,1,267,5,1484,3,0,50
267,343,1,268,8,1492,12,12,80
268,343,1,269,3,1495,1,1,30
269,343,1,270,6,1501,2,2,60
270,343,1,271,6,1507,5,5,60
271,343,1,272,7,1514,1,1,70
272,343,1,273,4,1518,4,4,40
273,343,1,274,5,1523,2,2,50
274,343,1,275,4,1527,0,0,40
275,343,1,276,4,1531,1,1,40
276,343,1,277,2,1533,2,2,20
277,343,1,278,3,1536,2,2,30
278,343,1,279,4,1540,5,5,40
279,343,1,280,8,1548,4,4,80
280,343,1,281,8,1556,3,3,80
281,343,1,282,8,1564,2,2,80
282,343,1,283,4,1568,2,2,40
283,343,1,284,3,1571,2,2,30
284,343,1,285,3,1574,0,0,30
285,343,1,286,4,1578,6,6,40
286,343,1,287,9,1587,2,2,90
287,343,1,288,4,1591,1,1,40
288,343,1,289,7,1598,1,1,70
289,343,1,290,2,1600,1,1,20
290,343,1,291,4,1604,2,2,40
291,343,1,292,7,1611,7,7,70
292,343,1,293,8,1619,6,6,80
293,343,1,294,9,1628,3,3,90
294,343,1,295,6,1634,1,1,60
295,343,1,296,3,1637,1,1,30
296,343,1,297,7,1644,4,4,70
297,343,1,298,5,1649,5,5,50
298,343,1,299,4,1653,0,0,40
299,343,1,300,5,1658,1,1,50
300,343,1,301,9,1667,7,7,90
301,343,1,302,2,1669,2,2,20
302,343,1,303,8,1677,2,2,80
303,343,1,304,4,1681,2,2,40
304,343,1,305,7,1688,2,2,70
305,343,1,306,4,1692,3,3,40
306,343,1,307,3,1695,2,2,30
307,343,1,308,6,1701,3,3,60
308,343,1,309,2,1703,2,2,20
309,343,1,310,9,1712,2,2,90
310,343,1,311,3,1715,1,1,30
311,343,1,312,6,1721,0,0,60
312,343,1,313,6,1727,2,2,60
313,343,1,314,7,1734,2,2,70
314,343,1,315,5,1739,4,4,50
315,343,1,316,9,1748,5,5,90
316,343,1,317,2,1750,1,1,20
317,343,1,318,9,1759,3,3,90
318,343,1,319,2,1761,2,2,20
319,343,1,320,7,1768,2,2,70
320,343,1,321,5,1773,2,2,50
321,343,1,322,7,1780,2,2,70
322,343,1,323,8,1788,1,1,80
323,343,1,324,8,1796,3,3,80
324,343,1,325,6,1802,4,4,60
325,343,1,326,6,1808,2,2,60
326,343,1,327,4,1812,4,4,40
327,343,1,328,7,1819,4,4,70
328,343,1,329,5,1824,2,2,50
329,343,1,330,8,1832,8,8,80
330,343,1,331,9,1841,3,0,90
331,343,1,332,4,1845,6,6,40
332,343,1,333,2,1847,3,3,20
333,343,1,334,9,1856,4,4,90
334,343,1,335,9,1865,2,2,90
335,343,1,336,8,1873,5,5,80
336,343,1,337,9,1882,1,1,90
337,343,1,338,3,1885,1,1,30
338,343,1,339,7,1892,3,3,70
339,343,1,340,8,1900,3,3,80
340,343,1,341,4,1904,2,2,40
341,343,1,342,2,1906,0,0,20
342,343,1,343,5,1911,2,2,50
343,343,1,344,8,1919,2,2,80
344,343,1,345,2,1921,0,0,20
345,343,1,346,5,1926,0,0,50
346,343,1,347,8,1934,3,3,80
347,343,1,348,2,1936,0,0,20
348,343,1,349,3,1939,1,1,30
349,343,1,350,3,1942,0,0,30
350,343,1,351,9,1951,2,2,90
351,343,1,352,6,1957,4,4,60
352,343,1,353,4,1961,2,2,40
353,343,1,354,7,1968,4,4,70
354,343,1,355,2,1970,0,0,20
355,343,1,356,7,1977,7,7,70
356,343,1,357,9,1986,1,1,90
357,343,1,358,7,1993,2,2,70
358,343,1,359,9,2002,1,1,90
359,343,1,360,7,2009,2,2,70
360,343,1,361,2,2011,3,3,20
361,343,1,362,8,2019,3,3,80
362,343,1,363,5,2024,4,4,50
363,343,1,364,6,2030,2,2,60
364,343,1,365,6,2036,2,2,60
365,343,1,366,2,2038,1,1,20
366,343,1,367,5,2043,4,4,50
367,343,1,368,6,2049,2,2,60
368,343,1,369,3,2052,2,2,30
369,343,1,370,2,2054,1,1,20
370,343,1,371,4,2058,4,4,40
371,343,1,372,4,2062,2,2,40
372,343,1,373,2,2064,1,1,20
373,343,1,374,4,2068,1,1,40
374,343,1,375,6,2074,2,2,60
375,343,1,376,8,2082,7,7,80
376,343,1,377,5,2087,3,3,50
377,343,1,378,3,2090,3,3,30
378,343,1,379,2,2092,1,1,20
379,343,1,380,3,2095,1,1,30
380,343,1,381,4,2099,6,6,40
381,343,1,382,2,2101,1,1,20
382,343,1,383,2,2103,1,1,20
383,343,1,384,2,2105,2,2,20
384,343,1,385,6,2111,3,3,60
385,343,1,386,7,2118,2,2,70
386,343,1,387,9,2127,4,4,90
387,343,1,388,3,2130,2,2,30
388,343,1,389,3,2133,1,1,30
389,343,1,390,6,2139,2,2,60
390,343,1,391,8,2147,2,2,80
391,343,1,392,6,2153,1,1,60
392,343,1,393,4,2157,1,1,40
393,343,1,394,9,2166,3,3,90
394,343,1,395,2,2168,1,1,20
395,343,1,396,6,2174,1,1,60
396,343,1,397,4,2178,3,0,40
397,343,1,398,6,2184,4,4,60
398,343,1,399,8,2192,1,1,80
399,343,1,400,7,2199,3,0,70
400,343,1,401,6,2205,8,8,60
401,343,1,402,2,2207,1,1,20
402,343,1,403,8,2215,11,11,80
403,343,1,404,9,2224,3,3,90
404,343,1,405,8,2232,6,6,80
405,343,1,406,4,2236,5,5,40
406,343,1,407,8,2244,3,3,80
407,343,1,408,3,2247,4,4,30
408,343,1,409,7,2254,5,5,70
409,343,1,410,4,2258,1,1,40
410,343,1,411,2,2260,2,2,20
411,343,1,412,5,2265,0,0,50
412,343,1,413,7,2272,3,3,70
413,343,1,414,6,2278,1,1,60
414,343,1,415,8,2286,3,3,80
415,343,1,416,5,2291,4,4,50
416,343,1,417,3,2294,2,2,30
417,343,1,418,5,2299,5,5,50
418,343,1,419,9,2308,3,3,90
419,343,1,420,9,2317,4,4,90
420,343,1,421,4,2321,2,2,40
421,343,1,422,4,2325,2,2,40
422,343,1,423,5,2330,4,4,50
423,343,1,424,7,2337,2,2,70
424,343,1,425,6,2343,4,4,60
425,343,1,426,6,2349,3,3,60
426,343,1,427,2,2351,1,1,20
427,343,1,428,9,2360,6,6,90
428,343,1,429,6,2366,4,4,60
429,343,1,430,5,2371,4,4,50
430,343,1,431,9,2380,3,3,90
431,343,1,432,8,2388,2,2,80
432,343,1,433,2,2390,1,1,20
433,343,1,434,3,2393,5,5,30
434,343,1,435,5,2398,2,2,50
435,343,1,436,7,2405,1,0,70
436,343,1,437,9,2414,7,7,90
437,343,1,438,4,2418,5,5,40
438,343,1,439,7,2425,3,3,70
439,343,1,440,7,2432,2,2,70
440,343,1,441,8,2440,2,2,80
441,343,1,442,8,2448,7,7,80
442,343,1,443,8,2456,5,5,80
443,343,1,444,3,2459,1,1,30
444,343,1,445,5,2464,1,1,50
445,343,1,446,8,2472,6,6,80
446,343,1,447,8,2480,2,0,80
447,343,1,448,2,2482,2,2,20
448,343,1,449,5,2487,4,4,50
449,343,1,450,2,2489,1,1,20
450,343,1,451,7,2496,1,1,70
451,343,1,452,4,2500,4,4,40
452,343,1,453,4,2504,0,0,40
453,343,1,454,9,2513,5,5,90
454,343,1,455,3,2516,1,1,30
455,343,1,456,9,2525,3,0,90
456,343,1,457,6,2531,4,4,60
457,343,1,458,7,2538,4,4,70
458,343,1,459,2,2540,0,0,20
459,343,1,460,8,2548,4,4,80
460,343,1,461,9,2557,2,2,90
461,343,1,462,2,2559,1,1,20
462,343,1,463,9,2568,3,3,90
463,343,1,464,5,2573,2,2,50
464,343,1,465,3,2576,3,3,30
465,343,1,466,3,2579,1,1,30
466,343,1,467,3,2582,6,6,30
467,343,1,468,6,2588,4,4,60
468,343,1,469,5,2593,5,5,50
469,343,1,470,6,2599,1,1,60
470,343,1,471,8,2607,4,4,80
471,343,1,472,4,2611,1,1,40
472,343,1,473,2,2613,1,1,20
473,343,1,474,4,2617,3,3,40
474,343,1,475,4,2621,5,5,40
475,343,1,476,8,2629,2,2,80
476,343,1,477,5,2634,2,0,50
477,343,1,478,4,2638,4,4,40
478,343,1,479,8,2646,6,6,80
479,343,1,480,5,2651,1,1,50
480,343,1,481,5,2656,2,2,50
481,343,1,482,9,2665,8,8,90
482,343,1,483,3,2668,2,2,30
483,343,1,484,7,2675,4,4,70
484,343,1,485,3,2678,2,2,30
485,343,1,486,5,2683,4,4,50
486,343,1,487,7,2690,2,2,70
487,343,1,488,8,2698,5,5,80
488,343,1,489,4,2702,1,1,40
489,343,1,490,4,2706,1,1,40
490,343,1,491,3,2709,3,3,30
491,343,1,492,6,2715,5,5,60
492,343,1,493,8,2723,3,3,80
493,343,1,494,7,2730,4,4,70
494,343,1,495,3,2733,2,2,30
495,343,1,496,3,2736,1,1,30
496,343,1,497,9,2745,1,1,90
497,343,1,498,2,2747,1,1,20
498,343,1,499,6,2753,4,4,60
499,343,1,500,5,2758,3,3,50
500,343,1,501,8,2766,1,1,80
501,343,1,502,4,2770,1,1,40
502,343,1,503,5,2775,3,3,50
503,343,1,504,3,2778,2,2,30
504,343,1,505,3,2781,0,0,30
505,343,1,506,2,2783,1,1,20
506,343,1,507,2,2785,0,0,20
507,343,1,508,3,2788,1,1,30
508,343,1,509,8,2796,4,4,80
509,343,1,510,8,2804,2,2,80
510,343,1,511,7,2811,8,8,70
511,343,1,512,2,2813,2,2,20
512,343,1,513,3,2816,1,1,30
513,343,1,514,9,2825,6,6,90
514,343,1,515,2,2827,0,0,20
515,343,1,516,4,2831,2,2,40
516,343,1,517,4,2835,6,6,40
517,343,1,518,5,2840,0,0,50
