,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,58,1,1,4,4,1,0,40
1,58,1,2,9,13,4,1,90
2,58,1,3,7,20,7,0,70
3,58,1,4,2,22,8,0,20
4,58,1,5,5,27,14,14,50
5,58,1,6,3,30,0,0,30
6,58,1,7,5,35,4,0,50
7,58,1,8,5,40,7,0,50
8,58,1,9,4,44,7,0,40
9,58,1,10,5,49,10,1,50
10,58,1,11,3,52,11,0,30
11,58,1,12,4,56,13,0,40
12,58,1,13,2,58,14,0,20
13,58,1,14,8,66,20,1,80
14,58,1,15,9,75,22,22,90
15,58,1,16,6,81,0,0,60
16,58,1,17,6,87,3,0,60
17,58,1,18,3,90,4,0,30
18,58,1,19,4,94,5,1,40
19,58,1,20,8,102,14,14,80
20,58,1,21,5,107,3,1,50
21,58,1,22,6,113,3,0,60
22,58,1,23,2,115,4,4,20
23,58,1,24,9,124,4,1,90
24,58,1,25,7,131,7,1,70
25,58,1,26,3,134,8,0,30
26,58,1,27,4,138,10,0,40
27,58,1,28,7,145,15,0,70
28,58,1,29,3,148,16,2,30
29,58,1,30,5,153,17,1,50
30,58,1,31,3,156,17,1,30
31,58,1,32,9,165,21,21,90
32,58,1,33,2,167,1,0,20
33,58,1,34,8,175,3,0,80
34,58,1,35,8,183,6,0,80
35,58,1,36,3,186,8,1,30
36,58,1,37,6,192,10,0,60
37,58,1,38,5,197,13,0,50
38,58,1,39,2,199,15,1,20
39,58,1,40,5,204,17,1,50
40,58,1,41,5,209,17,1,50
41,58,1,42,4,213,21,0,40
42,58,1,43,7,220,24,1,70
43,58,1,44,2,222,24,3,20
44,58,1,45,5,227,23,23,50
45,58,1,46,3,230,0,0,30
46,58,1,47,2,232,0,0,20
47,58,1,48,8,240,2,0,80
48,58,1,49,2,242,2,2,20
49,58,1,50,4,246,2,0,40
50,58,1,51,7,253,6,0,70
51,58,1,52,5,258,9,9,50
52,58,1,53,5,263,3,0,50
53,58,1,54,9,272,7,7,90
54,58,1,55,9,281,4,0,90
55,58,1,56,2,283,4,0,20
56,58,1,57,6,289,5,5,60
57,58,1,58,2,291,1,0,20
58,58,1,59,6,297,5,1,60
59,58,1,60,8,305,4,1,80
60,58,1,61,7,312,7,0,70
61,58,1,62,9,321,9,9,90
62,58,1,63,5,326,4,0,50
63,58,1,64,9,335,7,0,90
64,58,1,65,2,337,9,0,20
65,58,1,66,7,344,11,1,70
66,58,1,67,7,351,11,11,70
