,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,216,1,1,5,5,1,0,50
1,216,1,2,6,11,5,2,60
2,216,1,3,9,20,6,6,90
3,216,1,4,7,27,3,3,70
4,216,1,5,9,36,6,6,90
5,216,1,6,2,38,1,1,20
6,216,1,7,4,42,3,3,40
7,216,1,8,3,45,1,1,30
8,216,1,9,9,54,2,0,90
9,216,1,10,4,58,4,4,40
10,216,1,11,9,67,7,7,90
11,216,1,12,3,70,5,1,30
12,216,1,13,7,77,7,7,70
13,216,1,14,9,86,3,1,90
14,216,1,15,2,88,3,1,20
15,216,1,16,4,92,3,3,40
16,216,1,17,9,101,4,4,90
17,216,1,18,6,107,7,1,60
18,216,1,19,9,116,10,10,90
19,216,1,20,6,122,5,1,60
20,216,1,21,3,125,7,7,30
21,216,1,22,8,133,5,5,80
22,216,1,23,2,135,2,0,20
23,216,1,24,8,143,5,2,80
24,216,1,25,6,149,6,2,60
25,216,1,26,8,157,9,9,80
26,216,1,27,5,162,2,0,50
27,216,1,28,3,165,4,4,30
28,216,1,29,4,169,1,1,40
29,216,1,30,7,176,4,2,70
30,216,1,31,7,183,9,9,70
31,216,1,32,2,185,0,0,20
32,216,1,33,7,192,2,2,70
33,216,1,34,7,199,6,6,70
34,216,1,35,5,204,4,4,50
35,216,1,36,7,211,2,1,70
36,216,1,37,7,218,8,1,70
37,216,1,38,2,220,8,1,20
38,216,1,39,8,228,12,12,80
39,216,1,40,9,237,3,3,90
40,216,1,41,4,241,0,0,40
41,216,1,42,5,246,1,1,50
42,216,1,43,7,253,7,3,70
43,216,1,44,7,260,8,8,70
44,216,1,45,8,268,4,4,80
45,216,1,46,2,270,0,0,20
46,216,1,47,4,274,1,0,40
47,216,1,48,6,280,5,1,60
48,216,1,49,2,282,5,5,20
49,216,1,50,8,290,2,2,80
50,216,1,51,8,298,4,4,80
51,216,1,52,6,304,2,2,60
52,216,1,53,8,312,3,3,80
53,216,1,54,3,315,0,0,30
54,216,1,55,3,318,0,0,30
55,216,1,56,6,324,1,1,60
56,216,1,57,3,327,5,5,30
57,216,1,58,6,333,4,4,60
58,216,1,59,4,337,1,1,40
59,216,1,60,3,340,1,1,30
60,216,1,61,4,344,5,5,40
61,216,1,62,3,347,0,0,30
62,216,1,63,9,356,4,2,90
63,216,1,64,8,364,9,2,80
64,216,1,65,3,367,10,5,30
65,216,1,66,7,374,10,10,70
66,216,1,67,8,382,2,2,80
67,216,1,68,8,390,6,2,80
68,216,1,69,6,396,8,8,60
69,216,1,70,2,398,0,0,20
70,216,1,71,3,401,0,0,30
71,216,1,72,2,403,1,1,20
72,216,1,73,5,408,3,0,50
73,216,1,74,2,410,4,1,20
74,216,1,75,6,416,8,8,60
75,216,1,76,4,420,4,4,40
76,216,1,77,6,426,3,2,60
77,216,1,78,2,428,1,1,20
78,216,1,79,8,436,4,0,80
79,216,1,80,8,444,5,1,80
80,216,1,81,2,446,4,4,20
81,216,1,82,6,452,3,3,60
82,216,1,83,7,459,5,3,70
83,216,1,84,8,467,6,6,80
84,216,1,85,6,473,3,3,60
85,216,1,86,7,480,4,1,70
86,216,1,87,8,488,7,7,80
87,216,1,88,5,493,1,0,50
88,216,1,89,8,501,7,7,80
89,216,1,90,7,508,4,4,70
90,216,1,91,8,516,4,0,80
91,216,1,92,3,519,5,2,30
92,216,1,93,4,523,9,9,40
93,216,1,94,8,531,5,5,80
94,216,1,95,9,540,4,0,90
95,216,1,96,7,547,5,5,70
96,216,1,97,2,549,0,0,20
97,216,1,98,6,555,2,1,60
98,216,1,99,8,563,6,3,80
99,216,1,100,8,571,7,3,80
100,216,1,101,5,576,7,7,50
101,216,1,102,2,578,0,0,20
102,216,1,103,5,583,0,0,50
103,216,1,104,4,587,2,2,40
104,216,1,105,3,590,1,0,30
105,216,1,106,5,595,11,11,50
106,216,1,107,8,603,6,4,80
107,216,1,108,8,611,2,0,80
108,216,1,109,2,613,2,2,20
109,216,1,110,4,617,2,2,40
110,216,1,111,5,622,2,2,50
111,216,1,112,2,624,1,1,20
112,216,1,113,3,627,1,1,30
113,216,1,114,2,629,1,1,20
114,216,1,115,3,632,2,0,30
115,216,1,116,8,640,3,3,80
116,216,1,117,2,642,3,0,20
117,216,1,118,6,648,6,0,60
118,216,1,119,5,653,10,4,50
119,216,1,120,6,659,7,7,60
120,216,1,121,9,668,7,4,90
121,216,1,122,8,676,5,5,80
122,216,1,123,9,685,4,4,90
123,216,1,124,7,692,5,5,70
124,216,1,125,6,698,4,1,60
125,216,1,126,7,705,7,4,70
126,216,1,127,4,709,5,5,40
127,216,1,128,9,718,4,0,90
128,216,1,129,7,725,6,5,70
129,216,1,130,2,727,2,2,20
130,216,1,131,2,729,1,0,20
131,216,1,132,9,738,4,1,90
132,216,1,133,8,746,7,7,80
133,216,1,134,4,750,2,2,40
134,216,1,135,9,759,3,3,90
135,216,1,136,8,767,2,1,80
136,216,1,137,8,775,4,4,80
137,216,1,138,4,779,1,1,40
138,216,1,139,3,782,4,1,30
139,216,1,140,4,786,5,2,40
140,216,1,141,6,792,7,7,60
141,216,1,142,6,798,1,0,60
142,216,1,143,7,805,2,1,70
143,216,1,144,2,807,3,3,20
144,216,1,145,3,810,2,0,30
145,216,1,146,2,812,3,1,20
146,216,1,147,2,814,2,0,20
147,216,1,148,8,822,2,2,80
148,216,1,149,8,830,3,1,80
149,216,1,150,3,833,2,2,30
150,216,1,151,5,838,0,0,50
151,216,1,152,6,844,1,1,60
152,216,1,153,5,849,2,2,50
153,216,1,154,8,857,5,5,80
154,216,1,155,7,864,3,1,70
155,216,1,156,7,871,6,6,70
156,216,1,157,9,880,5,5,90
157,216,1,158,9,889,2,0,90
158,216,1,159,5,894,4,4,50
159,216,1,160,2,896,2,2,20
160,216,1,161,6,902,7,7,60
161,216,1,162,5,907,1,0,50
162,216,1,163,4,911,5,5,40
163,216,1,164,6,917,7,3,60
164,216,1,165,2,919,4,1,20
165,216,1,166,4,923,6,2,40
166,216,1,167,9,932,8,8,90
167,216,1,168,9,941,2,2,90
168,216,1,169,8,949,3,1,80
169,216,1,170,2,951,3,3,20
170,216,1,171,4,955,4,1,40
171,216,1,172,4,959,4,4,40
172,216,1,173,3,962,0,0,30
173,216,1,174,4,966,3,3,40
174,216,1,175,6,972,4,2,60
175,216,1,176,3,975,5,5,30
176,216,1,177,9,984,6,6,90
177,216,1,178,5,989,2,0,50
178,216,1,179,7,996,4,2,70
179,216,1,180,3,999,3,0,30
180,216,1,181,2,1001,4,2,20
181,216,1,182,9,1010,5,2,90
182,216,1,183,6,1016,5,3,60
183,216,1,184,5,1021,4,4,50
184,216,1,185,4,1025,2,2,40
185,216,1,186,6,1031,5,5,60
186,216,1,187,9,1040,4,4,90
187,216,1,188,2,1042,1,1,20
188,216,1,189,2,1044,2,2,20
189,216,1,190,5,1049,3,3,50
190,216,1,191,4,1053,2,1,40
191,216,1,192,6,1059,1,1,60
192,216,1,193,4,1063,5,2,40
193,216,1,194,5,1068,5,5,50
194,216,1,195,5,1073,2,0,50
195,216,1,196,5,1078,4,4,50
196,216,1,197,3,1081,1,1,30
197,216,1,198,4,1085,1,1,40
198,216,1,199,2,1087,1,1,20
199,216,1,200,3,1090,3,3,30
200,216,1,201,8,1098,9,9,80
201,216,1,202,7,1105,3,0,70
202,216,1,203,5,1110,11,11,50
203,216,1,204,9,1119,5,5,90
204,216,1,205,2,1121,1,1,20
205,216,1,206,5,1126,3,3,50
