,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
0,4,1,1,9,9,7,7,90
1,4,1,2,9,18,4,1,90
2,4,1,3,3,21,5,0,30
3,4,1,4,8,29,7,2,80
4,4,1,5,6,35,8,2,60
5,4,1,6,6,41,8,2,60
6,4,1,7,6,47,10,2,60
7,4,1,8,4,51,8,0,40
8,4,1,9,7,58,9,2,70
9,4,1,10,8,66,11,0,80
10,4,1,11,2,68,14,3,20
11,4,1,12,3,71,13,2,30
12,4,1,13,4,75,14,0,40
13,4,1,14,8,83,17,1,80
14,4,1,15,7,90,17,4,70
15,4,1,16,2,92,14,2,20
16,4,1,17,3,95,12,1,30
17,4,1,18,8,103,12,1,80
18,4,1,19,7,110,12,2,70
19,4,1,20,5,115,16,6,50
20,4,1,21,2,117,12,2,20
21,4,1,22,2,119,10,2,20
22,4,1,23,2,121,9,0,20
23,4,1,24,5,126,10,2,50
24,4,1,25,6,132,10,0,60
25,4,1,26,2,134,10,1,20
26,4,1,27,6,140,12,1,60
27,4,1,28,3,143,12,2,30
28,4,1,29,3,146,10,3,30
29,4,1,30,3,149,8,1,30
30,4,1,31,4,153,12,5,40
31,4,1,32,6,159,10,3,60
32,4,1,33,9,168,13,13,90
33,4,1,34,9,177,3,0,90
34,4,1,35,3,180,5,0,30
35,4,1,36,4,184,6,1,40
36,4,1,37,6,190,7,1,60
37,4,1,38,2,192,6,2,20
38,4,1,39,4,196,5,1,40
39,4,1,40,2,198,5,1,20
40,4,1,41,9,207,12,1,90
41,4,1,42,5,212,14,4,50
42,4,1,43,8,220,15,0,80
43,4,1,44,9,229,17,4,90
44,4,1,45,3,232,13,2,30
45,4,1,46,8,240,13,4,80
46,4,1,47,5,245,11,2,50
47,4,1,48,7,252,11,2,70
48,4,1,49,5,257,9,2,50
49,4,1,50,4,261,10,0,40
50,4,1,51,5,266,12,2,50
51,4,1,52,8,274,17,1,80
52,4,1,53,7,281,19,19,70
53,4,1,54,5,286,2,1,50
54,4,1,55,7,293,4,1,70
55,4,1,56,2,295,3,1,20
56,4,1,57,7,302,6,1,70
57,4,1,58,2,304,5,1,20
58,4,1,59,2,306,4,0,20
59,4,1,60,8,314,8,2,80
60,4,1,61,3,317,8,0,30
61,4,1,62,2,319,10,2,20
62,4,1,63,3,322,9,3,30
